N	2gram	Propp_Russ_1	Myshleni
1	и в	36	28
2	в том	17	28
3	то что	6	28
4	в этом	12	27
5	в развитии	1	24
6	того что	4	24
7	потому что	10	22
8	том что	19	19
9	не может	4	19
10	таким образом	6	18
11	что он	1	18
12	только в	4	18
13	в силу	2	17
14	что в	19	17
15	не только	22	16
16	так же	3	15
17	точки зрения	3	13
18	может быть	8	13
19	сказать что	1	13
20	тому что	4	11
21	и не	6	11
22	что мы	1	11
23	как бы	5	11
24	но не	2	10
25	по отношению	1	10
26	с точки	3	10
27	к тому	4	10
28	как мы	10	10
29	так как	15	10
30	от того	1	10
31	но и	16	10
32	отношению к	1	10
33	было бы	1	9
34	мы можем	2	9
35	между собой	2	9
36	мы видели	1	8
37	тем что	4	8
38	еще не	4	8
39	как известно	2	7
40	того же	1	7
41	то же	3	7
42	в своем	3	7
43	в которой	1	7
44	он не	1	7
45	в нем	2	7
46	показывает что	5	7
47	можно было	1	7
48	если бы	1	7
49	мы видим	2	7
50	и других	7	7
51	там где	2	7
52	вместе с	10	7
53	между ними	1	7
54	же как	1	6
55	мы не	6	6
56	в чем	1	6
57	и как	2	6
58	и к	3	6
59	как и	10	6
60	не имеет	6	6
61	тогда когда	1	6
62	то время	1	6
63	приводит к	3	6
64	так и	7	6
65	и что	4	6
66	можно сказать	1	6
67	его в	1	6
68	так что	2	6
69	в области	3	6
70	в то	1	6
71	том же	2	5
72	показать что	1	5
73	вопрос о	1	5
74	зависимости от	1	5
75	и на	10	5
76	но в	2	5
77	в этой	1	5
78	что все	1	5
79	на этой	2	5
80	и тем	1	5
81	с тем	8	5
82	не могли	1	5
83	того как	5	5
84	в разных	3	5
85	с другом	1	5
86	не могут	1	5
87	могут быть	2	5
88	в пределах	1	5
89	это не	10	5
90	в свете	2	5
91	содержится в	1	5
92	понятия так	1	5
93	думается что	1	5
94	друг с	1	5
95	и все	1	5
96	и развитие	1	4
97	например в	2	4
98	переход от	2	4
99	в первом	1	4
100	к другому	2	4
101	мы имеем	4	4
102	в каждой	1	4
103	во всех	4	4
104	только тогда	1	4
105	относится к	1	4
106	в той	1	4
107	с этим	2	4
108	целый ряд	1	4
109	в себе	1	4
110	в нашем	2	4
111	на то	1	4
112	на этом	3	4
113	к другу	2	4
114	и того	1	4
115	одного и	1	4
116	но если	1	4
117	он должен	1	4
118	установить что	1	4
119	нас к	2	4
120	что на	4	4
121	оно не	1	4
122	на основе	1	4
123	как по	2	4
124	связь между	2	4
125	что и	7	4
126	в качестве	3	4
127	мы знаем	1	4
128	которые в	1	4
129	заключить что	1	4
130	но что	2	4
131	только по	2	4
132	на этот	3	4
133	и следовательно	1	4
134	в частности	2	4
135	к жизни	3	4
136	который мы	1	4
137	к понятию	1	4
138	они не	1	4
139	ту же	1	3
140	с его	1	3
141	друг к	2	3
142	из этих	4	3
143	одном и	1	3
144	очевидно что	1	3
145	независимо от	2	3
146	как в	5	3
147	хотя и	2	3
148	от этого	1	3
149	представляет собой	4	3
150	в случае	1	3
151	связанные с	3	3
152	при этом	6	3
153	с ней	2	3
154	и по	8	3
155	в каждом	2	3
156	должен был	1	3
157	в них	6	3
158	в их	4	3
159	значение слова	1	3
160	что их	1	3
161	в основе	1	3
162	связи с	4	3
163	не по	1	3
164	до того	2	3
165	этом отношении	1	3
166	представляют собой	7	3
167	но мы	1	3
168	те же	1	3
169	самого понятия	1	3
170	по мере	1	3
171	и здесь	2	3
172	прямо и	1	3
173	во втором	1	3
174	в его	2	3
175	развития но	1	3
176	один из	8	3
177	этот вопрос	2	3
178	это означает	1	3
179	и его	1	3
180	есть в	1	3
181	в нашей	1	3
