N	2gram	Tiupa_Lite_1	Dialekti
1	не есть	2	47
2	и не	12	30
3	может быть	13	20
4	не только	24	19
5	и в	8	19
6	а не	16	16
7	в себе	7	15
8	потому что	3	14
9	то что	10	14
10	в том	16	14
11	так как	1	14
12	и даже	3	14
13	как бы	7	14
14	вовсе не	1	13
15	то же	5	12
16	точки зрения	6	12
17	не просто	1	12
18	но и	17	12
19	и все	1	12
20	есть всегда	1	11
21	и как	1	10
22	в нем	2	10
23	как и	6	10
24	том что	14	10
25	сказать что	1	10
26	так и	4	10
27	это не	4	10
28	по крайней	1	9
29	никогда не	4	9
30	крайней мере	1	9
31	же и	3	9
32	не может	5	9
33	в этом	12	8
34	в своей	4	8
35	с точки	2	8
36	не в	8	8
37	есть нечто	1	8
38	личности в	1	8
39	она не	1	8
40	прежде всего	11	8
41	и то	2	7
42	есть не	1	7
43	должно быть	1	7
44	как это	8	7
45	в поэзии	1	7
46	в душе	3	7
47	как будто	2	7
48	совершенно не	1	7
49	что в	3	7
50	чтобы не	2	6
51	я не	7	6
52	но не	4	6
53	что они	1	6
54	отнюдь не	2	6
55	тогда когда	1	6
56	в то	5	6
57	что он	5	6
58	что не	2	6
59	того что	6	6
60	да и	3	6
61	жизни и	3	6
62	должна быть	2	5
63	говорить о	1	5
64	есть ли	1	5
65	в силу	4	5
66	в одну	1	5
67	иной раз	1	5
68	же время	5	5
69	и его	4	5
70	на свете	1	5
71	и с	1	5
72	в виду	3	5
73	сознания и	1	5
74	о том	2	5
75	и что	1	5
76	можно сказать	1	5
77	но как	1	5
78	не мешает	1	5
79	что и	1	5
80	с другой	3	5
81	как раз	4	5
82	и времени	1	5
83	только что	1	5
84	в самом	3	5
85	только в	8	5
86	и есть	3	4
87	поэзии и	2	4
88	во мне	2	4
89	еще не	4	4
90	быть в	1	4
91	и нигде	1	4
92	самом деле	2	4
93	тут же	1	4
94	за пределы	2	4
95	в одной	1	4
96	в своем	11	4
97	все же	4	4
98	только то	2	4
99	та же	2	4
100	как он	2	4
101	и если	1	4
102	при этом	19	4
103	он не	1	4
104	же это	2	4
105	и вот	1	4
106	и по	1	4
107	таким образом	3	4
108	в одном	1	4
109	не нуждается	1	4
110	по своей	3	4
111	связи с	6	4
112	в каком	1	4
113	в ее	1	4
114	в другом	2	4
115	к нему	1	4
116	и только	2	4
117	интеллигенции и	1	4
118	субъекта и	3	4
119	уже в	5	4
120	одно из	3	4
121	нельзя сказать	1	4
122	в связи	4	4
123	могут быть	2	4
124	хотя бы	2	4
125	а в	3	4
126	другой стороны	1	4
127	же как	1	3
128	с поэзией	1	3
129	как мы	1	3
130	вопрос о	1	3
131	это время	1	3
132	в чем	1	3
133	а только	2	3
134	в этой	4	3
135	себе как	1	3
136	но без	2	3
137	его в	3	3
138	это было	1	3
139	и мы	1	3
140	было бы	2	3
141	в один	1	3
142	мы имеем	1	3
143	и уже	1	3
144	между собою	1	3
145	в этих	1	3
146	что такое	2	3
147	и более	1	3
148	даже в	2	3
149	не менее	7	3
150	но только	1	3
151	уже не	7	3
152	нуждается в	3	3
153	тех пор	1	3
154	из них	4	3
155	бы это	1	3
156	не было	3	3
157	в данном	5	3
158	в той	1	3
159	в это	1	3
160	и от	1	3
161	время не	1	3
162	это как	2	3
163	и слова	1	3
164	только как	1	3
165	была бы	1	3
166	они не	1	3
167	я и	7	2
168	как известно	1	2
169	также и	3	2
170	в сфере	3	2
171	человека и	2	2
172	на самом	1	2
173	только потому	1	2
174	тем же	3	2
175	например в	3	2
176	бы ни	1	2
177	как я	1	2
178	то это	2	2
179	зависимости от	1	2
180	не кончается	1	2
181	говоря уже	2	2
182	во всех	1	2
183	что предмет	1	2
184	что я	2	2
185	в общем	1	2
186	очевидно что	1	2
187	и я	6	2
188	в акте	1	2
189	как в	5	2
190	более и	1	2
191	и нет	2	2
192	перед нами	1	2
193	но в	3	2
194	в противоположность	1	2
195	еще на	1	2
196	в которой	1	2
197	так или	8	2
198	все эти	2	2
199	не как	4	2
200	силу своей	3	2
201	на этом	2	2
202	но все	1	2
203	в каждом	1	2
204	на всю	1	2
205	в мире	2	2
206	об этой	1	2
207	говорил что	1	2
208	не умеет	1	2
209	в жизни	6	2
210	только лишь	1	2
211	бытие и	1	2
212	с тем	1	2
213	несмотря на	3	2
214	во время	1	2
215	в их	3	2
216	жизни с	2	2
217	в зависимости	1	2
218	тем не	2	2
219	в становлении	1	2
