N	3gram	Bakhtin_Fr_6	Literetu
1	в том что	2	11
2	то же время	5	5
3	в то же	5	5
4	в данном случае	2	4
5	не только в	1	4
6	в связи с	1	4
7	и прежде всего	2	3
8	дело в том	1	2
9	по отношению к	1	2
10	с точки зрения	2	2
11	в этом отношении	3	2
12	из того что	1	2
13	и то что	2	2
14	с одной стороны	4	2
15	о том что	5	2
16	в другом месте	4	1
17	между этими тремя	1	1
18	одним и тем	1	1
19	с внешним миром	1	1
20	в этом своем	1	1
21	том что он	1	1
22	и как раз	1	1
23	в одной из	1	1
24	и не только	1	1
25	как это было	1	1
26	в зависимости от	1	1
27	в первой главе	1	1
28	лишь тогда когда	1	1
29	между тем как	1	1
30	и в литературе	2	1
31	он не мог	1	1
32	в лучшем случае	1	1
33	то в чем	1	1
34	в значительной степени	1	1
35	и тем же	1	1
36	но в то	1	1
37	в самом деле	4	1
38	в xix веке	1	1
39	а также и	2	1
40	как один из	2	1
41	в сущности только	1	1
42	а с другой	1	1
43	а не как	1	1
44	в целом ряде	1	1
45	с другой стороны	2	1
46	не может быть	1	1
47	тем более не	1	1
48	только то что	1	1
49	к себе в	1	1
50	во внешнем мире	1	1
51	и того же	1	1
52	до сих пор	3	1
53	но все же	1	1
54	одного и того	1	1
55	в большинстве случаев	4	1
56	то есть от	1	1
