N	2gram	Vygotskiy__3	KFilosof
1	может быть	19	43
2	в его	5	39
3	в нем	4	31
4	не может	7	27
5	и не	10	26
6	и в	38	22
7	в себе	4	21
8	в котором	6	21
9	для меня	1	20
10	не есть	1	19
11	и его	6	17
12	в ее	7	17
13	а не	7	17
14	только в	4	16
15	в этом	13	13
16	точки зрения	16	13
17	и это	8	12
18	но не	1	12
19	ни в	3	12
20	для него	2	12
21	все эти	4	11
22	в своей	5	11
23	не в	12	11
24	во всех	4	10
25	в своем	5	10
26	это не	1	10
27	с точки	9	10
28	от себя	1	10
29	все это	3	10
30	и есть	1	9
31	в их	1	9
32	в целом	4	9
33	для нее	1	9
34	но и	5	9
35	как бы	14	9
36	и для	4	9
37	и все	10	9
38	момент его	1	8
39	было бы	12	8
40	если бы	14	8
41	со стороны	2	8
42	не было	1	8
43	жизни и	1	8
44	то что	35	7
45	должен быть	3	7
46	на основе	1	7
47	в себя	1	7
48	и здесь	6	7
49	что и	4	7
50	конечно не	4	7
51	вовсе не	8	7
52	быть только	1	7
53	я не	5	6
54	момент в	1	6
55	отношение к	1	6
56	отнюдь не	2	6
57	и я	2	6
58	он не	6	6
59	смысл и	4	6
60	этот момент	1	6
61	и только	3	6
62	и действительно	2	6
63	совершенно не	5	6
64	уже не	2	6
65	и их	1	6
66	но это	3	6
67	в действительном	1	6
68	в том	25	6
69	мы имеем	1	5
70	но как	2	5
71	все же	8	5
72	но в	3	5
73	не только	12	5
74	то же	10	5
75	но все	1	5
76	его в	3	5
77	как и	8	5
78	должно быть	1	5
79	но эта	1	5
80	не имеет	6	5
81	никогда не	4	5
82	с ним	2	5
83	со всем	1	5
84	именно в	1	5
85	там где	6	5
86	в основе	3	5
87	хотя бы	2	5
88	ко всему	1	5
89	и момент	1	4
90	в чем	1	4
91	при этом	4	4
92	не как	1	4
93	здесь мы	4	4
94	бы быть	1	4
95	места в	2	4
96	место в	3	4
97	тем самым	1	4
98	к ним	3	4
99	не по	1	4
100	между тем	7	4
101	могло бы	2	4
102	нисколько не	1	4
103	в одном	8	4
104	том что	14	4
105	для нас	8	4
106	а в	7	4
107	только как	1	4
108	что в	20	4
109	в своих	4	4
110	самом деле	21	3
111	на самом	2	3
112	из его	1	3
113	должна быть	5	3
114	для которого	1	3
115	и этот	3	3
116	мы не	5	3
117	что это	10	3
118	в ней	15	3
119	еще не	1	3
120	и на	6	3
121	не могу	2	3
122	но конечно	1	3
123	нет и	1	3
124	независимо от	1	3
125	ясно и	2	3
126	к чему	6	3
127	бы не	3	3
128	теории и	1	3
129	всех этих	2	3
130	для того	8	3
131	и совершенно	4	3
132	в корне	1	3
133	из него	4	3
134	ее жизни	1	3
135	могла бы	3	3
136	в другом	5	3
137	когда я	1	3
138	что этот	4	3
139	где он	3	3
140	ничего не	2	3
141	в час	1	3
142	здесь не	3	3
143	ясно что	6	3
144	здесь нет	1	3
145	в виду	4	3
146	о том	6	3
147	не имеем	1	3
148	того или	1	3
149	положения и	1	3
150	ним и	1	3
151	того что	4	3
152	быть и	1	3
153	и тем	3	3
154	был бы	3	3
155	тем что	3	3
156	что не	3	3
157	до конца	2	3
158	ближе к	1	3
159	в момент	1	3
160	вступает в	1	3
161	по своему	4	3
162	смысл в	1	3
163	единственным и	1	3
164	от него	1	3
165	и ни	1	3
166	в свою	4	3
167	или иного	1	3
168	в то	3	3
169	себя как	2	2
170	чтобы не	1	2
171	не остается	1	2
172	и то	8	2
173	он может	2	2
174	это и	1	2
175	едва ли	3	2
176	есть на	1	2
177	нас важно	1	2
178	дан в	1	2
179	и конечно	3	2
180	с его	1	2
181	совсем не	3	2
182	в данном	2	2
183	один и	1	2
184	стал бы	1	2
185	как в	4	2
186	как к	2	2
187	и как	8	2
188	от этого	1	2
189	та же	3	2
190	под ним	1	2
191	думать что	2	2
192	в этой	13	2
193	для эстетического	1	2
194	нами в	2	2
195	и тот	1	2
196	было дано	1	2
197	имеем в	1	2
198	есть именно	2	2
199	из самого	1	2
200	в виде	2	2
201	так и	1	2
202	всех отношениях	1	2
203	не будет	1	2
204	смысла в	1	2
205	и может	2	2
206	конечно в	3	2
207	и мы	13	2
208	в жизни	1	2
209	кажется что	1	2
210	из нее	2	2
211	с тем	8	2
212	можно ли	1	2
213	где она	3	2
214	и эти	2	2
215	случае мы	1	2
216	тому что	6	2
217	что эта	4	2
218	и ясно	1	2
219	она могла	2	2
220	дело не	2	2
221	и отсюда	1	2
222	дело в	1	2
223	того чтобы	9	2
224	вытекает из	2	2
225	не потому	1	2
226	к себе	2	2
227	бы он	1	2
228	отказаться от	1	2
229	ничего общего	1	2
230	всей своей	1	2
231	и когда	5	2
232	это только	3	2
233	даны в	1	2
234	могут стать	1	2
235	может не	1	2
236	и та	2	2
237	и просто	1	2
238	основе своей	1	2
239	или как	1	2
240	и она	1	2
241	мысль и	1	2
242	что только	2	2
243	тот же	3	2
244	дело с	1	2
245	что он	11	2
246	вступить в	1	2
247	а с	2	2
248	именно на	1	2
249	со всеми	2	2
250	в качестве	2	2
251	мы получим	1	2
252	не из	1	2
253	и других	1	2
254	нее в	2	2
255	не о	1	2
256	были бы	3	2
257	ли это	2	2
258	будет ли	1	2
259	для этого	2	2
260	себя и	1	2
261	он и	1	2
262	если не	1	2
263	для этой	1	2
264	бы оно	1	2
265	и потому	1	2
266	разве не	2	2
267	что за	2	2
268	это есть	2	2
269	быть не	2	2
270	и смерти	1	2
271	этого слова	2	2
272	все остальные	1	2
273	человек и	1	2
274	еще более	1	2
275	и смысл	1	2
276	потому что	14	2
277	отношении к	1	2
278	его к	2	2
279	котором я	3	2
280	и эта	1	2
281	к этому	3	2
282	не зависит	1	1
283	о каких	1	1
284	в движение	1	1
285	бы для	2	1
286	показать что	7	1
287	пример пояснит	1	1
288	и до	1	1
289	что эти	4	1
290	не имеют	2	1
291	в зависимости	1	1
292	отношения к	2	1
293	мы уже	7	1
294	той же	2	1
295	их и	1	1
296	из всех	3	1
297	которую я	1	1
298	но никто	1	1
299	это что	1	1
300	бы что	1	1
301	что уже	1	1
302	он как	1	1
303	звучит для	1	1
304	оба эти	3	1
305	совпадает с	2	1
306	котором не	1	1
307	и ее	2	1
308	гибели и	5	1
309	и он	1	1
310	быть понято	1	1
311	мысли и	1	1
312	столь же	2	1
313	и краткость	1	1
314	как если	3	1
315	мы будем	1	1
316	с собою	1	1
317	не просто	2	1
318	красота и	1	1
319	я только	1	1
320	определяется не	1	1
321	в истории	2	1
322	с этим	8	1
323	относятся к	1	1
324	хотя и	1	1
325	бы я	1	1
326	и наконец	2	1
327	представлен как	1	1
328	и к	3	1
329	в действительности	1	1
330	в первом	1	1
331	поэтому он	1	1
332	в самом	25	1
333	в которой	5	1
334	это утверждение	1	1
335	ни один	1	1
336	как действительный	2	1
337	это единственная	1	1
338	в известном	1	1
339	ее как	1	1
340	на то	16	1
341	если он	4	1
342	эту мысль	1	1
343	на его	1	1
344	что она	16	1
345	не следует	1	1
346	главным образом	3	1
347	по самому	2	1
348	сказать в	1	1
349	всех остальных	2	1
350	все другие	2	1
351	с нашим	1	1
352	не к	3	1
353	образом и	2	1
354	их в	2	1
355	быть представлен	1	1
356	и по	2	1
357	на этом	5	1
358	все с	1	1
359	этом последнем	1	1
360	с соответствующим	1	1
361	а затем	1	1
362	том случае	1	1
363	и с	1	1
364	имеет с	1	1
365	то есть	15	1
366	предположение что	1	1
367	это было	1	1
368	то все	1	1
369	не совпадает	2	1
370	я для	1	1
371	всю свою	1	1
372	должен был	2	1
373	и рядом	1	1
374	бы совершенно	6	1
375	все равно	1	1
376	нашего исследования	1	1
377	а за	1	1
378	и уже	2	1
379	одна и	1	1
380	несмотря на	5	1
381	и было	1	1
382	такой же	2	1
383	в один	3	1
384	не мог	4	1
385	каждый свой	1	1
386	мысли что	1	1
387	в этих	2	1
388	от своего	2	1
389	и тут	1	1
390	в тупом	1	1
391	заключать в	1	1
392	как все	2	1
393	не единственным	1	1
394	всяком случае	2	1
395	станет для	1	1
396	то для	1	1
397	она в	3	1
398	мы найдем	2	1
399	не от	1	1
400	признать что	2	1
401	однако он	1	1
402	совершенно иначе	2	1
403	но он	2	1
404	факт то	1	1
405	есть еще	1	1
406	оказалось бы	1	1
407	тогда оказалось	1	1
408	и очень	2	1
409	нет никакого	2	1
410	с которой	1	1
411	она не	6	1
412	как о	1	1
413	мысли в	1	1
414	одна из	4	1
415	здесь на	1	1
416	так чтобы	1	1
417	и имеет	1	1
418	из их	1	1
419	но только	8	1
420	не могло	1	1
421	действие но	1	1
422	а тот	1	1
423	только не	1	1
424	возможно и	1	1
425	мысль совершенно	1	1
426	находятся в	2	1
427	в противоречие	2	1
428	между прочим	1	1
429	не вытекает	1	1
430	это слово	1	1
431	мире и	1	1
432	к этим	1	1
433	следует из	1	1
434	следует что	2	1
435	не является	1	1
436	быть к	1	1
437	у меня	1	1
438	к таким	1	1
439	ни о	1	1
440	в трагедии	1	1
441	которых он	1	1
442	лежащий в	1	1
443	есть только	2	1
444	во все	1	1
445	и другой	1	1
446	и такие	1	1
447	и всех	1	1
448	конца в	1	1
449	зависимости от	1	1
450	отличается от	1	1
451	всего в	1	1
452	к тому	6	1
453	любит и	1	1
454	для психолога	1	1
455	имеет место	2	1
456	всегда в	1	1
457	этой своей	1	1
458	аналогию с	1	1
459	если мы	6	1
460	и о	3	1
461	совершенно правильно	1	1
462	с ее	2	1
463	что все	3	1
464	как не	1	1
465	свою очередь	2	1
466	но при	1	1
467	всего этого	2	1
468	характер и	1	1
469	бы действительно	2	1
470	мысль о	1	1
471	можно сделать	1	1
472	уже с	1	1
473	но мы	2	1
474	не за	1	1
475	его определение	1	1
476	не с	1	1
477	мог бы	1	1
478	и каждый	1	1
479	как таковую	1	1
480	подойти к	1	1
481	остается только	1	1
482	и даже	4	1
483	действительность и	3	1
484	эта действительность	1	1
485	все дело	1	1
486	каждый раз	1	1
487	при такой	2	1
488	факте и	1	1
489	второй половине	1	1
490	к действительности	1	1
491	можно сказать	1	1
492	ни на	1	1
493	и во	2	1
