N	2gram	Bakhtin_Pr_3	VeschiIm
1	т е	12	42
2	не может	19	33
3	не только	10	31
4	может быть	19	29
5	и не	29	28
6	и в	34	26
7	то что	11	24
8	и т	8	21
9	т д	2	20
10	а не	9	20
11	не просто	1	18
12	есть только	3	17
13	что я	15	16
14	только в	6	14
15	по себе	3	13
16	и что	5	13
17	того что	5	13
18	и то	3	12
19	все же	7	12
20	в себя	1	12
21	что это	5	12
22	было бы	2	12
23	и ее	2	12
24	но и	12	12
25	сказать что	2	12
26	а и	1	11
27	таким образом	5	11
28	общения с	1	11
29	что же	8	11
30	и больше	1	10
31	то же	14	10
32	есть нечто	1	10
33	в ней	3	10
34	как бы	27	10
35	что такое	2	10
36	потому что	12	10
37	уже не	2	10
38	бы то	4	9
39	в самом	8	9
40	то ни	4	9
41	и с	15	9
42	больше ничего	1	9
43	в том	3	9
44	что не	7	9
45	еще и	1	9
46	прежде всего	15	9
47	ни было	4	9
48	с ее	3	8
49	в себе	6	8
50	на то	1	8
51	и это	4	8
52	ничего не	4	8
53	себя и	8	8
54	она есть	1	8
55	но это	4	8
56	также и	1	7
57	говорить о	3	7
58	в этом	16	7
59	его в	4	7
60	с другими	4	7
61	том что	3	7
62	в то	12	7
63	со своим	1	7
64	ли это	2	7
65	что оно	2	7
66	как с	1	7
67	д и	1	7
68	себя в	1	7
69	и их	1	7
70	так как	4	7
71	как раз	4	7
72	и пр	1	7
73	если оно	1	7
74	с собою	6	6
75	что они	6	6
76	и как	3	6
77	но в	16	6
78	бы и	4	6
79	одно и	1	6
80	точки зрения	8	6
81	по крайней	3	6
82	с ним	8	6
83	она не	1	6
84	отличается от	2	6
85	можно было	1	6
86	ясно что	1	6
87	должно быть	3	6
88	и только	2	6
89	крайней мере	3	6
90	так что	5	6
91	для него	13	6
92	но что	1	6
93	когда мы	1	6
94	жизни и	3	6
95	что в	7	6
96	того же	2	5
97	это и	2	5
98	и до	1	5
99	ведь и	3	5
100	и тут	2	5
101	в сущности	11	5
102	на себя	1	5
103	в чем	5	5
104	но не	4	5
105	отнюдь не	2	5
106	чем же	1	5
107	как к	4	5
108	же это	1	5
109	вообще не	2	5
110	что тут	1	5
111	это не	5	5
112	с тем	5	5
113	не в	9	5
114	тем не	2	5
115	в отношении	9	5
116	не менее	3	5
117	одна из	1	5
118	для себя	6	5
119	свою очередь	1	5
120	в ее	3	5
121	тут мы	1	5
122	если бы	4	5
123	для этого	3	5
124	еще не	4	5
125	или не	1	5
126	ни на	1	5
127	с этой	2	5
128	и для	8	5
129	а в	5	5
130	в свою	1	5
131	я понимаю	1	4
132	так чтобы	3	4
133	я не	7	4
134	как я	3	4
135	то это	1	4
136	в их	1	4
137	во всех	2	4
138	нет и	3	4
139	независимо от	1	4
140	с этим	2	4
141	в своем	2	4
142	есть ее	1	4
143	ведь не	1	4
144	тут не	3	4
145	же не	2	4
146	и мы	1	4
147	как и	18	4
148	что значит	2	4
149	с точки	4	4
150	и более	1	4
151	слово и	1	4
152	же время	12	4
