N	2gram	Medvedev_F_1	Dialekti
1	не есть	2	40
2	и не	20	30
3	по себе	5	25
4	т е	34	25
5	и т	12	21
6	т д	8	19
7	и в	24	18
8	точки зрения	16	17
9	ничего не	2	17
10	может быть	14	17
11	и есть	1	16
12	в нем	14	16
13	ни в	2	15
14	не имеет	1	15
15	так что	1	15
16	потому что	1	14
17	значит что	1	14
18	а не	10	14
19	не только	7	13
20	и даже	3	13
21	то что	8	13
22	что в	4	13
23	в этом	15	12
24	было бы	6	12
25	с точки	13	12
26	если бы	4	12
27	и что	2	12
28	не может	16	12
29	в мифе	1	12
30	учение о	4	11
31	в себе	3	11
32	что он	3	11
33	так как	1	11
34	как бы	6	11
35	это значит	1	11
36	все это	9	11
37	то же	10	10
38	наука не	1	10
39	несмотря на	1	10
40	что такое	2	10
41	прежде всего	22	10
42	сказать что	1	10
43	отнюдь не	6	9
44	так и	18	9
45	это не	2	9
46	том что	1	9
47	никогда не	4	9
48	в том	6	9
49	сама по	2	8
50	ясно что	3	8
51	но это	3	8
52	к нему	1	8
53	совершенно не	1	8
54	также и	1	7
55	и как	3	7
56	то в	1	7
57	что не	1	7
58	как она	3	7
59	вовсе не	10	7
60	но и	7	7
61	его не	2	6
62	хотя бы	5	6
63	в чем	1	6
64	но в	5	6
65	с другой	5	6
66	и вот	2	6
67	не в	8	6
68	она не	6	6
69	в то	9	6
70	с ним	2	6
71	можно сказать	1	6
72	не было	3	6
73	ни на	3	6
74	и ни	1	6
75	говорить о	1	5
76	отношение к	3	5
77	общего с	1	5
78	в своем	11	5
79	все же	3	5
80	себе не	1	5
81	на то	1	5
82	и с	8	5
83	что оно	1	5
84	в этих	1	5
85	в отношении	3	5
86	есть только	1	5
87	не с	2	5
88	в особенности	3	5
89	и пр	17	5
90	она есть	2	5
91	есть и	1	5
92	а в	6	5
93	это и	3	4
94	даже просто	1	4
95	как он	1	4
96	образ и	1	4
97	но лишь	1	4
98	как таковой	6	4
99	нисколько не	2	4
100	смысл и	1	4
101	и более	2	4
102	на всю	2	4
103	и притом	1	4
104	только и	4	4
105	же время	8	4
106	не о	3	4
107	к ней	2	4
108	к тому	3	4
109	ничего общего	1	4
110	как мы	5	4
111	быть и	4	4
112	мы видим	1	4
113	но не	3	4
114	не мешает	1	4
115	в котором	1	4
116	как раз	2	4
117	как это	6	4
118	хотя и	1	4
119	или другой	1	4
120	так же	4	4
121	может и	2	4
122	другой стороны	1	4
123	во всяком	4	4
124	отношения к	6	3
125	самом деле	6	3
126	что смысл	1	3
127	должна быть	7	3
128	действительности и	3	3
129	учение об	1	3
130	в ней	10	3
131	на самом	7	3
132	а только	2	3
133	если в	1	3
134	или иное	1	3
135	что они	1	3
136	если она	1	3
137	стороны и	4	3
138	более или	6	3
139	конечно не	4	3
140	от этого	2	3
141	но эта	2	3
142	в самом	5	3
143	та же	1	3
144	он не	3	3
145	всех этих	3	3
146	не значит	1	3
147	но все	2	3
148	этом смысле	1	3
149	в них	3	3
150	должно быть	11	3
151	или менее	6	3
152	в их	11	3
153	друг другу	1	3
154	и почти	1	3
155	тому что	1	3
156	в основе	3	3
157	но только	1	3
158	та или	1	3
159	в науке	2	3
160	или иная	1	3
161	а лишь	2	3
162	в сознании	1	3
163	только с	1	3
164	уже и	1	3
165	могут быть	1	3
166	и всех	1	3
167	его с	2	3
168	и о	1	3
169	сознания и	1	3
170	жизнь и	3	3
171	чтобы понять	1	3
172	что и	2	3
173	один из	3	3
174	только в	2	3
175	очень много	1	3
176	только на	5	3
177	но что	1	3
178	даже и	2	3
179	или иной	1	3
180	даже не	1	3
181	и из	1	3
182	что для	1	3
183	ничем не	3	3
184	и потому	9	3
185	в данном	1	3
186	относиться к	1	3
187	что же	1	3
188	в его	23	3
189	тех или	1	3
190	не является	1	3
191	и все	6	3
192	у них	3	3
193	бы в	3	3
194	еще более	1	3
195	и смысл	1	3
196	дана в	2	3
197	только что	1	3
198	отношении к	2	3
199	была бы	2	3
200	религии и	1	3
201	жизни и	7	3
202	думать что	3	3
203	можно говорить	1	2
204	мы замечаем	1	2
205	же как	2	2
206	чтобы не	2	2
207	от всякой	2	2
208	и состоит	1	2
209	что если	1	2
210	вопрос о	2	2
211	почти все	1	2
212	мы и	1	2
213	как один	1	2
214	как таковая	1	2
215	но конечно	1	2
216	из этих	1	2
217	точка зрения	2	2
218	и всякий	2	2
219	с этим	2	2
220	что как	1	2
221	этой стороны	1	2
222	что касается	1	2
223	творчества как	1	2
224	о самом	1	2
225	бы и	1	2
226	мы получаем	1	2
227	не был	1	2
228	все эти	6	2
229	сам является	1	2
230	в виде	1	2
231	не как	4	2
232	на этом	1	2
233	которое как	1	2
234	это конечно	1	2
235	в каждом	3	2
236	могла бы	2	2
237	и философии	1	2
238	и может	4	2
239	в мире	4	2
240	с другими	4	2
241	но уже	1	2
242	с этой	4	2
243	как и	11	2
244	до сих	6	2
245	и тогда	1	2
246	со всей	3	2
247	в своей	11	2
248	нас не	2	2
249	можно найти	1	2
250	всяком случае	4	2
251	почти не	2	2
252	во всем	2	2
253	для всякого	2	2
254	и от	7	2
255	ни было	2	2
256	вещей и	3	2
257	не должна	7	2
258	для нее	1	2
259	можно указать	1	2
260	не знает	1	2
261	раз и	2	2
262	не менее	11	2
263	иной раз	1	2
264	как о	4	2
265	мысли в	2	2
266	не лучше	1	2
267	учения о	2	2
268	и является	2	2
269	же он	1	2
270	и эта	1	2
271	этом отношении	1	2
272	о науке	1	2
273	отличается от	3	2
274	и это	2	2
275	сторону и	1	2
276	другими словами	1	2
277	как с	2	2
278	в другом	1	2
279	мог бы	1	2
280	или на	2	2
281	по сравнению	1	2
282	них есть	1	2
283	для этого	4	2
284	взяться за	1	2
285	эти два	1	2
286	вслед за	1	2
287	в него	2	2
288	того что	5	2
289	эти последние	1	2
290	в современной	1	2
291	мы увидим	4	2
292	с одной	4	2
293	уже не	2	2
294	если мы	2	2
295	из них	1	2
296	но есть	2	2
297	для него	3	2
298	и их	10	2
299	никто не	1	2
300	т п	4	2
301	иначе не	1	2
