N	3gram	Bakhtin_Pr_3	VerxiiNi
1	с точки зрения	2	6
2	во всяком случае	1	6
3	более или менее	3	5
4	в том числе	11	5
5	до сих пор	5	5
6	по крайней мере	1	5
7	о том что	2	4
8	том числе и	10	4
9	так или иначе	1	3
10	в конце концов	1	3
11	в связи с	1	3
12	верхом и низом	1	3
13	тем не менее	2	3
14	в том что	3	3
15	то же самое	1	2
16	сих пор еще	2	2
17	в этом отношении	1	2
18	и для того	1	2
19	может быть даже	1	2
20	может быть и	2	2
21	по сравнению с	4	2
22	так и от	1	2
23	то же время	5	2
24	с самого начала	3	2
25	той или иной	1	2
26	можно сказать что	4	2
27	в то же	5	2
28	в так называемой	1	1
29	духе и в	1	1
30	которые по своему	1	1
31	а между тем	2	1
32	в широком смысле	1	1
33	сказать что в	1	1
34	состоит в том	1	1
35	мысли о самоубийстве	1	1
36	по отношению к	1	1
37	в котором он	1	1
38	в соответствии с	2	1
39	в эту эпоху	1	1
40	в области народной	1	1
41	и в то	2	1
42	пор еще недостаточно	2	1
43	мире и на	1	1
44	а вместе с	1	1
45	к мысли о	1	1
46	во всей своей	1	1
47	между человеком и	1	1
48	их отношение к	1	1
49	его жизнь в	1	1
50	весьма вероятно что	1	1
51	но в то	1	1
52	и продолжают жить	1	1
53	смысле этого слова	1	1
54	рождение и смерть	1	1
55	но при этом	1	1
56	в отличие от	1	1
57	с ней и	1	1
58	с нашей точки	1	1
59	все более и	1	1
60	мы уже говорили	2	1
61	тем или иным	1	1
62	друг к другу	1	1
63	что касается до	1	1
64	с другой стороны	1	1
65	мы видели что	2	1
66	один и тот	1	1
67	уже в эпоху	1	1
68	не может быть	1	1
69	связанные с ним	1	1
70	но тем не	1	1
71	так и в	2	1
72	во всех других	2	1
73	и никогда не	1	1
74	широком смысле этого	1	1
75	более и более	1	1
76	нашей точки зрения	1	1
77	и по своим	1	1
78	том что все	1	1
79	со всем и	1	1
80	после того как	1	1
81	мы видим что	1	1
82	атмосферу в которой	1	1
83	именно потому что	1	1
84	и тот же	1	1
