N	2gram	Propp_Isto_3	OGranits
1	и в	22	13
2	и его	4	12
3	прежде всего	3	9
4	может быть	11	8
5	не может	4	8
6	и не	12	8
7	в его	3	7
8	и их	1	7
9	и пр	11	7
10	точки зрения	2	7
11	только в	4	6
12	как бы	1	6
13	не только	14	6
14	то что	7	6
15	мы должны	7	6
16	таким образом	10	6
17	все же	5	5
18	с точки	1	5
19	хотя бы	1	5
20	и эта	1	5
21	мы не	1	4
22	тех пор	1	4
23	на фоне	1	4
24	но в	10	4
25	мы можем	6	4
26	то же	6	4
27	в своей	1	4
28	было бы	3	4
29	все это	1	4
30	связана с	3	3
31	и то	2	3
32	в ее	1	3
33	самом деле	1	3
34	в пределах	4	3
35	так и	2	3
36	по отношению	2	3
37	только путем	1	3
38	тела и	1	3
39	общего с	1	3
40	с этим	8	3
41	ни один	2	3
42	не как	1	3
43	в одном	2	3
44	так как	7	3
45	здесь мы	5	3
46	но и	12	3
47	как и	3	3
48	и уже	2	3
49	что же	1	3
50	не в	4	3
51	да и	2	3
52	но для	1	3
53	и для	2	3
54	никогда не	3	3
55	и все	3	3
56	превращается в	3	3
57	отношению к	2	3
58	что в	15	3
59	поставить вопрос	2	3
60	ничего общего	1	3
61	и др	2	2
62	данном случае	3	2
63	роль в	2	2
64	и этот	1	2
65	мы уже	6	2
66	есть не	1	2
67	не исчерпывается	1	2
68	если бы	6	2
69	и делают	1	2
70	что иное	3	2
71	иное как	3	2
72	не что	3	2
73	с самого	1	2
74	и должно	1	2
75	в ней	2	2
76	ее в	3	2
77	а также	2	2
78	в чем	3	2
79	мы понимаем	1	2
80	между тем	2	2
81	что они	8	2
82	к сожалению	1	2
83	чем же	1	2
84	его на	2	2
85	как в	2	2
86	в данном	4	2
87	в этом	17	2
88	в том	9	2
89	мы видим	8	2
90	тот же	1	2
91	с ними	3	2
92	в этот	2	2
93	в целом	3	2
94	и тем	1	2
95	все эти	4	2
96	с одной	2	2
97	уже в	1	2
98	в нем	9	2
99	при этом	2	2
100	в другом	2	2
101	вовсе не	2	2
102	эта динамика	1	2
103	тем что	4	2
104	в них	6	2
105	связанных с	2	2
106	с другой	7	2
107	а как	1	2
108	входит в	1	2
109	она является	1	2
110	одной стороны	2	2
111	соответствии с	1	2
112	а не	6	2
113	другой стороны	7	2
114	в руках	1	2
115	там где	7	2
116	не мог	2	2
117	в связи	3	2
118	этот материал	1	2
119	том что	8	2
120	и ее	3	2
121	так же	3	2
122	но такое	1	2
123	своего рода	1	2
124	в течение	6	2
125	в тех	2	2
126	с этой	1	2
127	не менее	5	2
128	самого начала	1	2
129	не имеет	2	2
130	в книге	1	2
131	функцию в	1	2
132	от всех	1	2
133	во всем	1	2
134	а в	6	2
135	нет ничего	2	2
136	героя и	1	2
137	и к	3	2
138	могут быть	5	2
139	к тому	3	2
140	обычно в	1	1
141	объясняется что	1	1
142	и это	2	1
143	необходимо изучить	1	1
144	одним из	4	1
145	также и	1	1
146	же как	2	1
147	человека и	1	1
148	и через	1	1
149	на нем	1	1
150	в некоторых	5	1
151	но далеко	1	1
152	это и	1	1
153	жили и	1	1
154	но тем	2	1
155	и есть	2	1
156	здесь и	2	1
157	в себя	1	1
158	ту же	2	1
159	и до	1	1
160	не имеют	2	1
161	на том	3	1
162	в образе	1	1
163	можно было	1	1
164	в несколько	1	1
165	отсюда и	1	1
166	возразить что	2	1
167	что изучение	1	1
168	мы имеем	19	1
169	или их	1	1
170	к тем	1	1
171	и о	2	1
172	вопрос о	2	1
173	на место	1	1
174	и всякого	1	1
175	для этого	1	1
176	по себе	1	1
177	по мере	1	1
178	исследования в	1	1
179	как выражение	1	1
180	но такая	1	1
181	его за	1	1
182	связанное с	2	1
183	на себя	2	1
184	с ее	1	1
185	из того	2	1
186	то это	2	1
187	не совсем	3	1
188	видели как	3	1
189	в мире	1	1
190	и он	2	1
191	с большим	5	1
192	другими словами	1	1
193	и что	2	1
194	почему же	1	1
195	еще не	10	1
196	эту связь	1	1
197	столь же	1	1
198	форма как	1	1
199	времени в	1	1
200	в различных	1	1
201	тем как	1	1
202	то мы	2	1
203	к нему	5	1
204	на самом	2	1
205	но не	7	1
206	придется остановиться	1	1
207	с момента	1	1
208	мысль что	1	1
209	чертой этой	1	1
210	что данное	1	1
211	отношение к	4	1
212	тут же	1	1
213	нет и	1	1
214	в другой	4	1
215	материал который	1	1
216	на то	1	1
217	детей и	3	1
218	в описании	1	1
219	в одной	3	1
220	для создания	1	1
221	в своем	2	1
222	как из	1	1
223	один из	5	1
224	они хотят	1	1
225	тех случаях	1	1
226	и как	3	1
227	не хотят	1	1
228	еще тем	1	1
229	его к	1	1
230	одной из	1	1
231	этот вопрос	2	1
232	что он	9	1
233	который в	1	1
234	со всеми	1	1
235	так в	6	1
236	ни одна	1	1
237	в этой	5	1
238	остановиться на	1	1
239	в дальнейшем	4	1
240	и тот	1	1
241	с одним	2	1
242	конечно не	1	1
243	можно установить	5	1
244	не пытается	1	1
245	не можем	1	1
246	и у	3	1
247	только на	2	1
248	если он	2	1
249	себя и	1	1
250	в нашей	1	1
251	что она	5	1
252	или даже	1	1
253	на эту	1	1
254	его и	4	1
255	превращаются в	1	1
256	уже видели	3	1
257	одно из	1	1
258	никто не	2	1
259	состоит в	3	1
260	в виде	2	1
261	он весь	1	1
262	и один	2	1
263	и должна	1	1
264	только с	1	1
265	из него	1	1
266	еще одну	2	1
267	подобно тому	1	1
268	на этом	4	1
269	говорит следующее	1	1
270	этим же	2	1
271	имеется еще	1	1
272	и вместе	1	1
273	ее на	1	1
274	это конечно	1	1
275	положения что	1	1
276	же не	2	1
277	на всю	1	1
278	в особенности	2	1
279	может возникнуть	1	1
280	бы быть	1	1
281	на все	2	1
282	мы это	1	1
283	не нашел	1	1
284	и здесь	7	1
285	его в	3	1
286	материала к	1	1
287	и дает	1	1
288	заключается в	1	1
289	этой таинственной	1	1
290	он все	3	1
291	лежит в	1	1
292	и находит	1	1
293	что мы	1	1
294	только к	1	1
295	только одно	1	1
296	к более	2	1
297	этом мы	1	1
298	для них	3	1
299	образом мы	2	1
300	и во-вторых	1	1
301	не было	2	1
302	она и	1	1
303	а на	1	1
304	которые не	1	1
305	все равно	3	1
306	далеко не	3	1
307	не всегда	4	1
308	которой он	1	1
309	он и	3	1
310	и вне	1	1
311	все время	2	1
312	долгое время	1	1
313	отнюдь не	1	1
314	с миром	2	1
315	выйти за	2	1
316	такой же	2	1
317	если не	2	1
318	связаны между	1	1
319	есть одно	1	1
320	вступает в	3	1
321	связь с	6	1
322	но если	1	1
323	себе в	2	1
324	художественного творчества	1	1
325	но там	1	1
326	в такой	1	1
327	как это	4	1
328	теперь к	2	1
329	однако этот	1	1
330	преемственности на	1	1
331	представление о	3	1
332	и столь	1	1
333	в которых	2	1
334	бы что	1	1
335	существует но	1	1
336	к этому	7	1
337	человеческого тела	1	1
338	несомненно что	2	1
339	должно было	2	1
340	составить предмет	1	1
341	тому как	1	1
342	и вот	2	1
343	для данного	1	1
344	объединены в	1	1
345	и там	4	1
346	вне этой	1	1
347	тем не	5	1
348	такие явления	1	1
349	и более	2	1
350	их в	3	1
351	отношения не	2	1
352	и наоборот	1	1
353	только одного	1	1
354	не создает	1	1
355	этого слова	1	1
356	что такое	1	1
357	только то	1	1
358	быть и	3	1
359	вплоть до	1	1
360	но это	3	1
361	в начале	1	1
362	к двум	1	1
363	одну особенность	1	1
364	в то	2	1
365	одна из	2	1
366	от матери	1	1
367	здесь рассматривать	1	1
368	случаях когда	1	1
369	на самый	1	1
370	уже на	1	1
371	в самых	2	1
372	при таком	1	1
373	не существует	1	1
374	отношений и	1	1
375	в разных	1	1
376	в указанных	1	1
377	и становится	1	1
378	внутри которых	1	1
379	или в	11	1
380	этой системы	2	1
381	того как	1	1
382	свою историческую	1	1
383	именно с	1	1
384	находятся в	1	1
385	то не	2	1
386	от него	2	1
387	потому что	3	1
388	связи с	6	1
389	наконец его	1	1
390	до того	1	1
391	не вполне	6	1
392	об этом	1	1
393	не знает	1	1
394	сказать что	3	1
395	речи и	1	1
396	равно как	3	1
397	мы здесь	4	1
398	но когда	1	1
399	не входит	1	1
400	во все	2	1
401	на очень	2	1
402	указать на	2	1
403	вместе с	9	1
404	только они	1	1
405	этому не	1	1
406	правда все	1	1
407	например в	2	1
408	заставить нас	1	1
409	него а	1	1
410	что при	1	1
411	им и	1	1
412	этой точки	1	1
413	они не	4	1
