N	4gram	Vinokur_Ku_2	Psycholo
1	до тех пор пока	1	2
2	в то время как	1	2
3	одной и той же	1	2
4	заключается в том что	1	2
5	и в самом деле	2	2
6	совершенно ясно что в	1	1
7	дело в том что	1	1
8	все дело в том	1	1
9	какой бы то ни	1	1
10	для того чтобы мы	1	1
11	свой смысл и свое	1	1
12	и то обстоятельство что	1	1
13	точно так же как	2	1
14	прежде всего тем что	1	1
15	в том или ином	1	1
16	не что иное как	1	1
17	состоящий в том что	1	1
18	но все дело в	1	1
19	по существу она не	1	1
20	с этой точки зрения	2	1
21	можно было бы сказать	1	1
22	бы то ни было	1	1
23	в то же время	3	1
24	самого по себе и	1	1
25	мы должны признать что	1	1
26	только для того чтобы	1	1
27	того чтобы мы могли	1	1
