N	3gram	Savitsky_P_1	Istorich
1	и т д	1	22
2	не может быть	1	7
3	более или менее	1	5
4	с другой стороны	1	5
5	в большинстве случаев	1	4
6	с одной стороны	3	4
7	в том что	4	4
8	друг с другом	1	3
9	мы не будем	1	3
10	но в отличие	1	2
11	но и в	2	2
12	вместе с тем	1	2
13	так же как	1	2
14	если бы мы	1	2
15	в отличие от	1	2
16	само по себе	1	2
17	он живет в	1	1
18	во всей широте	1	1
19	что в этом	1	1
20	нет никакого сомнения	1	1
21	и потому в	2	1
22	идет именно о	1	1
23	да и не	1	1
24	помнить что мы	1	1
25	в этом смысле	1	1
26	во многих случаях	1	1
27	одной стороны и	2	1
28	и в какой	1	1
29	в жизни народа	1	1
30	сами по себе	3	1
31	можно говорить о	1	1
32	за то что	1	1
33	именно потому что	1	1
34	и что делать	1	1
35	но в то	1	1
36	не только в	4	1
37	в историческом прошлом	1	1
38	не в том	1	1
39	друг друга на	1	1
40	никакого сомнения что	1	1
41	вслед за тем	1	1
42	до тех пор	1	1
43	мы знаем что	1	1
44	не более как	1	1
45	не входят в	1	1
46	прежде всего мы	1	1
47	и в этом	1	1
48	для того чтобы	1	1
49	что во всех	1	1
