N	2gram	Trubetskoy_1	Hudozhes
1	том что	19	16
2	и в	23	14
3	так и	10	13
4	не только	7	12
5	при этом	9	12
6	о том	7	12
7	в том	30	12
8	а не	1	12
9	в себе	5	11
10	в этом	12	11
11	прежде всего	3	11
12	в своей	1	10
13	для него	2	10
14	то же	4	9
15	как и	9	9
16	что он	7	9
17	в качестве	1	9
18	у него	5	9
19	по отношению	9	8
20	в этой	6	8
21	как в	1	8
22	то что	18	8
23	же время	2	8
24	ничего не	1	8
25	в его	5	8
26	между тем	12	8
27	отношению к	9	8
28	в то	6	8
29	еще не	5	7
30	тогда как	6	7
31	это не	3	7
32	не в	8	7
33	к тому	8	7
34	быть может	1	7
35	уже не	1	7
36	не случайно	1	7
37	именно в	5	7
38	не может	17	7
39	как бы	10	7
40	а в	3	7
41	в глазах	2	6
42	было бы	3	6
43	никогда не	4	6
44	жизни в	1	6
45	что в	8	6
46	самом деле	12	5
47	с его	1	5
48	перед нами	1	5
49	но в	4	5
50	точки зрения	13	5
51	не менее	7	5
52	и его	1	5
53	потому что	9	5
54	можно было	1	5
55	только в	6	5
56	по мнению	1	5
57	друг друга	2	5
58	может быть	16	5
59	но и	9	5
60	в частности	2	5
61	к жизни	1	5
62	в этих	3	5
63	жизни и	2	5
64	мы уже	4	4
65	в ней	3	4
66	столь же	5	4
67	а только	1	4
68	в центре	1	4
69	в своем	10	4
70	и к	5	4
71	то в	2	4
72	в самом	8	4
73	та же	3	4
74	на то	9	4
75	что она	1	4
76	он не	3	4
77	и с	5	4
78	несмотря на	6	4
79	тем не	4	4
80	тому что	2	4
81	с ним	6	4
82	она не	2	4
83	по своей	7	4
84	связи с	4	4
85	как будто	5	4
86	и это	3	4
87	того что	6	4
88	один из	1	4
89	из них	5	4
90	в конце	4	4
91	не было	2	4
92	и все	7	4
93	только что	3	4
94	и от	5	4
95	с точки	8	3
96	на тех	1	3
97	говорить о	2	3
98	в мире	6	3
99	и на	6	3
100	отнюдь не	2	3
101	как к	5	3
102	все же	13	3
103	в нем	3	3
104	и по	3	3
105	на этом	2	3
106	лишь в	5	3
107	его в	5	3
108	с этим	11	3
109	даже в	3	3
110	в своих	2	3
111	ничем не	4	3
112	такой же	2	3
113	все эти	19	3
114	из нас	1	3
115	та или	1	3
116	или иная	1	3
117	тем что	1	3
118	что при	6	3
119	для себя	2	3
120	как мы	2	3
121	того чтобы	8	3
122	приводит к	1	3
123	что у	2	3
124	если бы	8	3
125	но не	2	3
126	будто бы	1	3
127	и даже	1	3
128	со стороны	1	3
129	то и	2	3
130	в связи	3	3
131	по своему	5	3
132	и для	6	3
133	от него	3	3
134	или не	1	3
135	в равной	1	3
136	в таком	4	3
137	я и	1	2
