N	2gram	Medvedev_V_1	Istorich
1	и т	23	27
2	и в	26	26
3	т д	14	24
4	так же	3	18
5	т е	18	18
6	то что	6	16
7	не только	25	15
8	может быть	22	14
9	что в	10	14
10	же как	2	13
11	но и	10	12
12	так и	5	10
13	таким образом	31	10
14	показывает что	1	10
15	и его	6	10
16	что он	4	10
17	при помощи	3	10
18	все же	5	9
19	его в	3	9
20	что и	3	9
21	и не	19	9
22	то же	10	8
23	мы знаем	3	8
24	а в	3	8
25	мы имеем	3	7
26	в этом	26	7
27	он не	2	7
28	об этом	9	7
29	как и	7	7
30	в этих	1	7
31	во время	3	7
32	знаем что	2	7
33	их в	6	7
34	как в	1	7
35	в качестве	11	7
36	и то	1	6
37	еще не	2	6
38	что они	3	6
39	как он	2	6
40	мы видели	3	6
41	не всегда	1	6
42	могут быть	5	6
43	в дальнейшем	1	6
44	мы видим	1	6
45	потому что	1	6
46	а не	7	6
47	не может	17	6
48	вместе с	7	6
49	когда он	3	6
50	это и	6	5
51	то это	2	5
52	но не	2	5
53	и как	3	5
54	но в	2	5
55	уже не	1	5
56	в силу	11	5
57	и по	3	5
58	в другом	2	5
59	это не	7	5
60	не в	6	5
61	и у	2	5
62	как мы	1	5
63	и что	1	5
64	в его	14	5
65	с ними	4	5
66	в одном	4	5
67	у него	6	5
68	тем что	1	5
69	до сих	1	5
70	и др	9	5
71	из которых	2	5
72	сих пор	1	5
73	к этому	9	5
74	вопрос о	1	4
75	на себя	1	4
76	в которых	3	4
77	он в	1	4
78	но он	1	4
79	три года	2	4
80	в своей	4	4
81	что этот	1	4
82	даже в	5	4
83	того как	1	4
84	здесь не	1	4
85	о том	10	4
86	и даже	2	4
87	которых можно	1	4
88	вовсе не	3	4
89	с другой	11	4
90	а по	1	4
91	свете этих	1	4
92	другой стороны	8	4
93	например в	3	3
94	из этих	7	3
95	видели что	3	3
96	только тогда	1	3
97	относится к	2	3
98	перед нами	4	3
99	все эти	6	3
100	на то	1	3
101	и если	1	3
102	на его	1	3
103	что она	2	3
104	что у	2	3
105	что ни	2	3
106	а затем	2	3
107	том что	8	3
108	и при	5	3
109	по сравнению	1	3
110	как это	12	3
111	что эта	1	3
112	не имеет	1	3
113	на него	1	3
114	связи с	4	3
115	и он	2	3
116	она не	3	3
117	данном случае	1	3
118	это для	1	3
119	в образе	2	3
120	на вопрос	2	3
121	с того	1	3
122	а также	1	3
123	о природе	1	3
124	в том	15	3
125	только в	7	3
126	как нечто	1	3
127	переходит в	1	3
128	и других	1	3
129	а именно	1	3
130	у многих	1	3
131	в свете	1	3
132	о чем	2	3
133	что мы	2	3
134	в данном	1	3
135	сравнению с	1	3
136	как бы	5	3
137	по существу	3	3
138	или в	3	3
139	для нас	1	3
140	но это	1	3
141	только что	4	3
142	же в	6	3
143	е в	2	3
144	между ними	3	3
145	он всегда	1	3
146	к этой	1	3
147	и другие	1	3
148	на охоте	1	2
149	начинается с	1	2
150	он может	2	2
151	и есть	5	2
152	видеть в	2	2
153	по его	2	2
154	а как	2	2
155	связана с	2	2
156	собой в	1	2
157	за это	1	2
158	это видно	2	2
159	к ним	1	2
160	отношение к	1	2
161	в этой	4	2
162	в истории	1	2
163	с этим	3	2
164	вот как	4	2
165	в своем	8	2
166	хотя и	2	2
167	говорит что	1	2
168	конечно не	1	2
169	в целом	4	2
170	тут и	1	2
171	в себе	6	2
172	имеем в	1	2
173	в нем	6	2
174	фюстель де	1	2
175	его от	2	2
176	на этом	1	2
177	так например	2	2
178	главным образом	7	2
179	связанных с	1	2
180	с целью	1	2
181	лишь в	2	2
182	хотя бы	19	2
183	было бы	7	2
184	из них	9	2
185	при смерти	1	2
186	он же	5	2
187	ни одной	1	2
188	этого не	1	2
189	с тем	3	2
190	которой он	1	2
191	здесь можно	1	2
192	и их	3	2
193	знает и	1	2
194	можно вызвать	1	2
195	все это	10	2
196	и наоборот	1	2
197	по себе	2	2
198	что есть	1	2
199	не менее	2	2
200	в таких	1	2
201	можно указать	2	2
202	дело не	1	2
203	к этим	2	2
204	не по	2	2
205	не могло	1	2
206	это мы	3	2
207	помощи которой	1	2
