N	3gram	Vinokur_Ku_1	Literetu
1	в том что	15	11
2	так или иначе	2	8
3	состоит в том	3	5
4	в отличие от	1	5
5	то же время	2	5
6	в то же	2	5
7	не только в	1	4
8	в связи с	3	4
9	при этом в	1	3
10	по аналогии с	1	3
11	с этой точки	1	3
12	этой точки зрения	2	3
13	по отношению к	8	2
14	не говоря уже	1	2
15	с точки зрения	9	2
16	только в том	3	2
17	в этом отношении	5	2
18	для своего времени	1	2
19	в виду не	1	2
20	с одной стороны	1	2
21	культуры в целом	1	2
22	чуть ли не	2	2
23	во всяком случае	5	2
24	с легкой руки	1	2
25	о том что	5	2
26	и тем самым	1	2
27	тем не менее	4	2
28	том что не	1	1
29	это уже не	1	1
30	на том что	1	1
31	как например в	1	1
32	только потому что	6	1
33	казалось бы не	1	1
34	иметь в виду	1	1
35	на самом деле	2	1
36	говоря уже об	1	1
37	на то что	2	1
38	во многих случаях	1	1
39	в соответствии с	3	1
40	том что он	4	1
41	как раз и	1	1
42	так и не	1	1
43	имеется в виду	1	1
44	начале xix века	1	1
45	следующим образом если	1	1
46	на мой взгляд	2	1
47	в зависимости от	5	1
48	лишь тогда когда	1	1
49	между тем как	1	1
50	в наше время	1	1
51	к тому чтобы	1	1
52	можно было бы	3	1
53	все той же	1	1
54	в той мере	5	1
55	а то и	1	1
56	тот или иной	1	1
57	по крайней мере	5	1
58	того что они	2	1
59	в это время	1	1
60	тогда как в	1	1
61	в конечном итоге	1	1
62	которые могли бы	1	1
63	его тем самым	1	1
64	в самом деле	7	1
65	лишь в той	1	1
66	в начале xix	1	1
67	по большей части	2	1
68	а с другой	3	1
69	не в силах	1	1
70	исходит из того	1	1
71	хотя бы на	1	1
72	с другой стороны	6	1
73	не может быть	3	1
74	едва ли не	1	1
75	именно в том	2	1
76	ничего общего с	1	1
77	уже не просто	1	1
78	в свою очередь	3	1
79	далеко не всегда	1	1
80	и того же	2	1
81	до сих пор	4	1
82	альфа и омега	1	1
83	но все же	2	1
84	одного и того	2	1
85	тем более что	1	1
86	но не менее	1	1
87	в большинстве случаев	1	1
88	это еще не	1	1
89	тех или иных	1	1
90	устная и письменная	1	1
91	естественно не мог	1	1
92	сознания а не	1	1
