N	2gram	Potebnia_M_4	Formalny
1	и в	23	24
2	художественного произведения	1	23
3	в его	5	23
4	прежде всего	1	22
5	и не	18	20
6	так и	6	18
7	точки зрения	4	16
8	не может	11	16
9	в этом	23	15
10	в нем	7	14
11	может быть	26	14
12	таким образом	24	13
13	с точки	3	13
14	и т	7	12
15	в своем	8	11
16	как и	14	11
17	в своей	1	11
18	в их	1	11
19	не менее	5	11
20	должно быть	5	11
21	в ней	2	10
22	то же	14	10
23	вовсе не	7	10
24	настоящее время	1	10
25	и его	2	10
26	и их	3	10
27	а не	12	10
28	в настоящее	1	10
29	в то	4	9
30	в процессе	3	9
31	история литературы	1	9
32	и потому	10	9
33	все это	5	9
34	и на	3	8
35	как в	7	8
36	т д	3	8
37	и с	4	8
38	лишь в	3	8
39	не в	11	8
40	же время	3	8
41	в ее	2	8
42	именно в	3	8
43	то что	29	8
44	в свою	2	8
45	на самом	3	7
46	должна быть	1	7
47	не только	10	7
48	жизни и	1	7
49	в единстве	1	7
50	но и	11	7
51	еще не	3	6
52	самом деле	3	6
53	все эти	3	6
54	в этой	1	6
55	как бы	5	6
56	входит в	1	6
57	она не	2	6
58	свою очередь	1	6
59	на основе	1	6
60	в пределах	1	6
61	и здесь	2	6
62	до сих	4	6
63	в том	23	6
64	было бы	8	6
65	как это	1	6
66	художественное произведение	2	6
67	сих пор	4	6
68	и все	4	6
69	а в	5	6
70	бы ни	2	5
71	хотя бы	4	5
72	во всех	1	5
73	но в	8	5
74	в самом	3	5
75	при этом	15	5
76	по себе	11	5
77	не могло	1	5
78	и до	3	5
79	у нас	2	5
80	должны быть	3	5
81	как мы	2	5
82	непосредственно в	1	5
83	что бы	1	5
84	того что	14	5
85	только на	4	5
86	со стороны	3	5
87	с другой	2	5
88	и др	2	5
89	лишь как	1	5
90	в искусстве	3	5
91	художественных произведений	1	4
92	по отношению	10	4
93	в истории	4	4
94	независимо от	6	4
95	и к	6	4
96	в которой	6	4
97	главным образом	1	4
98	не как	2	4
99	не из	5	4
100	в мире	2	4
101	с другими	4	4
102	и может	4	4
103	как о	1	4
104	друг друга	2	4
105	как на	1	4
106	оно не	2	4
107	при таком	1	4
108	никогда не	3	4
109	если бы	13	4
110	история искусства	1	4
111	всяком случае	3	4
112	с одной	1	4
113	конечно не	2	4
114	т п	4	4
115	ближайшим образом	1	4
116	одной стороны	1	4
117	в связи	1	4
118	в частности	1	4
119	этой последней	1	4
120	отношению к	8	4
121	быть и	2	4
122	что в	17	4
123	так же	4	4
124	во всяком	5	4
125	ее целом	1	3
126	мы не	8	3
127	зависимости от	1	3
128	но не	1	3
129	значение и	2	3
130	отношение к	2	3
131	все же	1	3
132	и как	2	3
133	и отчасти	1	3
134	в себе	14	3
135	жизнь как	1	3
136	не приводит	1	3
137	если он	1	3
138	человек не	2	3
139	так сказать	5	3
140	он не	2	3
141	перестает быть	1	3
142	оно должно	1	3
143	в каждом	3	3
144	значение в	1	3
145	на все	1	3
146	его в	4	3
147	в них	3	3
148	в отношении	1	3
149	поэтического произведения	5	3
150	тем самым	4	3
151	но для	1	3
152	в систему	1	3
153	связи с	3	3
154	не по	1	3
155	к тому	3	3
156	ясно что	1	3
157	об искусстве	1	3
158	влияние на	2	3
159	бы в	2	3
160	и всякое	1	3
161	как она	2	3
162	и история	1	3
163	один из	2	3
164	или же	1	3
165	в большинстве	2	3
166	и других	3	3
167	для него	5	3
168	и даже	2	3
169	в области	2	3
170	и чем	2	3
171	не было	12	3
172	его как	1	3
173	смысле этого	1	3
174	этого слова	7	3
175	но это	3	3
176	это последнее	4	3
177	у них	1	3
178	же в	1	3
179	между ними	4	3
180	от всех	1	3
181	что он	4	3
182	думать что	4	3
183	в применении	1	2
184	и это	2	2
185	науки о	1	2
186	его не	1	2
187	а как	2	2
188	вопрос о	2	2
189	замкнутое в	1	2
190	друг от	1	2
191	нет и	1	2
192	за пределы	1	2
193	идет о	1	2
194	эта связь	2	2
195	с этим	7	2
196	более и	2	2
197	к новому	1	2
198	однако не	1	2
199	в действительности	3	2
200	от чего	1	2
201	в произведении	1	2
202	именно того	1	2
203	от действительности	1	2
204	он в	1	2
205	в нашем	2	2
206	и те	1	2
207	этот образ	2	2
208	и если	3	2
209	на его	3	2
210	том чтобы	1	2
211	из виду	2	2
212	и более	4	2
213	но все	1	2
214	это не	7	2
215	действительности в	1	2
216	с тем	7	2
217	мы видели	1	2
218	строгом смысле	1	2
219	что содержание	1	2
220	в эту	1	2
221	не так	2	2
222	таким же	5	2
223	не от	3	2
224	значение для	1	2
225	страх и	1	2
226	гуманитарных наук	2	2
227	на всю	1	2
228	бы быть	1	2
229	виду что	2	2
230	мысли в	2	2
231	и слишком	1	2
232	к другим	2	2
233	только не	3	2
234	следовательно и	1	2
235	ничего не	1	2
236	до настоящего	1	2
237	искусств как	2	2
238	в самой	2	2
239	к ней	2	2
240	на языке	1	2
241	во всем	1	2
242	оно устанавливает	1	2
243	от того	4	2
244	настоящего времени	2	2
245	от их	1	2
246	его с	1	2
247	от нее	1	2
248	определить ее	1	2
249	не есть	9	2
250	если же	4	2
251	замечаем что	1	2
252	на наших	1	2
253	значения и	1	2
254	от друга	1	2
255	в науке	3	2
256	или для	1	2
257	как с	1	2
258	на нее	3	2
259	не с	2	2
260	с ним	5	2
261	его место	1	2
262	и что	7	2
263	к действительности	1	2
264	в различных	2	2
265	все в	2	2
266	между тем	9	2
267	ее от	1	2
268	и всякая	1	2
269	что и	7	2
270	в другой	2	2
271	только в	15	2
272	не имеющие	1	2
273	уже не	3	2
274	не можем	5	2
275	если мы	2	2
276	чтобы он	1	2
277	большинстве случаев	2	2
278	в душе	1	2
279	искусства науки	1	2
280	могло бы	1	2
281	в одном	4	2
282	иначе как	1	2
283	сами по	2	2
284	даже и	3	2
285	перейти к	1	2
286	говорить на	1	2
287	или иначе	2	2
288	вопрос об	1	2
289	здесь в	1	2
290	была бы	1	2
291	есть лишь	2	2
292	но есть	4	2
293	под влиянием	1	2
294	все более	3	2
295	бы оно	1	2
296	вместе с	6	2
297	ко всем	3	2
298	почти совершенно	1	2
299	его содержание	2	2
300	она есть	1	2
301	научной мысли	1	2
302	из этой	1	2
303	в ряду	6	2
304	прямой зависимости	1	2
305	мире а	1	2
306	к которому	1	2
307	совершается в	1	2
308	в своих	2	2
309	отношении к	1	2
310	предполагает уже	1	2
311	одной из	1	2
312	но эта	2	2
313	только как	4	2
314	что такое	7	2
315	влияния на	1	2
316	это художественное	1	1
317	а между	4	1
318	произведения но	1	1
319	ту же	3	1
320	можно говорить	1	1
321	этого в	1	1
322	например в	3	1
323	мы замечаем	1	1
324	начинается с	1	1
325	и через	1	1
326	в объяснении	1	1
327	себя как	1	1
328	представляем себе	1	1
329	он может	1	1
330	и есть	3	1
331	нам кажется	2	1
332	в первом	3	1
333	данного явления	1	1
334	явления и	2	1
335	также что	1	1
336	мы уже	3	1
337	той же	3	1
338	со всех	1	1
339	всего того	1	1
340	и значение	3	1
341	бы уже	1	1
342	словами в	2	1
343	которую мы	1	1
344	не во	1	1
345	смысле можно	1	1
346	тонкие и	1	1
347	происходит это	1	1
348	и новых	1	1
349	напротив это	1	1
350	нас это	1	1
351	а для	1	1
352	ему в	1	1
353	в каждой	1	1
354	всех сторон	1	1
355	как совокупности	1	1
356	это время	1	1
357	проявляется в	2	1
358	дальнейшее развитие	1	1
359	языке в	1	1
360	и поэзия	2	1
361	xix века	1	1
362	не был	1	1
363	в чем	1	1
364	тем как	2	1
365	средств и	1	1
366	но конечно	1	1
367	в данном	4	1
368	самой природы	1	1
369	что язык	7	1
370	эта особенность	1	1
371	тогда как	4	1
372	иногда и	1	1
373	и речи	1	1
374	общего с	1	1
375	бы при	1	1
376	тем он	1	1
377	словом в	1	1
378	как нам	1	1
379	перед нами	1	1
380	оторваться от	2	1
381	хотя и	5	1
382	мы различаем	2	1
383	увидим что	1	1
384	наметить в	1	1
385	то в	3	1
386	словом не	1	1
387	та же	1	1
388	бы и	5	1
389	когда человек	4	1
390	непосредственно и	1	1
391	так или	2	1
392	иначе и	1	1
393	его пониманием	1	1
394	из этих	2	1
395	так в	3	1
396	может считаться	1	1
397	сюда относятся	1	1
398	к предметам	1	1
399	на то	7	1
400	выходя за	1	1
401	быть только	1	1
402	как оно	2	1
403	не следует	2	1
404	по-видимому не	2	1
405	тем не	4	1
406	утилитарных целей	1	1
407	от камня	1	1
408	и легко	1	1
409	сомнению но	1	1
410	в первой	1	1
411	что вне	1	1
412	они в	1	1
413	не значит	2	1
414	человек стремится	1	1
415	состоит в	2	1
416	к одному	3	1
417	этот процесс	1	1
418	вообще не	1	1
419	довольно часто	1	1
420	нашего времени	3	1
421	это значение	2	1
422	том и	2	1
423	какой бы	1	1
424	приходим к	1	1
425	на наш	1	1
426	и по	3	1
427	гораздо большее	1	1
428	на этом	1	1
429	мы их	1	1
430	отношении в	1	1
431	в нее	3	1
432	наука не	2	1
433	и понятие	1	1
434	и философии	1	1
435	произведения с	1	1
436	есть одна	2	1
437	и чтобы	1	1
438	заключается в	1	1
439	не умеет	1	1
440	время и	1	1
441	деле в	1	1
442	может стать	1	1
443	заключения от	1	1
444	но самый	1	1
445	должен был	1	1
446	лучше чем	1	1
447	и тем	4	1
448	что раньше	1	1
449	с конкретным	1	1
450	конкретности и	1	1
451	только одно	1	1
452	но уже	3	1
453	этого она	1	1
454	нет в	1	1
455	это положение	1	1
456	его частей	1	1
