N	2gram	Propp_Russ_1	Problema
1	и в	36	44
2	и не	6	35
3	то есть	3	34
4	может быть	8	28
5	потому что	10	25
6	то что	6	23
7	не просто	2	23
8	в том	17	21
9	только в	4	19
10	а не	2	18
11	в этом	12	17
12	для нас	6	16
13	сказать что	1	16
14	также и	1	16
15	не только	22	14
16	т д	9	13
17	и т	10	13
18	то же	3	13
19	но в	2	12
20	так что	2	12
21	том что	19	12
22	не является	1	11
23	как и	10	10
24	так и	7	10
25	не менее	3	10
26	но и	16	10
27	у нас	8	10
28	отнюдь не	2	10
29	тем не	3	10
30	в виду	1	10
31	и с	2	9
32	во всяком	1	9
33	таким образом	6	9
34	в нем	2	9
35	это не	10	9
36	что и	7	9
37	в его	2	9
38	не имеет	6	9
39	в то	1	9
40	и тем	1	9
41	что он	1	9
42	никак не	1	9
43	и это	1	9
44	так как	15	9
45	как бы	5	9
46	в данном	1	9
47	в себе	1	8
48	перед нами	1	8
49	связи с	4	8
50	что в	19	8
51	и вообще	1	8
52	того что	4	8
53	как мы	10	8
54	ни в	1	8
55	он не	1	8
56	было бы	1	8
57	что мы	1	8
58	но это	4	8
59	все эти	2	7
60	в связи	4	7
61	не может	4	7
62	еще и	1	7
63	мы не	6	7
64	ничего общего	2	7
65	с ним	2	7
66	на самом	2	7
67	данном случае	1	7
68	мы должны	2	7
69	и потому	2	7
70	уже не	6	7
71	и что	4	7
72	значит что	2	7
73	все же	5	6
74	можно сказать	1	6
75	жизни и	1	6
76	в виде	6	6
77	для этого	2	6
78	и к	3	6
79	но если	1	6
80	в целом	2	6
81	не символ	1	6
82	всяком случае	1	6
83	мы можем	2	6
84	о том	8	6
85	и здесь	2	5
86	еще не	4	5
87	что они	7	5
88	значение и	2	5
89	так же	3	5
90	нас не	2	5
91	не было	2	5
92	точки зрения	3	5
93	с ней	2	5
94	то и	1	5
95	а только	1	5
96	с тем	8	5
97	а в	9	5
98	в нашем	2	5
99	с той	1	5
100	в таком	1	5
101	хотя и	2	5
102	и о	1	5
103	этом случае	5	5
104	и сам	1	5
105	как в	5	5
106	и его	1	5
107	этого слова	3	5
108	все это	6	5
109	в ней	2	5
110	что здесь	1	5
111	только на	3	5
112	в своем	3	5
113	самом же	1	4
114	или в	2	4
115	то время	1	4
116	при этом	6	4
117	а также	3	4
118	и самой	1	4
119	только при	1	4
120	и без	1	4
121	совсем другое	1	4
122	или по	1	4
123	иное как	2	4
124	не имеют	1	4
125	что иное	2	4
126	только с	1	4
127	в чем	1	4
128	для которой	1	4
129	всякого рода	3	4
130	тем что	4	4
131	дело в	1	4
132	мы уже	1	4
133	но даже	2	4
134	тому что	4	4
135	не что	2	4
136	можно было	1	4
137	нас в	1	4
138	на этот	3	4
139	же деле	1	4
140	имеется в	1	4
141	тут же	2	4
142	д и	1	4
143	таком случае	1	4
144	очень много	1	3
145	говорить о	1	3
146	случае не	1	3
147	и ее	1	3
148	кроме того	1	3
149	и все	1	3
