N	2gram	Voloshinov_1	DiskursI
1	в качестве	2	34
2	не только	5	28
3	в том	4	23
4	а не	2	22
5	то есть	1	20
6	том что	5	19
7	может быть	13	17
8	как и	6	16
9	и в	15	16
10	в этом	13	15
11	еще не	7	14
12	но и	4	14
13	при этом	7	13
14	и т.п	2	12
15	но не	5	11
16	прежде всего	11	11
17	и не	16	11
18	как в	3	10
19	далеко не	4	10
20	с другой	1	10
21	по отношению	11	9
22	в нем	4	9
23	не может	13	9
24	с одной	1	9
25	одной стороны	1	9
26	отношению к	9	9
27	отнюдь не	2	8
28	но в	9	8
29	о том	1	8
30	так и	10	8
31	а также	1	8
32	не было	4	7
33	в себе	4	7
34	то же	7	7
35	не в	4	7
36	в основе	3	7
37	роль в	6	7
38	со стороны	2	7
39	в его	9	7
40	только в	6	7
41	в своем	2	6
42	и как	1	6
43	в составе	1	5
44	и на	3	5
45	во всех	8	5
46	отличие от	1	5
47	в котором	1	5
48	в отличие	1	5
49	в процессе	4	5
50	в себя	5	5
51	сводится к	3	5
52	в эпоху	3	5
53	или иной	1	5
54	можно сказать	4	5
55	а с	1	5
56	в данном	3	5
57	как бы	11	5
58	к тому	4	5
59	а в	6	5
60	то что	10	5
61	в своей	9	5
62	и о	3	4
63	с его	8	4
64	отношение к	7	4
65	в истории	3	4
66	и к	7	4
67	уже не	5	4
68	в целом	2	4
69	не как	1	4
70	потому что	4	4
71	могут быть	6	4
72	же время	5	4
73	между тем	2	4
74	во втором	3	4
75	одной из	1	4
76	что он	8	4
77	для него	5	4
78	в особенности	1	4
79	связи с	1	4
80	не является	3	4
81	что в	6	4
82	также и	1	3
83	того же	1	3
84	и потому	8	3
85	в первом	2	3
86	в каждой	1	3
87	в одной	2	3
88	с этим	6	3
89	перед нами	1	3
90	в самом	6	3
91	вследствие этого	1	3
92	заключается в	1	3
93	это не	2	3
94	и того	1	3
95	точки зрения	13	3
96	в своих	4	3
97	однако в	1	3
98	по себе	2	3
99	в то	6	3
100	к той	1	3
101	таким образом	21	3
102	должны быть	3	3
103	свою очередь	1	3
104	но при	1	3
105	в ее	4	3
106	еще в	1	3
107	и даже	2	3
108	что и	2	3
109	хотя бы	7	3
110	из них	1	3
111	тем что	1	3
112	именно в	3	3
113	при всей	1	3
114	это прежде	1	3
115	мира в	1	3
116	по своему	1	3
117	того что	2	3
118	один из	4	3
119	все же	5	3
120	в свою	2	3
121	сказать что	6	3
122	отношения к	2	2
123	одним из	3	2
124	например в	1	2
125	и есть	2	2
126	определить как	1	2
127	мы имеем	1	2
128	на себя	2	2
129	ему в	1	2
130	в виду	1	2
131	первого и	2	2
132	между собой	4	2
133	влияния на	1	2
134	в различных	2	2
135	служит для	1	2
136	но как	1	2
137	за пределы	2	2
138	себя в	2	2
139	определяется не	1	2
140	хотя и	1	2
141	когда он	1	2
142	в противоположность	1	2
143	не приходится	1	2
144	точкой зрения	1	2
145	в этой	5	2
146	можно определить	1	2
147	так сказать	3	2
148	к искусству	1	2
149	не следует	2	2
150	он ни	1	2
151	и по	5	2
152	на этом	5	2
153	человека в	3	2
154	исходя из	1	2
155	различие между	1	2
