N	2gram	Propp_Isto_7	Myslijsy
1	потому что	9	49
2	для нас	6	31
3	и в	24	24
4	может быть	14	23
5	в сознании	1	23
6	то что	7	20
7	и не	4	19
8	в том	7	18
9	а не	8	18
10	что в	13	16
11	не только	21	15
12	по себе	1	15
13	того же	2	14
14	при этом	4	13
15	не в	9	13
16	было бы	2	13
17	то же	8	12
18	но не	6	12
19	мы можем	4	12
20	не может	14	12
21	мы не	4	11
22	таким образом	7	11
23	вместе с	7	11
24	если бы	1	11
25	что и	8	11
26	что мы	3	11
27	только в	6	11
28	тогда как	3	10
29	как в	12	10
30	тогда когда	3	10
31	так что	3	10
32	так как	8	10
33	независимо от	1	9
34	в нем	6	9
35	вовсе не	4	9
36	то и	4	9
37	но и	11	9
38	как бы	4	9
39	точно так	2	9
40	и на	2	8
41	а только	1	8
42	в этом	12	8
43	более или	1	8
44	том что	10	8
45	или менее	1	8
46	под влиянием	1	8
47	а в	10	8
48	в чем	5	7
49	во всех	7	7
50	с этим	2	7
51	мысль о	1	7
52	как и	6	7
53	того как	3	7
54	не могут	2	7
55	прежде всего	2	7
56	тем что	6	7
57	того что	6	7
58	и т	17	6
59	между двумя	1	6
60	что если	1	6
61	и как	1	6
62	в состоянии	4	6
63	тем не	4	6
64	в то	2	6
65	не имеет	4	6
66	связи с	3	6
67	и только	1	6
68	не можем	2	6
69	с другой	9	6
70	только как	1	6
71	что они	3	5
72	все же	9	5
73	уже в	3	5
74	на то	3	5
75	есть не	1	5
76	и уже	1	5
77	не от	2	5
78	не менее	5	5
79	и наоборот	1	5
80	с ним	5	5
81	так и	5	5
82	по мере	1	5
83	о том	9	5
84	тот же	2	5
85	бы ни	1	5
86	из них	2	5
87	от того	1	5
88	в них	3	5
89	для того	1	5
90	что не	2	5
91	и их	1	5
92	или не	1	5
93	же в	1	5
94	в которой	2	5
95	нам кажется	1	4
96	к другому	1	4
97	в самом	2	4
98	время как	2	4
99	еще не	8	4
100	но в	5	4
101	уже не	2	4
102	из этих	3	4
103	как он	6	4
104	и если	3	4
105	в нее	1	4
106	с тем	1	4
107	такой же	1	4
108	в котором	2	4
109	сих пор	3	4
110	между прочим	3	4
111	они не	2	4
112	тем самым	1	4
113	и другое	2	4
