N	3gram	Tiupa_Vved_1	Istorich
1	в этих случаях	2	8
2	в этом случае	1	5
3	в том что	3	5
4	мы увидим ниже	1	4
5	не только в	2	4
6	в связи с	1	4
7	по отношению к	7	3
8	подобно тому как	2	3
9	можно было бы	2	3
10	с одной стороны	5	3
11	что иное как	1	2
12	на самом деле	3	2
13	вместо того чтобы	1	2
14	но и в	2	2
15	не что иное	1	2
16	с другой стороны	1	2
17	не может быть	3	2
18	о том что	4	2
19	на то что	1	2
20	к тому же	4	2
21	о том как	1	1
22	при встрече с	1	1
23	другой стороны в	1	1
24	мы узнаем что	1	1
25	друг от друга	1	1
26	в зависимости от	1	1
27	в отличие от	2	1
28	но это не	1	1
29	есть на самом	1	1
30	может быть вполне	1	1
31	каждый из этих	1	1
32	в нее входит	1	1
33	в высшей степени	2	1
34	так и к	1	1
35	тем не менее	3	1
36	не только означает	1	1
37	то что он	1	1
38	как мы увидим	1	1
39	тем что они	1	1
40	бы быть и	1	1
41	из них не	1	1
42	не говорится о	1	1
43	а на самом	1	1
44	к которому принадлежит	1	1
45	при всей своей	2	1
46	и для нас	1	1
47	в котором дети	1	1
48	мы не можем	1	1
49	к этому времени	1	1
50	и прежде всего	1	1
51	то что смерть	1	1
52	жизнью и смертью	1	1
53	того что происходит	1	1
54	это свидетельствует о	1	1
