N	3gram	Vygotskiy__1	VLabPisa
1	и т д	8	15
2	в этом отношении	2	13
3	и т п	15	9
4	с другой стороны	5	8
5	не может быть	8	8
6	по этому поводу	2	7
7	более или менее	2	6
8	в зависимости от	5	5
9	в конечном счете	3	5
10	не было бы	2	4
11	не могут быть	1	4
12	в художественном произведении	3	4
13	в связи с	1	4
14	можно сказать что	1	4
15	в том что	9	4
16	не удивительно что	1	3
17	в значительной мере	1	3
18	вместе с тем	2	3
19	вот что говорит	1	3
20	в этой области	1	3
21	мы видели что	2	3
22	это и есть	1	3
23	о том что	7	3
24	в одном из	2	3
25	не может не	1	2
26	одной стороны и	1	2
27	в чем же	1	2
28	явлений и процессов	1	2
29	подобно тому как	5	2
30	в том числе	1	2
31	до сих пор	3	2
32	каждой из этих	1	2
33	только то что	1	2
34	война и мир	1	2
35	и художественного творчества	1	2
36	одном и том	1	2
37	одном из писем	1	2
38	в том чтобы	7	2
39	с одной стороны	5	2
40	в конце концов	3	2
41	и том же	1	2
42	во всяком случае	6	2
43	этой точки зрения	5	2
44	от того что	2	2
45	не только не	3	2
46	том числе и	1	2
47	для того чтобы	5	2
48	и главным образом	1	2
49	бросается в глаза	1	1
50	при помощи которых	1	1
51	есть в конечном	1	1
52	хотя и не	2	1
53	какой мере не	1	1
54	точки зрения на	1	1
55	другой стороны в	1	1
56	и в результате	1	1
57	в которой он	1	1
58	в прямом смысле	1	1
59	и ту же	1	1
60	в какой мере	3	1
61	теми или иными	1	1
62	на основании всех	1	1
63	то время как	5	1
64	может быть сведена	2	1
65	в самом деле	7	1
66	можно определить как	1	1
67	в этом смысле	2	1
68	в том же	1	1
69	в силу того	2	1
70	же как и	1	1
71	с этой точки	4	1
72	художественного произведения и	1	1
73	если так то	1	1
74	совершенно очевидно что	2	1
75	и во всех	1	1
76	в таком случае	2	1
77	в процессе творчества	1	1
78	полнее и отчетливее	1	1
79	что мы имеем	1	1
80	сами по себе	1	1
81	леонардо да винчи	1	1
82	сама по себе	2	1
83	художественными образами и	1	1
84	только в том	3	1
85	что по этому	1	1
86	то что в	1	1
87	художественного произведения не	1	1
88	том или ином	1	1
89	искусстве и в	1	1
90	т п все	2	1
91	как увидим ниже	1	1
92	то или иное	2	1
93	п все это	2	1
94	одно и то	1	1
95	и есть в	1	1
96	ни в какой	3	1
97	ту или иную	1	1
98	но к ним	1	1
99	в применении к	2	1
100	мы полагаем что	1	1
101	на основании этих	1	1
102	в том или	1	1
103	приводит к тому	1	1
104	том что мы	2	1
105	не только в	1	1
106	него могут быть	2	1
107	огромную роль играют	1	1
108	из которых каждая	2	1
109	относится скорее к	1	1
110	и в процессе	1	1
111	и не быть	1	1
112	но она не	1	1
113	то же самое	2	1
114	и то же	1	1
115	так же как	4	1
116	этих теорий в	1	1
117	как будто бы	2	1
118	по сравнению с	1	1
119	мы видим что	2	1
120	быть сведена к	2	1
121	не в том	5	1
122	оно может быть	1	1
123	в поэзии и	1	1
124	и художественного познания	1	1
125	но вместе с	1	1
126	могут быть сведены	1	1
127	мышления и познания	1	1
128	все то что	3	1
129	не могут иметь	1	1
130	а в том	2	1
131	том можно ли	1	1
132	у него в	1	1
133	а вместе с	1	1
134	в то время	5	1
135	и вместе с	1	1
136	никогда не может	2	1
137	в свою очередь	1	1
138	та или иная	1	1
139	одна из форм	1	1
140	вопрос о том	1	1
141	за эти годы	1	1
142	от всех других	2	1
143	лежит в основе	1	1
144	никак не могут	1	1
145	в искусстве и	1	1
146	том что и	1	1
147	именно в силу	1	1
148	и процессов в	1	1
149	и в науке	1	1
150	бы и в	1	1
151	с этим и	1	1
152	мы имеем дело	1	1
153	одну и ту	1	1
154	в результате этого	1	1
155	может быть в	1	1
156	дело не в	1	1
157	к тому же	1	1
158	в себе ту	1	1
159	только тогда когда	4	1
160	как мы знаем	1	1
161	заключает в себе	1	1
162	всех других видов	1	1
