N	2gram	Losev_Vlad_2	Problema
1	то есть	7	39
2	то что	20	38
3	вовсе не	4	37
4	и не	18	37
5	и в	30	35
6	не есть	4	33
7	не только	12	24
8	сказать что	11	24
9	том что	12	19
10	что такое	1	18
11	у нас	6	18
12	даже и	3	18
13	о том	4	18
14	может быть	7	18
15	в этом	20	17
16	и вообще	10	16
17	настоящее время	2	16
18	но и	8	16
19	в настоящее	2	16
20	такого рода	2	15
21	что мы	1	14
22	только в	6	14
23	не менее	7	13
24	потому что	9	13
25	не может	9	13
26	и что	5	13
27	во всяком	6	13
28	также и	6	12
29	тем не	6	12
30	того что	5	12
31	в том	18	12
32	хотя бы	3	12
33	не просто	1	11
34	не будет	1	11
35	никак не	3	11
36	и даже	10	11
37	так что	5	11
38	прежде всего	6	11
39	что в	12	11
40	в таком	3	11
41	и то	5	10
42	говорить о	1	10
43	еще не	1	10
44	всяком случае	6	10
45	ничего не	2	10
46	и с	14	10
47	а не	7	10
48	в данном	3	10
49	да и	3	10
50	тем более	3	10
51	едва ли	3	9
52	в этой	4	9
53	пока еще	1	9
54	для себя	5	9
55	если мы	1	9
56	только на	1	9
57	что же	8	9
58	для нас	7	9
59	тут же	2	8
60	все же	9	8
61	по себе	5	8
62	есть только	1	8
63	ясно что	1	8
64	в виду	2	8
65	было бы	9	8
66	уже не	3	8
67	при помощи	1	8
68	как раз	1	8
69	смысле слова	1	7
70	есть нечто	2	7
71	совсем не	4	7
72	бы и	1	7
73	все эти	5	7
74	тоже не	1	7
75	м а	4	7
76	мы не	2	7
77	некоторого рода	2	7
78	не имеет	2	7
79	в конце	13	7
80	так и	5	7
81	казалось бы	2	7
82	в его	11	7
83	конце концов	3	7
84	так как	5	7
85	этом случае	1	7
86	и т	1	6
87	есть не	1	6
88	мы и	1	6
89	но как	1	6
90	а только	1	6
91	но в	8	6
92	так или	3	6
93	на то	2	6
94	т д	1	6
95	что все	1	6
96	по крайней	4	6
97	необходимо сказать	5	6
98	а а	3	6
99	не о	2	6
100	как будто	2	6
101	крайней мере	4	6
102	когда мы	3	6
103	другими словами	5	6
104	можно сказать	4	6
105	в виде	3	6
106	ни в	7	6
107	в области	3	6
108	или иначе	3	6
109	а именно	6	6
110	о чем	6	6
111	настоящей работы	1	6
112	но это	4	6
113	и для	3	6
114	в то	9	6
115	то же	4	5
116	по своему	2	5
117	с этим	5	5
118	в самом	2	5
119	в себе	6	5
120	этом смысле	1	5
121	но уже	2	5
122	как и	5	5
123	и без	1	5
124	представление о	1	5
125	раз и	2	5
