N	3gram	Potebnia_M_2	formyVre
1	то же время	2	9
2	и т п	3	8
3	в то же	2	6
4	и того же	6	5
5	одного и того	6	5
6	в связи с	1	5
7	для того чтобы	2	5
8	и в других	1	4
9	до сих пор	4	3
10	может быть только	1	3
11	одно и то	2	3
12	не может быть	2	3
13	в то время	4	3
14	и то же	2	3
15	но все же	1	2
16	то есть не	3	2
17	дело в том	1	2
18	одной стороны и	1	2
19	то есть именно	1	2
20	в отличие от	1	2
21	друг на друга	1	2
22	в нем в	1	2
23	вместе с тем	1	2
24	то время как	3	2
25	с одной стороны	3	2
26	по сравнению с	1	2
27	не для того	1	2
28	друг к другу	1	2
29	с самого начала	2	2
30	но все эти	1	2
31	в том что	7	2
32	как и в	1	2
33	и может быть	2	1
34	иначе если бы	1	1
35	и во всех	2	1
36	одном и том	1	1
37	прежде всего на	1	1
38	друг другу и	1	1
39	то время когда	1	1
40	то есть к	1	1
41	потому что не	1	1
42	по себе они	1	1
43	о которой мы	2	1
44	главным образом в	1	1
45	сами по себе	7	1
46	с тем что	1	1
47	есть одна из	1	1
48	со всех сторон	1	1
49	в одном и	1	1
50	что во всех	1	1
51	и тогда когда	2	1
52	между ними не	1	1
53	могут быть названы	1	1
54	не было в	1	1
55	смысле этого слова	3	1
56	и том же	1	1
57	вовсе не может	2	1
58	так и в	2	1
59	и в этом	1	1
60	не могут быть	3	1
61	и как бы	1	1
62	не связанных между	1	1
63	его вместе с	1	1
64	только в них	1	1
65	во всяком случае	7	1
66	на природу и	1	1
67	мы будем называть	1	1
68	что касается до	1	1
69	что мы находим	1	1
70	во всех этих	1	1
71	то же значение	1	1
72	себе и на	1	1
73	то что происходит	1	1
74	она входит в	1	1
75	в свою очередь	6	1
76	в этом случае	1	1
77	о том что	1	1
78	то есть в	1	1
79	есть одно из	1	1
80	и в самом	1	1
81	не только на	1	1
82	мы говорим о	1	1
83	которые могут быть	1	1
84	имеет существенное значение	1	1
85	и на ней	1	1
86	о которых мы	1	1
87	сама по себе	2	1
88	этих условиях не	1	1
89	здесь как и	1	1
90	во все стороны	1	1
