N	3gram	Medvedev_V_1	Istorich
1	и т д	14	18
2	мы знаем что	2	10
3	до сих пор	1	6
4	вместе с тем	3	5
5	мы видим что	1	5
6	в том что	5	5
7	что он не	1	4
8	со всех сторон	1	4
9	так же как	1	4
10	не только в	2	4
11	в связи с	3	4
12	по отношению к	7	3
13	подобно тому как	2	3
14	можно было бы	2	3
15	с одной стороны	2	3
16	в другом месте	2	2
17	и может быть	1	2
18	иметь в виду	2	2
19	об этом говорит	1	2
20	но и в	1	2
21	т д но	1	2
22	во всех этих	1	2
23	с другой стороны	8	2
24	не может быть	8	2
25	о том что	3	2
26	и вместе с	1	2
27	после того как	1	2
28	то же явление	1	2
29	дело не в	1	2
30	к тому же	1	2
31	о том как	3	1
32	бросается в глаза	1	1
33	и есть то	1	1
34	отметим еще что	1	1
35	другой стороны в	1	1
36	его таким образом	1	1
37	говорит об этом	1	1
38	следует понимать как	2	1
39	в виду что	1	1
40	состоял в том	1	1
41	главным образом в	1	1
42	человека а не	1	1
43	хотя оно и	1	1
44	что мы имеем	1	1
45	в зависимости от	5	1
46	со всем что	1	1
47	думается что и	1	1
48	с этим и	1	1
49	т е в	2	1
50	ни к какому	1	1
51	и то же	1	1
52	как один из	1	1
53	ни один из	2	1
54	том как он	1	1
55	его в зависимости	1	1
56	так или иначе	1	1
57	из них не	2	1
58	один из его	1	1
59	во время сна	1	1
60	не только у	1	1
61	органической связи с	1	1
62	же автор не	1	1
63	как-то связана с	1	1
64	все это только	2	1
65	это и есть	3	1
66	один из них	1	1
67	не только не	2	1
68	по его мнению	1	1
69	по этому поводу	7	1
70	один из видов	1	1
71	может быть даже	1	1
72	не в этом	1	1
73	мы видели что	3	1
74	и в другом	2	1
