N	2gram	Vygotskiy__1	Literetu
1	не только	13	24
2	при этом	19	19
3	в качестве	2	17
4	но и	2	17
5	в том	30	16
6	а не	13	16
7	в частности	3	15
8	том что	16	14
9	тогда как	1	13
10	может быть	22	13
11	и не	16	12
12	в этом	12	12
13	в своем	3	11
14	состоит в	3	11
15	своего рода	1	11
16	прежде всего	4	11
17	то что	32	10
18	в целом	5	8
19	не в	11	8
20	и в	31	8
21	произведение искусства	8	8
22	только в	14	8
23	как это	4	8
24	я не	1	7
25	как бы	5	7
26	в себе	4	7
27	не менее	2	7
28	в его	6	7
29	уже не	2	7
30	то есть	26	6
31	как и	16	6
32	точки зрения	15	6
33	того что	10	6
34	связи с	1	6
35	в жизни	2	6
36	то же	5	5
37	отличие от	4	5
38	как в	9	5
39	в отличие	3	5
40	в то	5	5
41	для себя	1	5
42	казалось бы	2	5
43	искусства и	15	5
44	а также	1	5
45	в конечном	3	5
46	же в	1	5
47	что он	7	5
48	уже в	3	5
49	не может	17	5
50	с этой	4	5
51	с его	1	5
52	тем самым	2	5
53	в своей	3	4
54	еще не	1	4
55	столь же	4	4
56	но не	3	4
57	конечном счете	3	4
58	в этой	3	4
59	в художественном	3	4
60	все же	5	4
61	представляет собой	2	4
62	по преимуществу	1	4
63	в силу	3	4
64	и его	7	4
65	ведет к	1	4
66	никогда не	8	4
67	так и	3	4
68	и тем	2	4
69	из них	2	4
70	в конце	3	4
71	как раз	2	4
72	о себе	1	4
73	в стихотворении	1	4
74	в связи	2	4
75	со стороны	4	4
76	это не	1	4
77	в своих	4	4
78	например в	3	3
79	тех же	2	3
80	и есть	5	3
81	тем же	3	3
82	в самом	11	3
83	с их	1	3
84	в лирике	1	3
85	таким образом	20	3
86	исходя из	3	3
87	той же	3	3
88	его в	2	3
89	далеко не	2	3
90	несмотря на	5	3
91	художественного творчества	6	3
92	в их	1	3
93	но в	3	3
94	том же	2	3
95	дело в	1	3
96	одна из	4	3
97	в основе	2	3
98	в области	11	3
99	эстетический объект	1	3
100	ли не	1	3
101	в виду	4	3
102	в пределах	1	3
103	приводит к	2	3
104	одного из	1	3
105	сводится к	1	3
106	нуждается в	3	3
107	один из	4	3
108	потому что	10	3
109	одно из	2	3
110	у него	4	3
111	и даже	6	3
112	с другой	5	3
113	еще и	1	3
114	и др	1	3
115	не было	3	3
116	произведения искусства	1	3
117	этой точки	5	3
118	аналогии с	1	3
119	жизни и	3	3
120	что в	23	3
121	а в	6	3
122	же и	1	3
123	во всяком	8	3
124	человека и	2	2
125	того же	2	2
126	и то	2	2
127	самом деле	9	2
128	от самого	1	2
129	из его	3	2
130	должна быть	3	2
131	от всякой	1	2
132	и само	1	2
133	та же	3	2
134	в сущности	10	2
135	х годов	5	2
136	то это	1	2
137	то он	1	2
138	а только	2	2
139	относится к	1	2
140	отнюдь не	6	2
141	и нет	1	2
142	бы я	1	2
143	или иную	1	2
144	только то	2	2
145	не оставляет	1	2
146	из этих	6	2
147	тому же	3	2
148	во многих	1	2
149	как он	2	2
150	в нем	2	2
151	поскольку он	1	2
152	в нашей	1	2
153	же это	1	2
154	не к	1	2
155	евгения онегина	1	2
156	подобно тому	5	2
157	для всей	1	2
158	различие между	4	2
159	произведения с	2	2
160	поэзии и	2	2
161	здесь как	1	2
162	было бы	6	2
163	на почве	2	2
164	в слове	3	2
165	как сказано	1	2
166	и того	1	2
167	в любом	1	2
168	что такое	2	2
169	а как	1	2
170	всяком случае	6	2
171	с точки	2	2
172	от себя	4	2
173	жизни с	1	2
174	что я	4	2
175	тем не	2	2
176	однако в	1	2
177	даже в	2	2
178	на один	2	2
179	при всех	1	2
180	вплоть до	1	2
181	дело не	1	2
182	мышления и	3	2
183	реакция на	1	2
184	в сознании	2	2
185	как будто	5	2
186	этом отношении	2	2
187	могут быть	11	2
188	к тому	4	2
189	в поле	1	2
190	искусства как	4	2
191	такое произведение	1	2
192	должен быть	1	2
193	от литературной	1	2
194	в себя	2	2
195	но при	1	2
196	роль в	3	2
197	в мире	1	2
198	ту же	2	2
199	о том	7	2
200	с одной	5	2
201	обращается к	1	2
202	между тем	4	2
203	во втором	1	2
204	и только	3	2
205	будь то	2	2
