N	3gram	Propp_Isto_5	Vvedenie
1	и т д	18	36
2	для того чтобы	3	20
3	в том что	2	12
4	о том что	4	12
5	не может быть	3	8
6	тем не менее	4	8
7	до сих пор	2	6
8	до н э	1	6
9	в самом деле	1	6
10	то же время	1	6
11	в то же	1	6
12	в том чтобы	2	5
13	с другой стороны	8	5
14	по отношению к	2	4
15	в этом случае	7	4
16	т е в	3	4
17	в данном случае	2	4
18	не только в	2	4
19	во всяком случае	1	4
20	само по себе	1	4
21	с одной стороны	7	4
22	одной стороны и	1	3
23	с тем что	1	3
24	вместе с тем	6	3
25	и тем не	1	3
26	вопрос о том	1	3
27	что может быть	1	3
28	можно сказать что	1	3
29	но все же	4	3
30	как мы видели	1	3
31	на том что	2	2
32	потому что он	2	2
33	состоит в том	1	2
34	подобно тому как	1	2
35	в соответствии с	1	2
36	с точки зрения	1	2
37	точно так же	1	2
38	на задний план	1	2
39	не в том	1	2
40	в связи с	4	2
41	но вместе с	3	2
42	т д все	1	2
43	в этих случаях	6	2
44	мы уже знаем	1	2
45	может быть в	1	2
46	по себе не	1	1
47	но это уже	1	1
48	деле представляет собой	1	1
49	потому что в	1	1
50	может быть названа	1	1
51	на самом деле	1	1
52	никак не может	1	1
53	в своей работе	1	1
54	не только служит	1	1
55	смысле в каком	1	1
56	сам по себе	1	1
57	того что сказано	1	1
58	в отличие от	1	1
59	но и в	2	1
60	только в том	1	1
61	что не только	1	1
62	не сам по	1	1
63	с этим и	1	1
64	с этой точки	1	1
65	одним из них	1	1
66	в зависимости от	1	1
67	в особенности в	2	1
68	так же как	3	1
69	то что у	1	1
70	это может быть	1	1
71	входит в ее	2	1
72	самом деле представляет	1	1
73	в его исторических	1	1
74	но есть один	1	1
75	быть человек в	1	1
76	и потому что	1	1
77	он представляет собой	1	1
78	но уже в	1	1
79	только после того	1	1
80	еще и потому	1	1
81	в одно целое	1	1
82	том смысле в	1	1
83	д все эти	1	1
84	этой точки зрения	1	1
85	может быть не	1	1
86	то обстоятельство что	1	1
87	таким образом мы	2	1
88	в свою очередь	1	1
89	но дело не	1	1
90	это заставляет нас	1	1
91	уже и сейчас	1	1
92	с самого начала	1	1
93	так как в	2	1
94	только тогда когда	1	1
95	после того как	3	1
96	т д и	1	1
97	и не потому	1	1
98	из того что	1	1
99	как мы знаем	1	1
