N	2gram	Trubetskoy_1	formyVre
1	и в	23	46
2	в этом	12	22
3	прежде всего	3	14
4	вовсе не	2	13
5	и его	1	12
6	во всех	10	11
7	не только	7	11
8	только в	6	11
9	как бы	10	10
10	то есть	2	10
11	точки зрения	13	10
12	в том	30	10
13	но в	4	10
14	мы уже	4	9
15	не в	8	9
16	у него	5	9
17	но и	9	9
18	вместе с	6	9
19	и не	8	9
20	и для	6	9
21	то же	4	8
22	как и	9	8
23	с точки	8	8
24	для того	8	8
25	того чтобы	8	8
26	потому что	9	8
27	связи с	4	8
28	в его	5	8
29	из них	5	8
30	в связи	3	8
31	жизни и	2	8
32	и на	6	7
33	всех этих	4	7
34	так и	10	7
35	в них	2	7
36	может быть	16	7
37	то что	18	7
38	как мы	2	6
39	еще не	5	6
40	все же	13	6
41	и наконец	3	6
42	при этом	9	6
43	и с	5	6
44	его в	5	6
45	в основе	2	6
46	никогда не	4	6
47	те же	2	6
48	так как	7	6
49	все это	11	6
50	и все	7	6
51	но не	2	5
52	с этим	11	5
53	в своем	10	5
54	все эти	19	5
55	он не	3	5
56	в нем	3	5
57	должно быть	4	5
58	в то	6	5
59	в дальнейшем	2	5
60	и у	4	5
61	в частности	2	5
62	по существу	6	5
63	что в	8	5
64	также и	2	4
65	в мире	6	4
66	что они	2	4
67	в истории	3	4
68	как в	1	4
69	уже в	1	4
70	из этих	8	4
71	в себе	5	4
72	их в	2	4
73	том что	19	4
74	в котором	2	4
75	том же	4	4
76	же время	2	4
77	уже говорили	1	4
78	с ним	6	4
79	о том	7	4
80	все его	2	4
81	так что	5	4
82	конечно не	3	4
83	за ними	3	4
84	с другом	9	4
85	и их	5	4
86	а не	1	4
87	отнюдь не	2	4
88	друг с	9	4
89	с этой	3	4
90	еще более	1	4
91	жизни в	1	4
92	почти все	2	3
93	в виду	2	3
94	того же	9	3
95	а следовательно	1	3
96	мы будем	3	3
97	отношение к	4	3
98	нет и	1	3
99	хотя и	4	3
100	целый ряд	4	3
101	и как	1	3
102	на нас	3	3
103	в этот	1	3
104	уже не	1	3
105	та же	3	3
106	отчасти и	1	3
107	при виде	2	3
108	и по	3	3
109	уже сказали	1	3
110	таким образом	31	3
111	здесь мы	1	3
112	а затем	2	3
113	в совершенно	3	3
114	по всему	1	3
115	на первый	2	3
116	в их	4	3
117	в которых	2	3
118	следовательно и	1	3
119	кроме того	1	3
120	же самое	1	3
121	вопросы эти	1	3
122	к тому	8	3
123	имеет место	2	3
124	себя и	2	3
125	роль в	1	3
126	в борьбе	1	3
127	жизнь и	3	3
128	в другом	2	3
129	как у	3	3
130	что и	7	3
131	того что	6	3
132	тот же	3	3
133	что он	7	3
134	все они	5	3
135	в качестве	1	3
136	для него	2	3
137	в прошлом	1	3
138	тем что	1	3
139	что на	1	3
140	и даже	1	3
141	не было	2	3
142	мира в	1	3
143	еще нет	1	3
144	тем более	3	3
145	в этих	3	3
146	ее в	1	3
147	а в	3	3
148	всего в	1	3
149	и другие	1	3
150	к этому	5	3
151	том числе	1	3
152	смысле слова	1	2
153	ту же	2	2
154	тем же	2	2
155	и так	2	2
156	из самых	1	2
157	и до	3	2
158	оно было	1	2
159	развития человечества	2	2
160	в сущности	2	2
161	говорить о	2	2
162	совсем не	1	2
163	если в	1	2
164	к ним	2	2
165	вступают в	2	2
166	друг от	6	2
167	то в	2	2
168	и к	5	2
169	от этого	1	2
170	в этой	6	2
171	с одной	3	2
172	только один	2	2
173	не могла	1	2
174	после этого	1	2
175	перестает быть	1	2
176	в корне	1	2
177	и вот	1	2
178	на земле	3	2
179	на этом	2	2
180	людей и	1	2
181	мыслится как	1	2
182	лишь в	5	2
183	далеко не	5	2
184	с тем	2	2
185	со своими	2	2
186	которой он	1	2
187	мы видели	2	2
188	представление о	3	2
189	далее в	1	2
190	жизни с	1	2
191	строго говоря	1	2
192	с такою	1	2
193	друг другу	1	2
194	и более	2	2
195	в отношении	1	2
196	она не	2	2
197	на котором	1	2
198	в самой	2	2
199	и весь	1	2
200	более что	1	2
201	могут быть	1	2
202	числе и	1	2
203	и потому	3	2
204	и это	3	2
205	от друга	6	2
206	здесь не	1	2
207	без всякого	1	2
208	и от	5	2
209	в себя	2	2
210	действующим лицом	1	2
211	находится в	1	2
212	в индивидуальном	2	2
213	другом месте	1	2
214	и та	1	2
215	борьбе с	1	2
216	это не	3	2
217	и только	2	2
218	все в	2	2
219	у всех	1	2
220	наконец и	1	2
221	быть и	5	2
222	один из	1	2
223	мы видим	1	2
224	и других	2	2
225	в конце	4	2
226	с настоящим	1	2
227	каждый из	3	2
228	рядом с	1	2
229	их нужно	1	2
230	не были	1	2
231	или иной	1	2
232	до сих	8	2
233	с другой	6	2
234	рядом и	1	2
235	именно в	5	2
236	было бы	3	2
237	и затем	1	2
238	и пр	1	2
239	у нас	3	2
240	а на	1	2
241	не знает	2	2
242	на друга	1	2
243	до конца	1	2
244	в последующем	1	2
245	что все	5	2
246	не может	17	2
247	так же	8	2
248	по своему	5	2
249	в данном	3	2
250	наряду с	1	2
251	а потом	1	2
252	и всех	1	2
253	дело идет	1	2
254	этом случае	4	2
255	сих пор	8	2
256	друг на	1	2
257	ни для	2	2
258	с большой	1	2
259	ее и	3	2
260	у них	6	2
261	между ними	2	2
262	не быть	1	2
263	как на	4	2
264	во всяком	2	2
265	все что	9	2
266	говоря о	1	1
267	например в	1	1
268	и то	4	1
269	на самом	7	1
270	сил и	2	1
271	части и	1	1
272	это и	1	1
273	некоторой степени	1	1
274	всех названных	1	1
275	обстоит дело	1	1
276	которую они	1	1
277	на этих	1	1
278	права и	1	1
279	ноги и	1	1
280	должна быть	5	1
281	для этих	1	1
282	а как	1	1
283	есть не	1	1
284	что если	3	1
285	общества и	1	1
286	которую мы	1	1
287	вопрос о	3	1
288	на место	1	1
289	на эти	1	1
290	время как	1	1
291	ни один	3	1
292	вместо того	1	1
293	из того	4	1
294	же что	2	1
295	в ней	3	1
296	и говорить	3	1
297	меньше чем	2	1
298	между собой	4	1
299	он сам	1	1
300	в широком	1	1
301	время в	1	1
302	с его	1	1
303	тем как	1	1
304	это имеет	1	1
305	в нашем	3	1
306	самом деле	12	1
307	помимо этого	1	1
308	истинный смысл	1	1
309	которыми они	1	1
310	в общем	6	1
311	себе и	1	1
312	тому времени	1	1
313	отличие от	3	1
314	показаться что	1	1
315	земле в	1	1
316	друга и	1	1
317	первый взгляд	1	1
318	что во	1	1
319	что как	4	1
320	приближение к	1	1
321	бы при	1	1
322	все остальные	1	1
323	однако не	1	1
324	в европейской	4	1
325	частей и	1	1
326	что по	3	1
327	его к	1	1
328	к культуре	14	1
329	и отчасти	1	1
330	в самом	8	1
331	впечатление совершенно	1	1
332	в которой	5	1
333	ступени развития	5	1
334	чем больше	4	1
335	бы не	1	1
336	так в	1	1
337	еще один	1	1
338	на поверхность	2	1
339	и те	2	1
340	вследствие этого	2	1
341	и положительный	1	1
342	у людей	1	1
343	мы можем	6	1
344	становится до	1	1
345	состоит именно	1	1
346	в тот	1	1
347	вот к	1	1
348	понятий и	1	1
349	образом и	2	1
350	эту культуру	2	1
351	широком смысле	2	1
352	на его	1	1
353	смертью в	1	1
354	всех своих	1	1
355	одно и	1	1
356	становится как	1	1
357	но все	5	1
358	всех отношениях	1	1
359	от нее	2	1
360	в каждом	1	1
361	рано или	1	1
362	в состоянии	4	1
363	они должны	3	1
364	другом случае	1	1
365	является конечно	1	1
366	на этой	2	1
367	для своей	1	1
368	это было	1	1
369	как тот	2	1
370	или просто	1	1
371	собой на	1	1
372	нечего и	3	1
373	с европой	1	1
374	бы нам	1	1
375	на тех	1	1
376	и тем	1	1
377	чаще всего	1	1
378	о которых	6	1
379	разобранные нами	1	1
380	а за	1	1
381	он и	1	1
382	их лишь	1	1
383	и такая	1	1
384	чем в	3	1
385	мы не	1	1
386	и создают	1	1
387	и традиции	2	1
388	такой же	2	1
389	зато в	1	1
390	в один	2	1
391	и того	3	1
392	смысл и	1	1
393	одного и	3	1
394	лучше всего	1	1
395	и еще	1	1
396	в своей	1	1
397	в эпохи	2	1
398	реальной и	1	1
399	как все	1	1
400	и помимо	1	1
401	есть как	1	1
402	с самого	1	1
403	на каждом	2	1
404	что до	1	1
405	для всякого	1	1
406	живут в	1	1
407	точку зрения	2	1
408	и эти	1	1
409	борьбу с	1	1
410	важную роль	1	1
411	чтобы это	1	1
412	однако в	1	1
413	единое целое	1	1
414	не полное	1	1
415	кодекс его	1	1
416	случае мы	1	1
417	сам он	1	1
418	тому что	2	1
419	них много	1	1
420	чистом виде	1	1
421	но отдельные	1	1
422	с которой	1	1
423	с современными	3	1
424	и проч	4	1
425	не имеет	1	1
426	самого начала	1	1
427	дело в	1	1
428	одна из	2	1
429	и сама	1	1
430	на него	2	1
431	не по	1	1
432	и уже	2	1
433	или вовсе	2	1
434	на два	1	1
435	этих двух	2	1
436	не принадлежат	1	1
437	и притом	1	1
438	за исключением	1	1
439	во всем	3	1
440	только с	1	1
441	уже и	3	1
442	может показаться	1	1
443	начиная с	1	1
444	не могут	4	1
445	же отношение	1	1
446	противоречат всем	1	1
447	и развития	1	1
448	для развития	1	1
449	основаны на	3	1
450	как для	3	1
451	бы он	1	1
452	частной жизни	1	1
453	или поздно	1	1
454	сказать что	1	1
455	если же	3	1
456	же еще	1	1
457	всегда в	1	1
458	они вовсе	1	1
459	приходит к	1	1
460	и художественное	1	1
461	с ее	2	1
462	как не	2	1
463	свою очередь	2	1
464	но при	1	1
465	эта борьба	1	1
466	всем этим	1	1
467	данном случае	3	1
468	свои силы	2	1
469	нами выше	1	1
470	говорили что	1	1
471	то время	2	1
472	и чаще	1	1
473	и сам	2	1
474	все от	1	1
475	это впечатление	2	1
476	с народом	1	1
477	по сравнению	5	1
478	что от	1	1
479	если бы	8	1
480	из одного	2	1
481	и вообще	3	1
482	в разных	3	1
483	все дело	1	1
484	сводится к	2	1
485	и т.д	4	1
486	то они	3	1
487	и поэтому	2	1
488	за пределами	1	1
489	отдельные элементы	2	1
490	но мы	1	1
491	никак не	1	1
492	в риме	1	1
493	и что	8	1
494	они основаны	1	1
495	все их	1	1
496	в различных	1	1
497	может не	3	1
498	в значительной	1	1
499	между тем	12	1
500	вся эта	1	1
501	за эту	1	1
502	на одном	2	1
503	у другого	1	1
504	когда дело	1	1
505	бы поставить	1	1
506	человеческого рода	2	1
507	и следовательно	1	1
508	например при	1	1
509	тех пор	2	1
510	и история	1	1
511	по своей	7	1
512	приведенных выше	1	1
513	и культуру	2	1
514	вступить в	1	1
515	лишь на	1	1
516	для себя	2	1
517	как нечто	1	1
518	тела очень	1	1
519	должен быть	1	1
520	в разные	1	1
521	поэтому и	1	1
522	которая передается	1	1
523	ему самому	1	1
524	и ее	2	1
525	находят себе	1	1
526	конец и	1	1
527	по этому	2	1
528	и жизни	1	1
529	больше чем	1	1
530	тот или	1	1
531	похожа на	1	1
532	по другим	1	1
533	для всех	1	1
534	есть в	2	1
535	с нею	1	1
536	то и	2	1
537	борьбы с	2	1
538	же явления	1	1
539	в виде	4	1
540	различия в	3	1
541	свидетельствует о	1	1
542	указанных выше	3	1
543	а это	2	1
544	этому вопросу	1	1
545	ними нет	1	1
546	до некоторой	1	1
547	ее на	1	1
548	не противоречит	1	1
549	из приведенных	1	1
550	и стремление	1	1
551	являются выражениями	1	1
552	что тот	1	1
553	еще и	1	1
554	ниже все	1	1
555	сословий и	1	1
556	на которые	1	1
557	которых мы	3	1
558	после этих	1	1
559	всему этому	3	1
560	ничем не	4	1
561	другой стороны	5	1
562	в руках	1	1
563	одну из	1	1
564	и выше	1	1
565	а так	1	1
566	общий тон	1	1
567	для их	1	1
