N	2gram	Propp_Isto_7	DiskursI
1	в качестве	3	34
2	не только	21	28
3	в том	7	23
4	а не	8	22
5	тогда как	3	19
6	том что	10	19
7	представляет собой	4	17
8	может быть	14	17
9	как и	6	16
10	и в	24	16
11	в этом	12	15
12	еще не	8	14
13	но и	11	14
14	при этом	4	13
15	но не	6	11
16	прежде всего	2	11
17	и не	4	11
18	как в	12	10
19	далеко не	1	10
20	с другой	9	10
21	по отношению	1	9
22	в нем	6	9
23	не может	14	9
24	состоит в	1	9
25	с одной	5	9
26	одной стороны	5	9
27	в частности	1	9
28	отношению к	1	9
29	но в	5	8
30	своего рода	4	8
31	о том	9	8
32	так и	5	8
33	а также	1	8
34	то же	8	7
35	не в	9	7
36	в основе	2	7
37	со стороны	2	7
38	в его	1	7
39	только в	6	7
40	в своем	1	6
41	и как	1	6
42	и на	2	5
43	во всех	7	5
44	в силу	2	5
45	в котором	2	5
46	в их	4	5
47	сводится к	1	5
48	можно сказать	1	5
49	а с	1	5
50	в данном	4	5
51	как бы	4	5
52	к тому	1	5
53	а в	10	5
54	то что	7	5
55	в своей	1	5
56	и о	2	4
57	в которых	1	4
58	с его	3	4
59	отношение к	5	4
60	и к	1	4
61	уже не	2	4
62	в целом	1	4
63	на его	2	4
64	в них	3	4
65	потому что	9	4
66	для себя	1	4
67	одной из	4	4
68	что он	21	4
69	в особенности	2	4
70	по своим	3	4
71	что не	2	4
72	связи с	3	4
73	далеко еще	1	4
74	что в	13	4
75	того же	2	3
76	и потому	1	3
77	в одной	2	3
78	с этим	2	3
79	перед нами	2	3
80	в самом	2	3
81	и сказка	2	3
82	это не	10	3
83	точки зрения	4	3
84	в сказке	36	3
85	по себе	1	3
86	в то	2	3
87	он мог	1	3
88	к той	1	3
89	таким образом	7	3
90	должны быть	3	3
91	они и	1	3
92	в ситуации	1	3
93	как не	1	3
94	но при	2	3
95	в ее	2	3
96	не с	1	3
97	и даже	3	3
98	что и	8	3
99	хотя бы	1	3
100	из них	2	3
101	первобытного человека	1	3
102	к ним	2	3
103	тем что	6	3
104	именно в	1	3
105	сказки о	1	3
106	по своему	1	3
107	того что	6	3
