N	3gram	Tiupa_Narr_2	Istorich
1	не только в	6	5
2	о том что	4	5
3	так же как	2	4
4	с одной стороны	5	4
5	на первый взгляд	1	4
6	что у него	1	4
7	тем не менее	4	4
8	в том что	8	4
9	этой точки зрения	1	3
10	начинается с того	1	3
11	в ответ на	2	3
12	с этой точки	1	3
13	с этой стороны	1	3
14	не может быть	2	3
15	в данном случае	6	3
16	с того что	1	3
17	то время как	1	2
18	точно так же	2	2
19	и в других	1	2
20	но и в	2	2
21	на этот вопрос	1	2
22	и здесь мы	1	2
23	до сих пор	1	2
24	к себе и	2	2
25	здесь мы имеем	1	2
26	так и в	1	2
27	а в том	2	2
28	в то время	1	2
29	у него есть	1	2
30	на то чтобы	2	2
31	потому что я	1	1
32	таким образом что	1	1
33	на том что	1	1
34	хотя и не	2	1
35	с точки зрения	2	1
36	состоит в том	4	1
37	по отношению к	5	1
38	в самом деле	1	1
39	никак не может	1	1
40	дело не только	1	1
41	то же самое	1	1
42	данном случае это	1	1
43	что он может	1	1
44	в зависимости от	1	1
45	не входит в	1	1
46	и дело не	1	1
47	прямо или косвенно	1	1
48	и т п	2	1
49	в большинстве случаев	1	1
50	можно было бы	1	1
51	все же далеко	1	1
52	тогда как в	2	1
53	и что в	1	1
54	как бы от	1	1
55	имеем дело с	2	1
56	в которой он	1	1
57	в связи с	1	1
58	то что он	1	1
59	данном случае в	1	1
60	не в его	1	1
61	более или менее	1	1
62	ответ на этот	1	1
63	но с другой	1	1
64	и когда он	1	1
65	мысль о том	2	1
66	на том свете	2	1
67	к тому что	3	1
68	в противоречие с	1	1
69	по его мнению	1	1
70	от солнца и	1	1
