N	2gram	Nazirov_Tr_1	Myshleni
1	в этом	9	29
2	речи в	1	27
3	и в	18	26
4	не только	8	24
5	то что	4	24
6	таким образом	1	23
7	представляет собой	1	19
8	того чтобы	1	19
9	в том	2	18
10	и не	7	18
11	том что	4	17
12	потому что	2	16
13	как и	5	15
14	как мы	1	14
15	того что	1	14
16	так же	4	14
17	этом случае	1	14
18	с помощью	1	13
19	в ходе	2	12
20	и его	6	12
21	вместе с	1	12
22	что в	4	12
23	в которой	1	11
24	только не	1	11
25	но и	4	11
26	не может	5	11
27	в развитии	1	10
28	по своей	1	10
29	в самом	2	9
30	в себе	4	9
31	тому что	1	9
32	по сравнению	1	9
33	тем что	2	9
34	эта речь	1	8
35	то же	5	8
36	той же	1	8
37	что она	2	8
38	что он	6	8
39	только в	1	8
40	ребенка и	2	8
41	сравнению с	1	8
42	тем самым	3	8
43	и то	2	7
44	с самого	1	7
45	представление о	1	7
46	самого начала	1	7
47	к тому	2	7
48	может быть	7	7
49	прежде всего	4	7
50	самом деле	1	6
51	вопрос о	2	6
52	во всех	1	6
53	все же	5	6
54	что это	5	6
55	все эти	3	6
56	в ее	2	6
57	что эта	1	6
58	между собой	1	6
59	и что	4	6
60	заключается в	1	6
61	связь между	1	6
62	именно в	1	6
63	а не	1	6
64	как бы	7	6
65	в целом	4	5
66	как говорит	2	5
67	и с	7	5
68	с тем	2	5
69	что этот	2	5
70	она не	1	5
71	что с	3	5
72	данном случае	2	5
73	в виду	1	5
74	на вопрос	1	5
75	с одной	1	5
76	на всем	2	5
77	одно из	1	5
78	и их	1	5
79	слова в	1	5
80	думается нам	1	5
81	до конца	2	5
82	как это	3	5
83	в данном	2	5
84	с этой	1	5
85	бы в	1	5
86	только что	1	5
87	на пороге	1	4
88	еще не	4	4
89	это и	1	4
90	как в	3	4
91	но в	6	4
92	в такой	1	4
93	в котором	1	4
94	не в	2	4
95	в той	1	4
96	не менее	1	4
97	никогда не	2	4
98	связи с	1	4
99	в области	1	4
100	в момент	1	4
101	не могут	2	4
102	что оно	1	4
103	не есть	1	4
104	о том	2	4
105	всем протяжении	1	4
106	в его	3	4
107	так что	2	4
108	то и	2	4
109	в конце	3	4
110	друг друга	2	4
111	о чем	3	4
112	и от	1	4
113	и наконец	1	4
114	в первом	2	3
115	в мыслях	1	3
116	она все	2	3
117	что эти	2	3
118	связаны между	1	3
119	из ее	1	3
120	в ней	1	3
121	в чем	1	3
122	но не	1	3
123	в этой	4	3
124	имеет в	2	3
125	он не	2	3
126	чем у	1	3
127	содержит в	1	3
128	и по	1	3
129	так и	5	3
130	об этом	4	3
131	развития в	1	3
132	обратимся к	1	3
133	для него	3	3
134	в своей	1	3
135	в основном	3	3
136	тем не	1	3
137	по себе	1	3
138	что ему	1	3
139	на котором	1	3
140	идет в	1	3
141	но только	1	3
142	в самой	1	3
143	я не	4	3
144	во всем	1	3
145	только по	1	3
146	его с	1	3
147	с собой	1	3
148	мог бы	3	3
149	с ним	3	3
150	но мы	1	3
151	и психологического	1	3
152	нуждается в	1	3
153	что и	2	3
154	это не	5	3
155	к нему	3	3
156	мы видим	1	3
157	устной речи	1	3
158	есть в	1	3
159	только на	1	3
160	естественно что	1	3
161	и потому	1	3
162	смысле этого	1	3
163	этого слова	1	3
164	и о	1	3
165	но это	4	3
166	о его	2	3
167	все это	4	3
168	не является	1	3
169	в новой	1	3
170	в то	5	3
171	ту же	1	2
172	ко всем	1	2
173	одним из	1	2
174	а из	1	2
175	на деле	1	2
176	и есть	1	2
177	то в	1	2
178	и до	2	2
179	не раз	1	2
180	и он	3	2
181	столь же	2	2
182	значение и	1	2
183	отношение к	2	2
184	отличие от	2	2
185	друга и	1	2
186	эта связь	1	2
187	что ее	1	2
188	перед нами	2	2
189	говорит что	2	2
190	слова он	1	2
191	но эта	2	2
192	не могла	1	2
193	в нем	4	2
194	от нее	1	2
195	а затем	1	2
196	а по	1	2
197	лишь в	1	2
198	его в	2	2
199	ни в	2	2
200	несмотря на	5	2
201	должно быть	3	2
202	и ко	1	2
203	но если	1	2
204	и при	1	2
205	в отличие	2	2
206	должны были	1	2
207	но он	1	2
208	в сумерках	1	2
209	не имеет	2	2
210	того как	1	2
