N	3gram	Vygotskiy__4	FransuaR
1	прежде всего в	1	4
2	в том числе	2	4
3	как мы видели	2	4
4	после того как	1	4
5	в конце концов	1	4
6	в свою очередь	2	3
7	с точки зрения	11	3
8	мы уже говорили	2	3
9	в том что	31	3
10	по отношению к	1	2
11	новые и новые	1	2
12	о том как	1	2
13	в этом отношении	7	2
14	то что в	1	2
15	том числе и	2	2
16	можно было бы	5	2
17	те и другие	9	2
18	же что и	1	2
19	все это в	1	2
20	как и в	1	2
21	мы сейчас увидим	1	2
22	как мы сейчас	1	2
23	таким образом это	1	2
24	и те и	1	2
25	в свое время	2	2
26	и находит свое	1	1
27	по своей природе	1	1
28	в тот момент	1	1
29	не в состоянии	1	1
30	что иное как	1	1
31	что в этом	1	1
32	во-первых потому что	1	1
33	путь восхождения от	1	1
34	на самом деле	1	1
35	объединять в себе	1	1
36	есть прежде всего	1	1
37	то же самое	7	1
38	в том же	1	1
39	теории и практики	1	1
40	на первый план	4	1
41	имеет в виду	1	1
42	в той же	1	1
43	таким образом на	1	1
44	но и в	2	1
45	в совершенно другом	1	1
46	таким образом все	1	1
47	словом и тем	1	1
48	с тем что	3	1
49	так например в	1	1
50	может объединять в	1	1
51	не подлежит сомнению	1	1
52	снизу вверх а	1	1
53	то обстоятельство что	3	1
54	не что иное	1	1
55	содержит в себе	2	1
56	в данном случае	2	1
57	не только в	1	1
58	который в своем	1	1
59	а также и	1	1
60	и в отношении	2	1
61	с помощью которого	2	1
62	о том что	3	1
63	ключ ко всей	1	1
64	то же что	1	1
65	его к тому	1	1
66	он говорит что	1	1
67	и во всей	1	1
68	в связи с	3	1
69	что вместе с	1	1
70	нет никаких оснований	1	1
71	уже и в	1	1
72	о котором мы	1	1
73	мы уже приводили	1	1
74	к этому вопросу	1	1
75	а не наоборот	1	1
76	во всяком случае	3	1
77	только в своей	1	1
78	точки зрения совершенно	2	1
79	имел в виду	1	1
80	том что они	2	1
81	ничего общего с	1	1
82	и тем самым	4	1
83	как и во	1	1
84	с самого начала	1	1
85	к тому же	1	1
86	как мы уже	3	1
87	по прямой линии	1	1
88	находит свое выражение	1	1
89	тот момент когда	1	1
90	друг от друга	1	1
91	вверх и вниз	1	1
92	в этом смысле	8	1
93	но на самом	1	1
94	было бы сказать	1	1
95	мы видим что	2	1
96	слова таким образом	1	1
97	мы уже указывали	1	1
98	тем что в	1	1
99	после своей смерти	1	1
100	мы увидим что	1	1
101	не имеет ничего	1	1
