N	2gram	Kanaev_Sov_1	Istorich
1	и в	7	22
2	мы имеем	1	19
3	в этом	7	17
4	что в	2	15
5	не только	4	14
6	мы видели	4	13
7	и не	6	12
8	может быть	12	11
9	и пр	2	11
10	или в	1	11
11	но в	3	10
12	таким образом	11	10
13	еще не	3	10
14	в нем	3	9
15	в том	4	9
16	вместе с	4	9
17	как мы	2	8
18	мы видим	2	8
19	с этим	2	8
20	том что	1	8
21	но не	1	7
22	мы должны	4	7
23	уже не	2	7
24	из них	4	7
25	так как	4	7
26	с другой	1	7
27	там где	1	7
28	к этому	1	7
29	то же	3	6
30	мы уже	1	6
31	это не	4	6
32	в ином	1	6
33	ничего не	6	6
34	связи с	1	6
35	так в	1	6
36	если бы	1	6
37	то и	2	6
38	мы можем	6	6
39	а не	3	6
40	в течение	1	6
41	а в	4	6
42	все же	3	5
43	он не	1	5
44	что она	3	5
45	в этой	3	5
46	тем не	2	5
47	не менее	2	5
48	могут быть	2	5
49	к нему	1	5
50	один из	1	5
51	до сих	1	5
52	на ней	1	5
53	в некоторых	2	5
54	этом случае	1	5
55	сих пор	1	5
56	все эти	5	4
57	видели что	3	4
58	не в	3	4
59	на этом	2	4
60	у нас	3	4
61	видим что	1	4
62	и его	1	4
63	она не	1	4
64	в дальнейшем	4	4
65	только в	1	4
66	и они	2	4
67	его и	1	4
68	они не	1	4
69	в данном	1	4
70	для нас	3	4
71	в свою	2	4
72	не может	17	4
73	их и	1	3
74	что иное	1	3
75	представление о	1	3
76	иное как	1	3
77	некоторое время	2	3
78	и к	3	3
79	следующим образом	3	3
80	в целом	4	3
81	из этих	2	3
82	на его	2	3
83	их в	4	3
84	быть поставлен	1	3
85	а затем	1	3
86	его в	1	3
87	дома и	1	3
88	было бы	3	3
89	должен был	1	3
90	для них	1	3
91	все равно	1	3
92	как и	6	3
93	не будем	2	3
94	никогда не	1	3
95	очень часто	1	3
96	о том	1	3
97	данном случае	1	3
98	в его	2	3
99	и у	1	3
100	прежде всего	5	3
101	у него	2	3
102	из приведенных	1	3
103	в связи	1	3
104	так же	1	3
105	стороны и	1	3
106	быть и	2	3
107	но это	1	3
108	и от	1	3
109	и все	3	3
110	сказать что	1	3
111	равно как	1	3
112	не что	1	3
113	все что	1	3
114	на самом	1	2
115	но тем	1	2
116	и есть	2	2
117	здесь и	1	2
118	не имеют	1	2
119	той же	2	2
120	же как	1	2
121	вопрос о	4	2
122	в ней	1	2
123	знаем что	2	2
124	часто встречающееся	1	2
125	но конечно	1	2
126	на другой	1	2
127	через некоторое	2	2
128	по отношению	1	2
129	независимо от	1	2
130	в своем	1	2
131	хотя и	1	2
132	в этот	1	2
133	в наших	3	2
134	при этом	3	2
135	в виде	2	2
136	встречающееся в	1	2
137	но все	2	2
138	уже знаем	1	2
139	этой системы	1	2
140	ни в	1	2
141	вовсе не	1	2
142	и для	1	2
143	такой же	2	2
144	точки зрения	12	2
145	это делает	1	2
146	но они	1	2
147	и более	1	2
148	в то	1	2
149	не имеет	1	2
150	одна из	3	2
151	ли это	1	2
152	формы с	1	2
153	на это	1	2
154	и это	1	2
155	роль в	2	2
156	в другом	1	2
157	одного из	1	2
158	и что	2	2
159	все время	1	2
160	же в	1	2
161	этот вопрос	1	2
162	и действительно	1	2
163	с одной	2	2
164	см и	1	2
165	мы знаем	2	2
166	себе в	1	2
167	всяком случае	2	2
168	в одном	3	2
169	только на	1	2
170	и даже	2	2
171	не было	1	2
172	одной стороны	1	2
173	означало бы	1	2
174	нет никаких	1	2
175	роль которую	1	2
176	и потому	3	2
177	указать на	1	2
178	еще более	2	2
179	не дает	2	2
180	совершенно не	2	2
181	отношению к	1	2
182	жизни и	4	2
183	только не	1	2
184	во всяком	2	2
185	а из	1	1
186	самом деле	2	1
187	ясно что	3	1
188	и до	1	1
189	из всех	1	1
190	есть не	1	1
191	значении в	1	1
192	них они	1	1
193	мы не	9	1
