N	3gram	Voloshinov_1	FransuaR
1	до сих пор	3	4
2	в связи с	1	4
3	на самом деле	4	3
4	и прежде всего	1	3
5	для того чтобы	1	3
6	его интересует только	1	2
7	в этом отношении	1	2
8	можно было бы	1	2
9	никакому сомнению что	1	2
10	по сравнению с	3	2
11	но вернемся к	1	2
12	не может быть	3	2
13	все то что	2	2
14	в данном случае	1	2
15	его отношение к	1	2
16	о том что	2	2
17	той или иной	1	2
18	можно сказать что	3	2
19	несколько слов о	1	1
20	что иное как	1	1
21	или во всяком	1	1
22	прежде всего на	1	1
23	дело в том	1	1
24	имеем в виду	1	1
25	подобно тому как	1	1
26	но даже и	1	1
27	сих пор еще	1	1
28	как это делает	1	1
29	может быть только	1	1
30	в нем и	1	1
31	с точки зрения	6	1
32	на первый план	1	1
33	бы то ни	1	1
34	и др и	1	1
35	но несмотря на	1	1
36	все же в	1	1
37	но в основном	1	1
38	остановимся прежде всего	1	1
39	в применении к	1	1
40	не что иное	1	1
41	но именно этот	1	1
42	что между ними	1	1
43	для него существует	1	1
44	то ни было	1	1
45	в высшей степени	1	1
46	между ними уже	1	1
47	и в этом	2	1
48	во всяком случае	3	1
49	поры до времени	1	1
50	него существует только	1	1
51	в его целом	2	1
52	в свое время	1	1
53	по ту сторону	4	1
54	момент и момент	1	1
55	так как его	1	1
56	что может быть	1	1
57	каждого из этих	1	1
58	это и есть	1	1
59	связи с этим	1	1
60	с самого начала	4	1
61	мы знаем что	1	1
62	мы имеем в	1	1
63	лежит на границе	1	1
64	и его школы	1	1
65	таким образом и	1	1
66	вводит нас в	1	1
67	в том что	1	1
68	не нуждается в	2	1
69	как мы знаем	1	1
70	до поры до	1	1
