N	2gram	Bakhtin_Fr_2	Myslijsy
1	потому что	1	49
2	для нас	1	31
3	то есть	32	30
4	и в	49	24
5	может быть	5	23
6	то что	6	20
7	и не	15	19
8	в том	3	18
9	а не	1	18
10	т с	1	18
11	что в	2	16
12	не только	17	15
13	того же	1	14
14	при этом	5	13
15	не в	1	13
16	было бы	3	13
17	то же	7	12
18	но не	5	12
19	мы можем	2	12
20	не может	7	12
21	таким образом	7	11
22	вместе с	2	11
23	если бы	1	11
24	что и	1	11
25	только в	13	11
26	как в	1	10
27	в себе	4	10
28	для него	9	10
29	тогда когда	1	10
30	так что	1	10
31	так как	6	10
32	в звуке	1	10
33	независимо от	1	9
34	в нем	9	9
35	вовсе не	10	9
36	но и	13	9
37	как бы	11	9
38	и на	17	8
39	в этом	15	8
40	том что	4	8
41	могут быть	2	8
42	под влиянием	2	8
43	а в	4	8
44	в чем	1	7
45	во всех	6	7
46	как и	11	7
47	всяком случае	2	7
48	того как	2	7
49	не могут	1	7
50	прежде всего	19	7
51	тем что	4	7
52	того что	1	7
53	во всяком	2	7
54	и как	1	6
55	в то	6	6
56	связи с	2	6
57	есть только	1	6
58	в одном	3	6
59	с другой	4	6
60	не было	4	6
61	не есть	1	6
62	в свою	1	6
63	только как	1	6
64	по поводу	2	6
65	а и	1	5
66	что они	2	5
67	все остальные	1	5
68	все же	7	5
69	уже в	5	5
70	бы не	1	5
71	на то	2	5
72	есть не	1	5
73	не менее	1	5
74	с ним	4	5
75	так и	6	5
76	по мере	1	5
77	о том	3	5
78	тот же	5	5
79	слова в	1	5
80	из них	3	5
81	в них	13	5
82	для того	1	5
83	что не	1	5
84	и их	1	5
85	же в	3	5
86	в которой	1	5
87	в самом	3	4
88	еще не	2	4
89	внутренняя форма	1	4
90	но в	4	4
91	из этих	5	4
92	только один	1	4
93	так сказать	1	4
94	главным образом	1	4
95	в нее	1	4
96	сознание и	1	4
97	с тем	1	4
98	в котором	1	4
99	место в	3	4
100	сих пор	4	4
101	образом в	1	4
102	подобно тому	2	4
103	одна из	4	4
104	таким путем	1	4
105	так в	3	4
106	никогда не	5	4
107	что он	3	4
108	с одной	3	4
109	до сих	4	4
110	влияние на	1	4
111	там где	4	4
112	если не	1	4
113	в человеке	1	4
114	тому как	2	4
115	во время	12	4
116	вряд ли	2	3
117	говоря о	1	3
118	например в	1	3
119	человека и	3	3
120	и то	1	3
121	тем же	1	3
122	с таким	1	3
123	той же	1	3
124	но она	1	3
125	но даже	2	3
126	в создании	1	3
127	только тогда	1	3
128	относится к	5	3
129	хотя и	2	3
130	в целом	1	3
131	думать что	2	3
132	так например	2	3
133	могла бы	1	3
134	на все	3	3
135	его в	1	3
136	это не	1	3
137	кажется что	1	3
138	о которых	1	3
139	рядом с	6	3
140	далеко не	3	3
141	в эту	5	3
142	в этих	4	3
143	себе в	2	3
144	в ней	2	3
145	только от	1	3
146	оно не	1	3
147	как не	1	3
148	языка и	1	3
149	самое это	1	3
150	и вообще	3	3
151	и во	4	3
152	как например	1	3
153	по времени	1	3
154	и у	1	3
155	одно из	1	3
156	искать в	1	3
157	входят в	1	3
158	что для	3	3
159	одной стороны	3	3
160	в самой	2	3
161	но следует	1	3
162	но это	2	3
163	и для	1	3
164	и от	1	3
165	и все	3	3
166	с ними	1	3
167	все что	2	3
168	как на	4	3
169	самом деле	1	2
170	на самом	2	2
171	и есть	1	2
172	отношения к	4	2
173	не во	2	2
174	бы что	1	2
175	с его	5	2
176	только потому	1	2
177	что за	1	2
178	значение и	1	2
179	по отношению	1	2
180	в общем	1	2
181	за пределы	2	2
182	в животном	1	2
183	мысли к	1	2
184	что во	1	2
185	убеждены что	1	2
186	все эти	7	2
187	в нашем	2	2
188	и тот	1	2
189	было связано	2	2
190	перестает быть	2	2
191	всех этих	3	2
192	кажется нам	1	2
193	одной и	1	2
194	и по	1	2
195	на этом	1	2
196	но все	4	2
197	связанные с	2	2
198	в другом	2	2
199	в жизни	4	2
200	само собою	1	2
201	ни с	1	2
202	мы знаем	1	2
203	они служат	1	2
204	и той	1	2
205	мы находим	4	2
206	но он	6	2
207	их в	3	2
208	и его	17	2
209	с теми	1	2
210	сказать что	6	2
211	того чтобы	2	2
212	же время	6	2
213	этих последних	3	2
214	к ней	2	2
215	во всем	3	2
216	животных и	1	2
217	превращается в	3	2
218	во все	2	2
219	указывает на	1	2
220	что слово	2	2
221	существует только	1	2
222	и это	3	2
223	что все	1	2
224	к нам	1	2
225	в собственном	3	2
226	в себя	6	2
227	с самого	1	2
228	что может	1	2
229	после того	1	2
230	стремление к	1	2
231	и здесь	1	2
232	находиться в	1	2
233	и следовательно	2	2
234	если это	1	2
235	одному человеку	1	2
236	в формах	2	2
237	один из	7	2
238	что только	2	2
239	мы видим	1	2
240	в какой	1	2
241	есть в	2	2
242	с нею	1	2
243	а это	1	2
244	не дает	3	2
245	и других	3	2
246	к первой	2	2
247	у него	2	2
248	связано с	2	2
249	такие которые	1	2
250	с общим	1	2
251	к которому	1	2
252	себя и	1	2
253	точке зрения	1	2
254	быть названо	1	2
255	не на	1	2
256	в связи	2	2
257	как именно	2	2
258	так же	2	2
259	ко всем	1	2
260	и потому	5	2
261	быть только	1	2
262	все это	9	2
263	в его	18	2
264	бы в	1	2
265	мы должны	2	2
266	касается до	1	2
267	хотя бы	1	2
268	но если	1	2
269	другой стороны	3	2
270	имеет место	1	2
271	но эти	3	2
272	даже и	2	2
273	к этому	1	2
274	близких к	1	1
275	одним из	2	1
276	отношение к	8	1
277	и действительно	1	1
278	что наконец	1	1
279	он может	1	1
280	тех же	2	1
281	в определенные	1	1
282	и до	4	1
283	должна быть	1	1
284	собственном смысле	2	1
285	влияние языка	1	1
286	видеть в	2	1
287	этот и	1	1
288	и связанное	1	1
289	и за	2	1
290	же образ	1	1
291	мы уже	6	1
292	из всех	1	1
293	к известному	1	1
294	для своего	1	1
295	по величине	1	1
296	которую мы	1	1
297	единство и	1	1
298	как я	1	1
299	существенное значение	3	1
300	мы и	1	1
301	может нам	1	1
302	всех сторон	1	1
303	и самого	1	1
304	которые так	1	1
305	на их	1	1
306	но этого	1	1
307	бы она	1	1
308	что вполне	1	1
309	в ее	3	1
310	после долгого	1	1
311	видели что	1	1
312	могло быть	1	1
313	мы будем	1	1
314	отношение ко	1	1
315	должны были	1	1
316	себе и	2	1
317	один и	1	1
318	на тот	1	1
319	в истории	6	1
320	в одной	1	1
321	если она	1	1
322	чем мы	2	1
323	дает нам	2	1
324	по которому	1	1
325	стороны и	1	1
326	как к	2	1
327	от внешних	1	1
328	у своих	1	1
329	однако не	1	1
330	перед нами	1	1
331	по форме	1	1
332	еще больше	1	1
333	что по	1	1
334	и наконец	1	1
335	духа и	3	1
336	в противоположность	2	1
337	в раннюю	1	1
338	от этого	1	1
339	сливается с	1	1
340	точкой зрения	1	1
341	есть для	2	1
342	он в	1	1
343	за этим	1	1
344	только на	1	1
345	что к	1	1
346	с их	6	1
347	нами в	1	1
348	этого образа	1	1
349	имеем в	2	1
350	бы с	1	1
351	знали что	1	1
352	он не	1	1
353	чем для	1	1
354	есть именно	1	1
355	этого нельзя	1	1
356	том чтобы	1	1
357	на земле	3	1
358	свою силу	1	1
359	из него	1	1
360	его от	1	1
361	значительной степени	2	1
362	том же	1	1
363	смысле в	1	1
364	для изображения	1	1
365	об этом	1	1
366	связанных с	3	1
367	и с	6	1
368	в детях	1	1
369	лишь в	4	1
370	входит в	1	1
371	он есть	1	1
372	известно что	1	1
373	в переводе	1	1
374	ни в	3	1
375	оставляли в	1	1
376	других явлений	1	1
377	не всегда	1	1
378	может почувствовать	1	1
379	мы видели	3	1
380	чем в	1	1
381	в развитии	1	1
382	в царстве	1	1
383	лучше всего	1	1
384	к четвертой	2	1
385	общем не	1	1
386	можно сказать	2	1
387	таким же	1	1
388	можно найти	2	1
389	в такой	1	1
390	и без	2	1
391	вообще нельзя	1	1
392	с точки	5	1
393	ли можно	1	1
394	в их	2	1
395	существовало в	1	1
396	знаем что	1	1
397	что уже	1	1
398	природы но	1	1
399	значение для	1	1
400	поэтому в	1	1
401	не будем	1	1
402	совершенно иначе	1	1
403	не понимает	1	1
404	самое время	1	1
405	страха и	4	1
406	теми же	1	1
407	и эти	2	1
408	и более	4	1
409	природу и	2	1
410	в устах	2	1
411	можем сказать	1	1
412	и вся	1	1
413	сознании в	1	1
414	можно понимать	1	1
415	дело в	1	1
416	к этим	3	1
417	и имеет	1	1
418	он мог	1	1
419	только не	1	1
420	себе только	1	1
421	ничего не	2	1
422	примеров в	1	1
423	их соединение	1	1
424	или как	1	1
425	всего на	1	1
426	ровно ничего	1	1
427	если им	1	1
428	путем то	1	1
429	тела и	1	1
430	однако это	1	1
431	есть к	1	1
432	известной степени	1	1
433	к себе	1	1
434	и сам	1	1
435	его за	1	1
436	к тому	1	1
437	он видит	2	1
438	слова с	1	1
439	на это	1	1
440	с образом	1	1
441	должен быть	1	1
442	место не	1	1
443	самая эта	1	1
444	они стали	1	1
445	как мы	7	1
446	не делает	1	1
447	здесь не	2	1
448	без всякого	2	1
449	из приведенных	1	1
450	только то	2	1
451	всего к	1	1
452	мы наблюдаем	2	1
453	уже за	1	1
454	понимание и	1	1
455	времени и	6	1
456	и которые	1	1
457	во многом	1	1
458	сознания и	2	1
459	приближаются к	1	1
460	по сравнению	2	1
461	на них	1	1
462	бы самое	1	1
463	и внешней	1	1
464	связанное с	2	1
465	некоторых из	1	1
466	именно с	1	1
467	и та	1	1
468	одного из	2	1
469	имеет и	1	1
470	подобные же	1	1
471	живым и	1	1
472	на что	1	1
473	только за	1	1
474	или меньшую	1	1
475	всего можно	1	1
476	и были	2	1
477	ее от	1	1
478	не более	1	1
479	деле в	1	1
480	в ту	2	1
481	слов и	1	1
482	только человеку	1	1
483	как она	1	1
484	большей или	3	1
485	к нему	3	1
486	что здесь	1	1
487	явления в	1	1
