N	2gram	Losev_Dial_1	FransuaR
1	и в	18	56
2	то есть	1	24
3	в его	3	18
4	таким образом	1	17
5	все эти	2	15
6	в этом	12	14
7	в том	9	13
8	так и	9	13
9	в то	6	12
10	и его	1	12
11	то же	10	11
12	вещей и	2	11
13	в них	3	11
14	в этих	5	11
15	как бы	11	11
16	и до	1	10
17	мы уже	1	10
18	еще не	2	10
19	же время	4	10
20	в эпоху	2	10
21	в самом	3	9
22	и не	30	9
23	только в	3	9
24	но и	7	9
25	во всех	1	8
26	не только	13	8
27	в нем	16	8
28	и с	5	8
29	и их	2	8
30	и даже	13	8
31	до сих	2	8
32	и др	1	8
33	сих пор	2	8
34	все это	11	8
35	том что	9	8
36	как мы	4	7
37	у него	1	7
38	в частности	2	7
39	той же	1	6
40	в ее	1	6
41	в этой	1	6
42	но в	6	6
43	эпохи и	1	6
44	точки зрения	17	6
45	вовсе не	7	6
46	мы видим	4	6
47	связи с	1	6
48	прежде всего	10	6
49	в той	1	6
50	все они	1	6
51	и все	3	6
52	потому что	14	6
53	но не	4	5
54	он не	3	5
55	такой же	2	5
56	в отношении	5	5
57	никогда не	9	5
58	один из	3	5
59	ни с	6	5
60	не было	6	5
61	как и	2	5
62	в результате	1	5
63	что в	13	5
64	есть и	5	5
65	и другие	1	5
66	они не	1	5
67	например в	1	4
68	и потому	3	4
69	но по	1	4
70	они были	2	4
71	в ней	3	4
72	не был	2	4
73	и к	1	4
74	в которой	1	4
75	что это	11	4
76	в себе	11	4
77	при этом	1	4
78	что все	1	4
79	и более	4	4
80	даже в	3	4
81	того чтобы	1	4
82	по своей	1	4
83	во всем	2	4
84	форм и	1	4
85	в духе	1	4
86	вещи и	2	4
87	времени и	1	4
88	и других	1	4
89	о том	4	4
90	в ту	1	4
91	с одной	2	4
92	в качестве	2	4
93	конечно не	3	4
94	так как	11	4
95	в особенности	5	4
96	в основе	3	4
97	в их	3	3
98	явлениями и	1	3
99	не просто	7	3
100	в своем	5	3
101	перед нами	1	3
102	кроме того	1	3
103	и наконец	1	3
104	его к	1	3
105	главным образом	1	3
106	всех этих	3	3
107	и самый	1	3
108	не в	6	3
109	но он	1	3
110	и почти	3	3
111	здесь мы	1	3
112	вещами и	1	3
113	и о	3	3
114	характер и	1	3
115	в другом	2	3
116	в образе	1	3
117	все его	1	3
118	а также	1	3
119	между тем	1	3
120	как например	2	3
121	так что	15	3
122	уже не	2	3
123	был бы	1	3
124	мы находим	7	3
125	что и	3	3
126	может быть	17	3
127	здесь в	2	3
128	еще и	3	3
129	что для	3	3
130	сказать что	10	3
131	там где	1	3
132	не были	1	3
133	к его	1	3
134	образом и	2	3
135	в систему	1	3
136	он видел	1	3
137	в связи	1	3
138	бы в	3	3
139	то что	13	3
140	новое время	1	2
141	также и	7	2
142	и то	9	2
143	самом деле	3	2
144	на самом	3	2
145	по преимуществу	1	2
146	что эти	1	2
147	действительности и	3	2
148	для своего	2	2
149	мы не	1	2
150	почти все	2	2
151	и явлений	2	2
152	с другой	6	2
153	совсем не	1	2
154	себе и	2	2
155	что они	3	2
156	хотя и	4	2
157	когда он	1	2
158	и как	7	2
159	в груди	1	2
160	бы и	2	2
161	с их	1	2
162	что одна	3	2
163	что она	7	2
164	ни было	2	2
165	и еще	3	2
166	в виде	2	2
167	не как	2	2
168	для понимания	1	2
169	людей и	1	2
170	так например	1	2
171	в мире	2	2
172	его в	1	2
173	здесь как	1	2
174	ни в	15	2
175	из нее	1	2
176	он и	2	2
177	несмотря на	10	2
178	между собою	2	2
179	в развитии	1	2
180	или менее	3	2
181	для него	2	2
182	и при	2	2
183	в своей	2	2
184	еще недостаточно	1	2
185	в котором	4	2
186	с точки	12	2
187	в которых	2	2
188	мир и	1	2
189	друг другу	3	2
190	если бы	12	2
191	и эти	1	2
192	не могли	1	2
193	дело в	1	2
194	было у	1	2
195	о них	1	2
196	дело не	2	2
197	и вещи	1	2
198	того как	1	2
199	в каком	8	2
200	не потому	1	2
201	ни о	5	2
202	той или	7	2
203	и образ	6	2
204	культуры и	1	2
