N	4gram	Tiupa_Anal_1	Formalny
1	в то же время	6	7
2	бы то ни было	3	4
3	и не может быть	4	3
4	одни и те же	1	3
5	на самом же деле	1	2
6	нет и не может	2	2
7	в химическом соединении с	1	2
8	в той мере в	2	1
9	мы имеем в виду	1	1
10	от отца к сыну	1	1
11	не от отца к	1	1
12	одного и того же	2	1
13	чего бы то ни	1	1
14	какой бы то ни	2	1
15	мере в какой это	1	1
16	в том числе и	1	1
17	той мере в какой	2	1
18	один и тот же	1	1
19	а то и просто	1	1
20	но в таком случае	1	1
21	в том или ином	2	1
22	или ином ее аспекте	1	1
23	с этой точки зрения	1	1
24	т п таким образом	1	1
25	одной и той же	1	1
26	в собственном смысле слова	1	1
27	ни в коем случае	2	1
28	с той или иной	1	1
29	в коем случае не	2	1
30	каков бы ни был	1	1
31	и т п таким	1	1
32	как это происходит в	1	1
33	бы оно ни было	1	1
34	том или ином ее	1	1
35	той же мере и	1	1
36	в той же мере	1	1
