N	2gram	Berdyaev_M_2	Dialekti
1	не есть	13	47
2	и не	18	30
3	т е	4	30
4	это –	22	23
5	может быть	21	20
6	не только	18	19
7	и в	46	19
8	по себе	2	18
9	а не	13	16
10	в себе	10	15
11	что она	5	14
12	потому что	12	14
13	то что	5	14
14	в том	3	14
15	так как	8	14
16	как бы	8	14
17	то же	5	12
18	точки зрения	2	12
19	но и	15	12
20	и все	5	12
21	есть всегда	1	11
22	и как	1	10
23	что это	6	10
24	в нем	22	10
25	ни в	3	10
26	как и	13	10
27	том что	4	10
28	стало быть	1	10
29	сказать что	3	10
30	так и	4	10
31	это не	5	10
32	никогда не	18	9
33	же и	2	9
34	не может	15	9
35	– не	3	9
36	она есть	2	9
37	в этом	20	8
38	в своей	5	8
39	с точки	1	8
40	не в	9	8
41	личности в	2	8
42	она не	8	8
43	прежде всего	12	8
44	– в	2	8
45	это есть	2	8
46	и то	1	7
47	есть не	5	7
48	сама по	1	7
49	так что	2	7
50	и к	7	7
51	должно быть	2	7
52	только тогда	1	7
53	но что	1	7
54	как будто	2	7
55	но это	8	7
56	что в	4	7
57	чтобы не	3	6
58	я не	5	6
59	в религии	1	6
60	что они	3	6
61	в вечности	1	6
62	тогда когда	2	6
63	не могу	6	6
64	и та	2	6
65	что он	7	6
66	есть ни	1	6
67	не потому	1	6
68	что не	2	6
69	– это	2	6
70	того что	6	6
71	да и	2	6
72	он –	8	6
73	личности и	2	6
74	есть и	3	6
75	жизни и	6	6
76	и потому	7	5
77	и это	5	5
78	должна быть	1	5
79	говорить о	1	5
80	есть ли	2	5
81	все равно	3	5
82	жизнь и	4	5
83	иной раз	1	5
84	и его	5	5
85	и с	3	5
86	сознания и	2	5
87	о том	3	5
88	и что	2	5
89	не то	1	5
90	что и	4	5
91	с другой	1	5
92	от смысла	1	5
93	по своему	1	5
94	только что	1	5
95	в самом	5	5
96	только в	3	5
97	и есть	8	4
98	во мне	1	4
99	быть в	1	4
100	и нигде	1	4
101	самом деле	1	4
102	таково же	1	4
103	за пределы	1	4
104	независимо от	1	4
105	в своем	8	4
106	в каком-то	1	4
107	та же	10	4
108	как он	3	4
109	личность но	1	4
110	и если	2	4
111	он не	10	4
112	и вот	5	4
113	одна и	3	4
114	а потом	1	4
115	но он	11	4
116	все это	1	4
117	с ним	3	4
118	по своей	3	4
119	связи с	2	4
120	не могут	1	4
121	той или	1	4
122	в ее	1	4
123	в личности	1	4
124	в другом	1	4
125	может не	1	4
126	к нему	2	4
127	и только	1	4
128	интеллигенции и	1	4
129	уже в	2	4
130	от того	3	4
131	в меру	1	4
132	быть и	2	4
133	хотя бы	7	4
134	а в	2	4
135	же как	3	3
136	сам по	2	3
137	это и	3	3
138	что если	1	3
139	есть религия	4	3
140	вопрос о	6	3
141	что иное	3	3
142	не понятно	1	3
143	иное как	3	3
144	в чем	3	3
145	себе и	2	3
146	в этой	7	3
147	с этим	1	3
148	от этого	2	3
149	это за	1	3
150	но без	1	3
151	после этого	1	3
152	есть та	1	3
153	выйти из	2	3
154	может существовать	1	3
155	же не	1	3
156	об этом	1	3
157	его в	3	3
158	а без	1	3
159	было бы	1	3
160	и уже	1	3
161	и тогда	3	3
162	но я	1	3
163	в этих	2	3
164	что такое	1	3
165	и более	1	3
166	можно ли	3	3
167	ничего не	2	3
168	в разных	2	3
169	или как	1	3
170	хочет быть	1	3
171	должны быть	4	3
172	тут не	2	3
173	вещи и	1	3
174	и религии	1	3
175	– и	1	3
176	уже не	4	3
177	все время	2	3
178	он есть	1	3
179	много раз	2	3
180	есть выражение	2	3
181	бы это	1	3
182	но потому	1	3
183	не было	11	3
184	не сама	1	3
185	о чем	1	3
186	нет ни	2	3
187	в той	1	3
188	и от	3	3
189	его с	2	3
190	е в	2	3
191	была бы	1	3
192	не что	3	3
193	они не	4	3
194	я и	2	2
195	также и	4	2
196	в сфере	2	2
197	человека и	7	2
198	связана с	7	2
199	на самом	1	2
200	он может	1	2
201	только потому	1	2
202	его не	2	2
203	бы ни	1	2
204	как не	1	2
205	в ней	11	2
206	и отличается	1	2
207	он переживает	2	2
208	во всех	2	2
209	в голове	1	2
210	если в	1	2
211	которые не	1	2
212	мере в	1	2
213	как в	7	2
214	и нет	3	2
215	но в	10	2
216	личности а	1	2
217	идея и	3	2
218	в которой	2	2
219	бы и	5	2
220	все эти	1	2
221	раз в	1	2
222	бы только	1	2
223	на его	2	2
224	на этом	2	2
225	но все	1	2
226	в каждом	3	2
227	не будет	3	2
228	в мире	7	2
229	– то	2	2
230	говорил что	1	2
231	на все	3	2
232	с целью	1	2
233	в жизни	4	2
234	она и	1	2
235	с тем	1	2
236	личность может	1	2
237	и потом	1	2
238	как сама	1	2
239	жизни с	1	2
240	их в	1	2
241	личность в	1	2
242	тому что	4	2
243	от обезьяны	1	2
244	что есть	2	2
245	того как	3	2
246	в сущности	2	2
247	у пушкина	1	2
248	не по	1	2
249	в царство	1	2
250	есть судьба	2	2
251	– все	2	2
252	только и	4	2
253	или иная	1	2
254	и вечность	1	2
255	своей природе	1	2
256	уже и	1	2
257	и делает	1	2
258	что на	1	2
259	представлять себе	1	2
260	сомневаться в	1	2
261	сама жизнь	1	2
262	я сам	1	2
263	к тому	5	2
264	воля к	1	2
265	всегда есть	2	2
266	в конце	5	2
267	та или	1	2
268	и человек	3	2
269	культуры и	1	2
270	в бесконечность	1	2
271	что у	4	2
272	и должно	3	2
273	он берет	1	2
274	все в	1	2
275	между тем	2	2
276	его личности	1	2
277	и можно	3	2
278	нем и	1	2
279	и она	3	2
280	мы должны	1	2
281	мы видим	2	2
282	оба вместе	1	2
283	в какой	1	2
284	на мир	1	2
285	себя в	4	2
286	есть в	3	2
287	и они	1	2
288	а потому	1	2
289	тем что	3	2
290	момент в	3	2
291	до сих	3	2
292	но нельзя	1	2
293	и прежде	1	2
294	души и	2	2
295	человека но	1	2
296	человеческой жизни	2	2
297	жизнь в	6	2
298	ни на	1	2
299	вместе с	2	2
300	так же	6	2
301	что личность	2	2
302	в изображении	1	2
303	что же	2	2
304	– что	1	2
305	сам не	2	2
306	сих пор	3	2
307	есть что-то	4	2
308	которые были	1	2
309	же есть	3	2
310	и часто	1	2
311	в другое	1	2
312	есть уже	4	2
313	это все	2	2
314	не быть	1	2
315	которая есть	2	2
316	и жизнь	1	2
317	ее в	2	2
318	в своих	3	2
319	я ни	1	1
320	который должен	2	1
321	смысле слова	3	1
322	от этой	2	1
323	он также	2	1
324	того же	1	1
