N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	41
2	то есть	12	20
3	таким образом	1	19
4	в этом	16	15
5	как и	16	14
6	и все	3	14
7	то же	6	13
8	все эти	3	13
9	в этой	4	13
10	в его	3	12
11	в себе	19	11
12	в том	8	11
13	прежде всего	7	11
14	так и	9	10
15	в то	5	10
16	все это	2	10
17	в своем	5	9
18	не в	3	9
19	же время	5	9
20	и его	3	9
21	в качестве	16	9
22	и т.п	12	9
23	но и	11	9
24	что в	5	9
25	но в	11	8
26	то что	5	8
27	и от	1	8
28	в нем	7	7
29	в эпоху	1	7
30	вовсе не	1	7
31	в них	3	7
32	как бы	4	7
33	и не	15	7
34	в романе	1	7
35	и до	1	6
36	ни в	7	6
37	о том	4	6
38	только в	3	6
39	это не	3	6
40	есть в	2	6
41	для него	5	6
42	в году	1	5
43	как в	8	5
44	не только	10	5
45	на этом	1	5
46	точки зрения	4	5
47	того как	1	5
48	потому что	4	5
49	всего в	1	5
50	и это	2	5
51	в ней	2	5
52	на одном	1	5
53	и брань	1	5
54	до нас	1	5
55	что и	2	5
56	вместе с	2	5
57	и для	2	5
58	а в	2	5
59	к этому	4	5
60	место в	2	4
61	в сущности	1	4
62	момент в	2	4
63	и на	5	4
64	хотя и	1	4
65	и наконец	3	4
66	он не	3	4
67	картины мира	7	4
68	но все	1	4
69	и с	2	4
70	должно быть	2	4
71	том что	10	4
72	одном из	3	4
73	одна из	1	4
74	ничего не	1	4
75	в образе	1	4
76	и здесь	1	4
77	слов и	1	4
78	может быть	16	4
79	мира в	3	4
80	к жизни	3	4
81	мира и	4	4
82	том числе	1	4
83	этом свете	1	3
84	например в	3	3
85	и есть	1	3
86	с точки	2	3
87	проникает в	1	3
88	той же	2	3
89	я не	1	3
90	с ее	2	3
91	проявляется в	3	3
92	он был	1	3
93	во всех	1	3
94	путь в	1	3
95	лица и	1	3
96	так сказать	1	3
97	при этом	17	3
98	но именно	1	3
99	в мире	11	3
100	его в	3	3
101	несмотря на	1	3
102	в своей	6	3
103	верха и	1	3
104	тем самым	6	3
105	не должно	1	3
106	тем что	1	3
107	как о	1	3
108	все то	1	3
109	хвала и	5	3
110	о нем	1	3
111	нас в	1	3
112	в форме	1	3
113	в формах	2	3
114	что он	2	3
115	поэтому и	1	3
116	из них	3	3
117	и их	1	3
118	в одном	4	3
119	нового времени	5	3
120	не на	2	3
121	не было	3	3
122	но есть	1	3
123	в описании	1	3
124	не может	9	3
125	в той	2	3
126	в это	1	3
127	и низа	1	3
128	такой же	2	3
129	но это	3	3
130	не подлежит	2	3
131	и брани	1	3
132	не знает	3	3
133	того же	2	3
134	жизни и	3	3
135	это в	2	3
136	как нечто	1	2
137	также и	3	2
138	и то	4	2
139	и так	1	2
140	есть не	1	2
141	мы не	1	2
142	в которой	1	2
143	еще не	6	2
144	в которых	1	2
145	время в	2	2
146	в чем	1	2
147	с его	6	2
148	точка зрения	1	2
149	по отношению	4	2
150	отношение к	2	2
151	не просто	1	2
152	в одной	1	2
153	первых двух	1	2
154	перед нами	3	2
155	но без	1	2
156	рассказ о	2	2
157	и еще	1	2
158	свое время	2	2
159	одно и	2	2
160	человека в	4	2
161	значительной степени	1	2
162	и может	3	2
163	но их	1	2
164	далеко не	2	2
165	мы имеем	2	2
166	брань и	1	2
167	числе и	1	2
168	историческое время	1	2
169	в этих	3	2
170	во второй	1	2
171	хвалы и	2	2
172	мы в	1	2
173	своего рода	10	2
174	их в	2	2
175	дело не	1	2
176	дело в	2	2
177	в процессе	1	2
178	эпизод как	1	2
179	и всегда	1	2
180	этом отношении	4	2
181	в области	2	2
182	не знаем	1	2
183	к тому	1	2
184	не есть	1	2
185	оно не	1	2
186	должен быть	1	2
187	и образ	1	2
188	в себя	2	2
189	с самого	1	2
190	роль в	4	2
191	картина мира	4	2
192	никогда не	2	2
193	здесь как	1	2
194	отсюда и	2	2
195	остановимся на	1	2
196	в разных	1	2
197	этой традиции	2	2
198	а также	8	2
199	и т.д	1	2
200	одного из	4	2
201	в значительной	1	2
202	и во	1	2
203	еще более	1	2
204	того что	1	2
205	одной из	1	2
206	и ее	3	2
207	для всех	1	2
208	уже не	3	2
209	в большинстве	2	2
210	только на	1	2
211	же в	1	2
212	большинстве случаев	1	2
213	и со	1	2
214	к человеку	1	2
215	отношению к	4	2
216	к самому	1	2
217	в особенности	1	2
218	именно в	2	2
219	и др	1	2
220	образ смерти	1	2
221	до конца	1	2
222	а не	14	2
223	его как	1	2
224	может иметь	2	2
225	преисподняя в	1	2
226	из которых	1	2
227	по своему	1	2
228	в данном	7	2
229	в состоянии	1	2
230	в результате	2	2
231	интерес к	2	2
232	и как	3	2
233	с ним	1	2
234	ни было	1	2
235	одновременно и	1	2
236	в свое	2	2
237	нас не	1	2
238	во всяком	1	2
239	одним из	1	1
240	к их	2	1
241	переходит к	1	1
242	в такой	1	1
243	замкнутых в	1	1
244	самом деле	1	1
245	тех же	1	1
246	это и	1	1
247	оказывается тем	1	1
248	в первом	1	1
249	характерное для	1	1
250	всем что	1	1
251	должна быть	2	1
252	к рассказу	1	1
253	том какое	1	1
254	с таким	2	1
255	его не	1	1
256	он как	1	1
257	принадлежит к	3	1
258	они были	1	1
259	но даже	1	1
260	ему в	1	1
261	героев в	1	1
262	это время	1	1
263	моменты как	1	1
264	он сам	1	1
265	не был	1	1
266	это своего	1	1
267	в сюжете	1	1
268	жизни с	1	1
269	там и	1	1
