N	3gram	Ircho_Kome_3	Myshleni
1	в том что	9	19
2	по сравнению с	2	14
3	по отношению к	3	10
4	с точки зрения	3	10
5	для того чтобы	6	8
6	с самого начала	4	7
7	к тому что	1	7
8	в то время	2	6
9	можно сказать что	1	6
10	то же самое	3	6
11	в зависимости от	1	5
12	то время как	2	5
13	друг с другом	1	5
14	потому что он	1	4
15	по самой своей	1	4
16	в самом начале	1	4
17	на то что	1	4
18	самой своей природе	1	4
19	до сих пор	9	3
20	в этом отношении	2	3
21	в первую очередь	1	3
22	так же точно	1	3
23	в первом случае	1	3
24	не в состоянии	1	2
25	состоит в том	2	2
26	в том же	1	2
27	в этом случае	2	2
28	и не может	1	2
29	независимо от того	1	2
30	несмотря на то	1	2
31	вместе с тем	3	2
32	как раз в	1	2
33	его отношение к	1	2
34	то что он	1	2
35	самого начала что	1	2
36	с другой стороны	2	2
37	именно потому что	2	2
38	в связи с	3	2
39	таким образом что	1	1
40	разве не ясно	1	1
41	но как раз	1	1
42	в силу этого	1	1
43	и в своей	1	1
44	сравнению с тем	1	1
45	мы можем заключить	1	1
46	это в свою	1	1
47	в том числе	1	1
48	в ответ на	1	1
49	о том как	3	1
50	мы можем теперь	1	1
51	обстоит дело с	2	1
52	друг от друга	1	1
53	на первый план	1	1
54	что он не	2	1
55	в отличие от	1	1
56	иначе обстоит дело	2	1
57	том числе и	1	1
58	самым тесным образом	1	1
59	с этой точки	1	1
60	как мы знаем	1	1
61	что мы не	1	1
62	едва ли не	1	1
63	один из них	1	1
64	с одной стороны	3	1
65	на этот раз	2	1
66	зависимости от того	1	1
67	и в этом	1	1
68	в одной точке	1	1
69	но вместе с	1	1
70	все равно что	1	1
71	вопрос о том	1	1
72	как бы в	1	1
73	и в силу	1	1
74	можем заключить что	1	1
75	этой точки зрения	1	1
76	и в отношении	1	1
77	нас в этом	1	1
78	то обстоятельство что	2	1
79	же самое что	1	1
80	в свою очередь	6	1
81	чем он его	1	1
82	в самом деле	6	1
83	к одному и	1	1
84	не с точки	1	1
85	об этом уже	1	1
86	после того как	1	1
87	в раннем детстве	1	1
88	тем не менее	3	1
89	подобно тому как	1	1
90	ничего общего с	1	1
91	что и в	2	1
92	из того же	2	1
93	в конце концов	2	1
94	решение вопроса об	1	1
95	в настоящее время	1	1
