N	3gram	Vinokur_Vv_1	Psycholo
1	для того чтобы	21	19
2	в том что	12	12
3	все то что	1	11
4	о том что	12	10
5	в самом деле	5	7
6	то же самое	2	6
7	что в нем	2	5
8	к тому что	1	5
9	на самом деле	1	5
10	с самого начала	1	5
11	с точки зрения	2	4
12	можно было бы	3	4
13	как раз в	1	4
14	совершенно ясно что	1	3
15	точно так же	2	3
16	не то что	1	3
17	так как она	1	3
18	так же как	1	3
19	в том чтобы	5	3
20	в конце концов	2	3
21	смысле этого слова	2	3
22	и в этом	3	3
23	во всяком случае	3	3
24	заключается в том	3	3
25	говорить о том	1	3
26	и т п	5	3
27	до сих пор	5	3
28	это не просто	1	3
29	с одной стороны	4	3
30	сама по себе	3	3
31	и в конце	1	2
32	потому что он	2	2
33	тех пор пока	1	2
34	сказать что в	1	2
35	никак не может	1	2
36	как она есть	2	2
37	сам по себе	1	2
38	вместе с тем	3	2
39	же самое что	2	2
40	с другой стороны	5	2
41	и той же	2	2
42	что может быть	3	2
43	что в ней	1	2
44	вовсе может быть	1	2
45	и в самом	3	2
46	до тех пор	1	2
47	было бы сказать	1	2
48	одной и той	2	2
49	мы уже знаем	1	2
50	и т д	37	2
51	что иное как	4	1
52	что в этом	2	1
53	какой бы то	1	1
54	по отношению к	4	1
55	ответить на этот	1	1
56	и как раз	1	1
57	это то же	1	1
58	после этого уже	1	1
59	подобно тому как	1	1
60	также и в	2	1
61	бы сказать что	1	1
62	и надо сказать	1	1
63	что она была	2	1
64	по самой своей	2	1
65	речь идет об	1	1
66	него в этом	1	1
67	нужно было бы	1	1
68	чтобы сделать эти	1	1
69	и которая в	1	1
70	бы то ни	1	1
71	потому что это	1	1
72	только то что	1	1
73	из того что	1	1
74	с тем что	3	1
75	от которых не	1	1
76	человеческой природы и	1	1
77	то же время	5	1
78	на этот вопрос	3	1
79	самого по себе	1	1
80	д все это	1	1
81	с этой точки	1	1
82	и что это	1	1
83	в том или	1	1
84	уже о том	1	1
85	на эту тему	1	1
86	то что у	1	1
87	и на других	1	1
88	того чтобы он	2	1
89	того чтобы понять	2	1
90	же ясно что	1	1
91	то ни было	1	1
92	тот факт что	1	1
93	на одной из	1	1
94	чем то что	1	1
95	а также и	2	1
96	в том как	1	1
97	чтобы увидеть что	1	1
98	в свою очередь	1	1
99	дело в том	2	1
100	и исследования и	1	1
101	по себе так	1	1
102	т д все	2	1
103	на тему о	1	1
104	в точном смысле	1	1
105	того чтобы сделать	1	1
106	это только одна	1	1
107	а не только	1	1
108	в целом ряде	2	1
109	в нем есть	1	1
110	тем что в	1	1
111	которая лежит в	1	1
112	у него в	1	1
113	не может быть	8	1
114	вовсе не в	2	1
115	то обстоятельство что	1	1
116	потому что все	1	1
117	не что иное	4	1
118	имел в виду	1	1
119	которая сама по	1	1
120	смотреть как на	1	1
121	потому что и	1	1
122	всего того что	1	1
123	и что следовательно	1	1
124	этой точки зрения	1	1
125	и никогда не	1	1
126	к выводу что	5	1
127	как раз наоборот	1	1
128	художественной литературы и	1	1
129	не только в	4	1
130	с этой стороны	1	1
131	можно сказать что	3	1
132	и в результате	1	1
133	в этом смысле	10	1
134	то что могло	2	1
135	в то же	5	1
136	как мы уже	1	1
137	самой своей природе	2	1
138	в предисловии к	1	1
139	что это есть	1	1
140	в средние века	1	1
141	но в этом	1	1
142	но и за	1	1
143	том или ином	1	1
144	может быть в	2	1
145	таким образом по	2	1
146	не до конца	2	1
147	так или иначе	4	1
