N	3gram	Nazirov_Vr_1	Myshleni
1	в том что	2	11
2	с точки зрения	2	9
3	так же как	1	7
4	в известном смысле	1	7
5	в этом отношении	1	5
6	заключается в том	1	5
7	в то время	1	4
8	о том что	1	4
9	до сих пор	1	3
10	в свою очередь	1	3
11	не может быть	2	3
12	не только не	1	3
13	о том как	1	2
14	и не может	1	2
15	в той же	1	2
16	и то что	1	2
17	то что они	1	2
18	в этот период	1	2
19	в высшей степени	1	2
20	но при этом	1	2
21	а с другой	1	2
22	с другой стороны	1	2
23	его отношение к	1	2
24	уже на пороге	1	2
25	да и в	1	1
26	и уже по	1	1
27	в этом смысле	1	1
28	в том же	1	1
29	а тем более	1	1
30	на первый план	1	1
31	объяснить то что	1	1
32	независимо от того	1	1
33	одно и то	1	1
34	не имеет никаких	1	1
35	но и это	1	1
36	и что в	2	1
37	но мы знаем	1	1
38	и то же	1	1
39	по нашему мнению	1	1
40	в связи с	3	1
41	во всяком случае	1	1
42	тем самым он	1	1
43	шаг за шагом	1	1
44	тем не менее	1	1
45	не было бы	1	1
46	есть все основания	1	1
47	последовательность в развитии	1	1
48	и никогда не	1	1
49	но в этом	1	1
50	в то же	4	1
51	к вопросу о	1	1
52	что уже в	1	1
53	что в этой	1	1
