N	2gram	Tiupa_Anal_2	Psycholo
1	то что	7	44
2	и в	16	33
3	в этом	18	28
4	и что	1	25
5	как бы	10	25
6	потому что	1	24
7	том что	12	22
8	может быть	6	22
9	что в	2	21
10	в том	12	21
11	о том	7	20
12	только что	1	15
13	как это	6	14
14	таким образом	2	13
15	то есть	9	13
16	так же	2	13
17	и не	12	13
18	все это	4	13
19	сказать что	2	13
20	самом деле	1	12
21	в самом	6	12
22	было бы	3	12
23	к тому	7	12
24	и все	3	12
25	так как	1	12
26	он не	2	11
27	что все	2	11
28	на то	2	10
29	что она	2	10
30	если бы	3	10
31	в его	2	10
32	как она	1	10
33	не может	4	10
34	то же	4	9
35	в этой	9	9
36	и если	3	9
37	по себе	2	9
38	как раз	4	9
39	в конце	4	8
40	как будто	3	8
41	в рассказе	1	8
42	вместе с	2	8
43	в своем	4	7
44	раз в	1	7
45	не только	16	7
46	в нем	1	7
47	так что	3	7
48	же точно	1	7
49	когда он	1	7
50	для нас	1	7
51	и т	1	6
52	в сущности	4	6
53	перед нами	1	6
54	все эти	1	6
55	в себе	7	6
56	точки зрения	4	6
57	тому что	1	6
58	же после	1	6
59	же самое	1	6
60	никак не	2	6
61	это не	1	6
62	мы видим	1	6
63	у него	4	6
64	а не	10	6
65	мы должны	1	6
66	как на	1	6
67	мы уже	1	5
68	полагает что	1	5
69	в целом	8	5
70	и на	6	5
71	о смерти	1	5
72	и как	1	5
73	как он	1	5
74	как и	14	5
75	нисколько не	1	5
76	никогда не	3	5
77	и его	4	5
78	казалось бы	3	5
79	с ним	2	5
80	заключается в	1	5
81	в какой	1	5
82	вовсе не	2	5
83	разговора с	1	5
84	из этого	1	5
85	той же	2	4
86	в которой	1	4
87	я не	1	4
88	говорит о	5	4
89	что автор	1	4
90	это было	2	4
91	слова и	1	4
92	в своей	2	4
93	с точки	2	4
94	одна из	1	4
95	на него	2	4
96	а в	3	4
97	с другом	1	4
98	у нас	1	4
99	так например	2	4
100	как мы	3	4
101	и о	1	4
102	можно было	3	4
103	жизнь и	1	4
104	об этом	1	4
105	о нем	1	4
106	того что	2	4
107	в двух	2	4
108	этот вопрос	1	4
109	только в	4	4
110	себя в	2	4
111	в жизни	1	4
112	из них	3	4
113	по поводу	3	4
114	в частности	16	4
115	мы узнаем	2	4
116	друг с	1	4
117	исходя из	1	4
118	с этой	1	4
119	об убийстве	1	4
120	совершенно не	1	4
121	ее в	1	4
122	это в	1	4
123	к этому	2	4
124	в таком	2	4
125	речь идет	2	3
126	совершенно новый	1	3
127	и сюжет	1	3
128	идет о	1	3
129	и до	2	3
130	и за	3	3
131	говорить о	6	3
132	событий и	1	3
133	и он	2	3
134	что его	1	3
135	слова как	1	3
136	но не	4	3
137	в сторону	5	3
138	сама по	1	3
139	как в	4	3
140	разговор о	1	3
141	что может	1	3
142	на этом	4	3
143	его в	2	3
144	ни в	1	3
145	этого слова	3	3
146	далеко не	1	3
147	обратимся к	1	3
148	всех этих	1	3
149	но если	1	3
150	борьбу с	1	3
151	что этот	1	3
152	тем самым	4	3
153	она не	2	3
154	в то	2	3
155	пути и	1	3
156	материала в	1	3
157	и для	2	3
158	во все	1	3
159	он видит	1	3
160	с ее	2	3
161	в пределах	9	3
162	в мире	6	3
163	так и	15	3
164	к анализу	1	3
165	и здесь	1	3
166	в драме	1	3
167	что и	3	3
168	вслед за	2	3
169	дело с	1	3
170	в уста	1	3
171	с одной	5	3
172	узнает о	2	3
173	тому же	4	3
174	в одном	2	3
175	сами по	1	3
176	тем что	3	3
177	бы это	1	3
178	и из	1	3
179	но и	12	3
180	на этот	2	3
181	здесь в	2	3
182	обратиться к	1	3
183	одной стороны	4	3
184	означало бы	1	3
185	эти слова	1	3
186	да и	1	3
187	еще раз	1	3
188	здравого смысла	2	3
189	при таком	2	3
190	указывает на	1	3
191	тот же	1	3
192	к этой	1	3
193	точно так	1	3
194	также и	1	2
195	и то	3	2
196	между двумя	4	2
197	на две	3	2
198	из его	2	2
199	сам автор	1	2
200	а как	2	2
201	мы имеем	3	2
202	рассказа об	1	2
203	и ее	1	2
204	когда речь	1	2
205	не был	3	2
206	столь же	4	2
207	с его	1	2
208	во всех	4	2
209	же самые	1	2
210	истинный смысл	1	2
211	и всякий	1	2
212	себе и	1	2
213	со стороны	3	2
214	как говорит	2	2
215	в художественном	1	2
216	что касается	3	2
217	однако не	1	2
218	и наконец	1	2
219	не в	4	2
220	и к	5	2
221	в действительности	3	2
222	но в	6	2
223	говорит не	1	2
224	тому как	3	2
225	бы и	1	2
226	мне не	1	2
227	всего романа	1	2
228	представляет собой	8	2
229	бы не	1	2
230	из этих	1	2
231	если он	1	2
232	с чем	1	2
233	по словам	1	2
234	при этом	10	2
235	читателя в	4	2
236	едва ли	3	2
237	что ни	1	2
238	никому не	1	2
239	конца и	1	2
240	только одно	1	2
241	в них	1	2
242	иначе говоря	11	2
243	такой же	1	2
244	взгляд на	1	2
245	в такой	1	2
246	это делает	1	2
247	в котором	2	2
248	в их	3	2
249	место в	3	2
250	и эти	1	2
251	даже в	2	2
252	и другое	1	2
253	не имеет	2	2
254	только не	4	2
255	же время	2	2
256	и является	4	2
257	для анализа	1	2
258	только с	1	2
259	узнаем о	1	2
260	мысли о	1	2
261	мы могли	1	2
262	что при	1	2
263	о них	1	2
264	в ее	1	2
265	что такой	1	2
266	те же	2	2
267	времени и	1	2
268	в последней	1	2
269	в словах	3	2
270	ничего не	9	2
271	мире в	1	2
272	можно сказать	4	2
273	в виду	1	2
274	воли и	3	2
275	сводится к	3	2
276	внимание на	2	2
277	но мы	1	2
278	один из	2	2
279	ли он	1	2
280	почти все	1	2
281	связи с	1	2
282	уже в	1	2
283	не все	1	2
284	его и	1	2
285	одно из	2	2
286	дело и	1	2
287	к самому	1	2
288	даже не	1	2
289	и точно	1	2
290	на примере	1	2
291	с другой	6	2
292	на ее	1	2
293	именно в	3	2
294	той точки	1	2
295	с той	2	2
296	композиции как	2	2
297	прежде всего	3	2
298	была бы	2	2
299	повествования и	3	2
300	до этого	1	2
301	и потому	1	2
302	в тех	1	2
303	по существу	2	2
304	как нельзя	1	2
305	и недаром	1	2
306	со всей	1	2
307	не является	1	2
308	сюжета и	3	2
309	в результате	3	2
310	его не	1	2
311	показать как	1	2
312	хотя бы	1	2
313	все они	1	2
314	но автор	1	2
315	эстетический смысл	1	2
316	слово в	1	2
317	героя и	1	2
318	другой стороны	2	2
319	а другой	1	2
320	самое что	1	2
321	который не	1	2
322	автор для	1	1
323	этого в	1	1
324	зависимость от	1	1
325	таком случае	2	1
326	с жизнью	1	1
327	художественного произведения	2	1
328	он произносит	2	1
329	о самом	1	1
330	того же	4	1
331	и должны	1	1
