N	3gram	Trubetskoy_1	Psycholo
1	для того чтобы	6	19
2	на то что	4	16
3	в том что	7	14
4	о том что	2	6
5	заключается в том	1	6
6	к тому что	2	6
7	в самом деле	1	5
8	до сих пор	5	5
9	совершенно ясно что	1	5
10	заключает в себе	1	4
11	тот факт что	2	4
12	и как бы	1	4
13	друг к другу	1	4
14	то же самое	1	3
15	в лучшем случае	3	3
16	вместе с тем	3	3
17	на этот вопрос	1	3
18	и то что	3	3
19	и что в	1	3
20	так как это	1	3
21	о котором мы	1	3
22	с самого начала	1	3
23	можно было бы	3	3
24	друг с другом	14	3
25	в этом отношении	1	3
26	и того же	1	2
27	сводится к тому	1	2
28	состоит в том	1	2
29	одного и того	1	2
30	в этом случае	3	2
31	с точки зрения	9	2
32	котором мы говорили	1	2
33	бы показать что	1	2
34	то что оно	1	2
35	так же как	1	2
36	в данном случае	3	2
37	в том чтобы	1	2
38	в конце концов	3	2
39	указывает на то	1	2
40	мы говорили выше	1	2
41	в том и	2	2
42	о которых мы	1	2
43	не может быть	4	2
44	вопрос о том	1	2
45	той или иной	3	2
46	друг от друга	2	2
47	совершенно очевидно что	1	2
48	и таким образом	1	2
49	на самом деле	6	2
50	для нас важно	1	1
51	в том виде	1	1
52	которых мы говорили	1	1
53	том виде как	1	1
54	на целый ряд	1	1
55	уверены в том	1	1
56	прежде всего на	1	1
57	но и ни	1	1
58	гармонии всех элементов	1	1
59	дело в том	1	1
60	уже указали выше	1	1
61	по отношению к	1	1
62	более или менее	4	1
63	при внимательном рассмотрении	1	1
64	одной из этих	1	1
65	в каждый данный	1	1
66	убедимся что в	1	1
67	совершенно ином виде	1	1
68	во многих случаях	1	1
69	а в том	1	1
70	и в этом	1	1
71	каждый данный момент	1	1
72	что с точки	1	1
73	до известной степени	1	1
74	в другом месте	1	1
75	что он не	2	1
76	по отношению ко	1	1
77	было бы показать	1	1
78	только то что	1	1
79	в своем целом	1	1
80	доказательством этому служит	1	1
81	к тому чтобы	4	1
82	элементов из которых	1	1
83	от нас и	1	1
84	в значительной мере	2	1
85	но не о	1	1
86	несмотря на то	1	1
87	по крайней мере	1	1
88	в том случае	4	1
89	и в частности	1	1
90	свою судьбу в	1	1
91	к себе и	1	1
92	показать что и	1	1
93	в применении к	1	1
94	и если в	3	1
95	в противоречие с	2	1
96	в основе его	1	1
97	заключающим в себе	1	1
98	жизни но и	1	1
99	смысле этого слова	1	1
100	с этим взглядом	1	1
101	но она не	2	1
102	только с этой	1	1
103	еще не было	1	1
104	что ни одна	1	1
105	то есть не	1	1
106	все до сих	1	1
107	и потому нас	1	1
108	и в том	2	1
109	потому что они	1	1
110	того или иного	2	1
111	человек о котором	1	1
112	из которых каждый	2	1
113	в свою очередь	1	1
114	ни одна из	2	1
115	речь идет о	1	1
116	именно в силу	1	1
117	тем что он	1	1
118	и все же	1	1
119	в полной мере	1	1
120	в совершенно ином	1	1
121	образом оказывается что	1	1
122	и только в	1	1
123	и в другом	2	1
