N	3gram	Tiupa_Hudo_1	Istorich
1	в этих случаях	1	8
2	точно так же	1	6
3	в этом случае	1	5
4	мы имеем в	3	5
5	в том что	7	5
6	что он не	1	4
7	так же как	1	4
8	в связи с	1	4
9	по отношению к	9	3
10	подобно тому как	1	3
11	с одной стороны	2	3
12	что иное как	1	2
13	иметь в виду	1	2
14	в таких случаях	1	2
15	не что иное	1	2
16	в одном случае	1	2
17	с другой стороны	5	2
18	не может быть	3	2
19	о том что	1	2
20	дело не в	1	2
21	к тому же	1	2
22	в лес но	1	1
23	в виду что	1	1
24	друг от друга	1	1
25	в одной из	1	1
26	в отличие от	7	1
27	мы видим в	1	1
28	с которыми он	1	1
29	и то же	3	1
30	как один из	1	1
31	тем не менее	3	1
32	так или иначе	3	1
33	в себе в	1	1
34	при всей своей	1	1
35	есть не что	1	1
36	по себе а	1	1
37	это и есть	1	1
38	а в другом	1	1
39	и прежде всего	1	1
40	в последней главе	1	1
41	из этих двух	1	1
42	в силу своей	1	1
43	один из видов	1	1
44	том что он	1	1
45	именно эта сторона	1	1
46	но в отличие	1	1
