N	2gram	Bakhtin_Fr_4	TeoriaLi
1	в мире	1	24
2	не только	10	18
3	в качестве	3	17
4	и не	16	16
5	и в	29	13
6	в частности	3	13
7	то есть	21	12
8	так и	11	12
9	может быть	2	12
10	в этом	11	11
11	при этом	3	11
12	в том	7	11
13	но не	2	10
14	и его	8	10
15	то же	10	9
16	в его	8	9
17	своего рода	6	8
18	но и	9	8
19	что в	1	8
20	отличие от	1	7
21	в себе	3	7
22	том что	3	7
23	точки зрения	4	7
24	в отличие	1	7
25	в то	10	7
26	по своей	3	7
27	во второй	2	7
28	только в	2	7
29	себя в	2	7
30	в данном	1	7
31	еще не	4	6
32	с его	4	6
33	но в	12	6
34	в первой	1	6
35	место в	2	6
36	же время	8	6
37	как бы	8	6
38	жизни как	1	5
39	данном случае	1	5
40	в своем	3	5
41	в самом	1	5
42	он не	3	5
43	как и	12	5
44	в нем	5	5
45	в ее	3	5
46	а также	2	5
47	и одновременно	4	5
48	уже не	2	5
49	не случайно	3	5
50	с другой	4	5
51	как в	2	5
52	между ними	2	5
53	по преимуществу	3	4
54	говорить о	1	4
55	конечном счете	1	4
56	отношение к	1	4
57	хотя и	2	4
58	то что	4	4
59	ни в	2	4
60	в слове	2	4
61	в своей	5	4
62	в их	2	4
63	или менее	3	4
64	не столько	2	4
65	можно сказать	1	4
66	в конечном	1	4
67	в форме	1	4
68	и ее	1	4
69	но он	6	4
70	и т.п	12	4
71	мира и	4	4
72	в свою	1	4
73	сказать что	5	4
74	не может	2	4
75	более или	3	4
76	и то	2	3
77	не все	1	3
78	а всего	1	3
79	перед нами	4	3
80	и к	2	3
81	в противоположность	1	3
82	все эти	9	3
83	в нашем	4	3
84	в этой	13	3
85	и вот	3	3
86	и по	5	3
87	его в	9	3
88	и сам	3	3
89	в этих	2	3
90	все прочие	1	3
91	в отношении	1	3
92	никогда не	2	3
93	как раз	2	3
94	потому что	1	3
95	в эпизоде	2	3
96	свою очередь	1	3
97	другой стороны	3	3
98	так в	1	3
99	и что	1	3
100	входит в	1	3
101	того что	3	3
102	а с	1	3
103	в итоге	1	3
104	для него	1	3
105	с ее	3	3
106	именно в	2	3
107	и др	4	3
108	нового времени	2	3
109	прежде всего	8	3
110	в соответствии	1	3
111	и потому	1	3
112	по своему	4	3
113	этого слова	1	3
114	мира в	1	3
115	к которому	2	3
116	таким образом	20	3
117	или в	2	3
118	в основе	2	3
119	речи и	1	3
120	отношения к	1	2
121	того же	5	2
122	и это	2	2
123	это и	5	2
124	тех или	1	2
125	перед лицом	2	2
126	но она	2	2
127	принадлежит к	1	2
128	в целом	1	2
129	в чем	3	2
130	но как	3	2
131	у него	5	2
132	за пределы	1	2
133	что они	2	2
134	как к	3	2
135	и как	3	2
136	самом начале	1	2
137	в которой	4	2
138	образом и	3	2
139	право на	1	2
140	рассказ о	1	2
141	к одному	1	2
142	в году	3	2
143	или иных	1	2
144	одно и	1	2
145	здесь мы	1	2
146	об этом	1	2
147	это не	5	2
148	соответствии с	2	2
149	вовсе не	9	2
150	и того	1	2
151	одного и	1	2
152	с точки	2	2
153	их в	2	2
154	даже в	1	2
155	автора и	1	2
156	дело не	1	2
157	текста но	1	2
158	казалось бы	1	2
159	как будто	2	2
160	и для	2	2
161	и о	5	2
162	здесь не	3	2
163	в себя	2	2
164	роль в	3	2
165	к его	1	2
166	если бы	1	2
167	в виду	2	2
168	и здесь	3	2
169	о том	2	2
170	что каждый	1	2
171	это было	1	2
172	к нему	3	2
173	в литературе	4	2
174	текст в	1	2
175	в аспекте	1	2
176	с одной	2	2
177	этой системе	3	2
178	в большинстве	6	2
179	последующих частях	1	2
180	в конце	9	2
181	и даже	3	2
182	со стороны	2	2
183	одной стороны	2	2
184	не на	2	2
185	о чем	2	2
186	на фоне	1	2
187	так же	7	2
188	в той	2	2
189	в мировой	1	2
190	к тому	2	2
191	жизни в	2	2
192	одной из	2	2
193	о своем	2	2
194	в романе	10	2
195	что он	4	2
196	культуры в	1	2
197	те же	1	1
198	также и	4	1
199	с жизнью	2	1
200	человека и	1	1
201	связана с	4	1
202	границ и	1	1
203	же по	1	1
204	и есть	4	1
205	над этим	1	1
206	этого мира	1	1
207	и до	5	1
208	из его	1	1
209	сливается с	1	1
210	со всех	1	1
211	той же	3	1
212	же как	1	1
213	при анализе	1	1
214	акта в	1	1
215	со смертью	1	1
216	все и	1	1
217	от всего	1	1
218	в каждый	1	1
219	из дальнейшего	1	1
220	не вполне	1	1
221	и такой	1	1
222	и со	2	1
223	которое в	1	1
224	момент в	1	1
225	собой в	1	1
226	проявляет себя	1	1
227	и на	11	1
228	на них	2	1
229	на их	2	1
230	в различных	2	1
231	жизнью но	1	1
232	здесь также	1	1
233	если в	2	1
234	значение для	1	1
235	времени то	1	1
236	на то	1	1
237	общий знаменатель	1	1
238	раскрывает нам	2	1
239	всего к	1	1
240	себя за	1	1
241	смысловой значимости	1	1
242	независимо от	1	1
243	это игра	1	1
244	целый ряд	1	1
245	что по	1	1
246	здесь и	3	1
247	в герое	1	1
248	то в	3	1
249	в условиях	1	1
250	что это	5	1
251	за это	1	1
252	он в	1	1
253	это разделение	1	1
254	раз в	2	1
255	с их	1	1
256	говорят о	1	1
257	ее как	1	1
258	в наших	1	1
259	жизнью и	1	1
260	на его	2	1
261	что она	1	1
262	время и	2	1
263	эта система	2	1
264	одному из	2	1
265	в силу	1	1
266	том числе	3	1
267	эдипа и	1	1
268	на земле	1	1
269	смертью в	1	1
270	подобно тому	3	1
271	когда на	1	1
272	который выставляет	1	1
273	не бывает	1	1
274	а другому	1	1
275	о трагическом	1	1
276	не будет	1	1
277	что все	1	1
278	том случае	1	1
279	времени и	2	1
280	большинстве случаев	5	1
281	для своей	2	1
282	же об	1	1
283	ко второму	1	1
284	весь мир	5	1
285	делает его	1	1
286	системе образов	6	1
287	же образом	1	1
288	в них	7	1
289	рядом с	5	1
290	и автором	1	1
291	он и	5	1
292	остается в	1	1
293	и становится	1	1
294	развития но	1	1
295	или точнее	1	1
296	свою речь	3	1
297	и без	1	1
298	случайно они	1	1
299	в котором	2	1
300	всего только	1	1
301	единую систему	1	1
302	на свою	1	1
303	не как	1	1
304	его естественной	1	1
305	становится возможной	1	1
306	друг другу	1	1
307	собой и	1	1
308	остановимся на	1	1
309	и вся	1	1
310	у нее	1	1
311	несовместимое с	1	1
312	поэтому у	1	1
313	между людьми	1	1
314	случае в	1	1
315	так он	1	1
316	до известной	1	1
317	ее не	1	1
318	принадлежат к	2	1
319	дело в	2	1
320	между жизнью	1	1
321	себя свою	1	1
322	которого он	1	1
323	он мог	1	1
324	каждый из	1	1
325	только и	1	1
326	в самой	1	1
327	из древнейших	1	1
328	от него	1	1
329	ему и	1	1
330	связи с	2	1
331	своей цели	1	1
332	не по	1	1
333	и делает	1	1
334	у нас	1	1
335	смыслом в	1	1
336	образом что	1	1
337	и существенно	1	1
338	его за	1	1
339	числе и	2	1
340	вырождается в	1	1
341	на это	1	1
342	время они	1	1
343	говорит о	1	1
344	в каждой	1	1
345	обычно в	1	1
346	и весело	2	1
347	своего развития	1	1
348	как мы	10	1
349	значения и	1	1
350	а затем	3	1
351	того чтобы	3	1
352	существенное значение	1	1
353	людей в	1	1
354	то время	2	1
355	всей своей	1	1
356	свободу и	1	1
357	значение в	1	1
358	переход к	1	1
359	можно было	1	1
360	на нее	1	1
361	ряд эпизодов	1	1
362	особенно в	3	1
363	начала и	3	1
364	в последующих	1	1
365	его лице	1	1
366	жизнь и	4	1
367	в словах	2	1
368	с ним	2	1
369	не случайна	1	1
370	ряде произведений	1	1
371	существенно связаны	1	1
372	в сущности	6	1
373	традиции как	2	1
374	это была	1	1
375	на отдельные	1	1
376	но дело	1	1
377	эти два	1	1
378	в другой	2	1
379	всех сторон	1	1
380	эти последние	1	1
381	по собственному	1	1
382	один из	4	1
383	но с	1	1
384	оно и	1	1
385	образов и	2	1
386	тот же	3	1
387	дело с	1	1
388	а у	1	1
389	или же	1	1
390	между этими	1	1
