N	2gram	Losev_Vesc_1	Dialekti
1	не есть	49	40
2	и не	29	30
3	по себе	13	25
4	т е	55	25
5	это –	25	24
6	и т	19	21
7	т д	19	19
8	и в	21	18
9	он –	1	18
10	точки зрения	5	17
11	ничего не	3	17
12	может быть	16	17
13	и есть	26	16
14	в нем	2	16
15	ни в	1	15
16	так что	5	15
17	потому что	16	14
18	и –	10	14
19	значит что	24	14
20	а не	19	14
21	не только	36	13
22	и даже	6	13
23	то что	27	13
24	что в	9	13
25	в этом	4	12
26	было бы	14	12
27	с точки	3	12
28	если бы	5	12
29	и что	15	12
30	не может	17	12
31	что это	13	11
32	в себе	14	11
33	что он	1	11
34	так как	7	11
35	– не	9	11
36	как бы	12	11
37	это значит	24	11
38	все это	5	11
39	то же	6	10
40	есть нечто	6	10
41	несмотря на	1	10
42	что такое	12	10
43	прежде всего	9	10
44	сказать что	17	10
45	и то	10	9
46	отнюдь не	5	9
47	стало быть	1	9
48	так и	3	9
49	это не	5	9
50	том что	8	9
51	никогда не	2	9
52	внутреннего и	4	9
53	– это	1	9
54	это есть	7	9
55	в том	8	9
56	сама по	3	8
57	ясно что	8	8
58	но это	10	8
59	к нему	1	8
60	совершенно не	5	8
61	также и	6	7
62	идея и	1	7
63	и как	8	7
64	то в	4	7
65	что она	15	7
66	что не	5	7
67	как она	4	7
68	той или	2	7
69	отождествляется с	1	7
70	мы находим	2	7
71	вовсе не	10	7
72	не просто	19	7
73	но и	18	7
74	сам по	3	6
75	нет ровно	1	6
76	хотя бы	6	6
77	в чем	6	6
78	есть ни	3	6
79	не то	4	6
80	но в	5	6
81	с другой	6	6
82	и вот	2	6
83	не в	5	6
84	она не	4	6
85	в то	3	6
86	думают что	4	6
87	– все	1	6
88	и образ	3	6
89	с ним	8	6
90	никак не	3	6
91	можно сказать	6	6
92	ни с	6	6
93	не было	1	6
94	ни на	3	6
95	да и	3	6
96	и внешнего	2	6
97	и ни	1	6
98	говорить о	6	5
99	я не	4	5
100	и он	1	5
101	утверждаю что	3	5
102	отношение к	1	5
103	в своем	6	5
104	все же	4	5
105	себе не	3	5
106	на то	4	5
107	идеи и	3	5
108	и с	8	5
109	что оно	8	5
110	и мы	1	5
111	внутреннее и	1	5
112	а потом	2	5
113	в этих	1	5
114	но если	8	5
115	в отношении	4	5
116	ровно ничего	1	5
117	ни о	1	5
118	в виду	2	5
119	есть только	7	5
120	в дальнейшем	1	5
121	можно было	2	5
122	не с	7	5
123	как же	3	5
124	мы должны	2	5
125	само по	1	5
126	в особенности	1	5
127	говорит о	1	5
128	и пр	6	5
129	она есть	8	5
130	есть и	4	5
131	об отношении	1	5
132	или не	2	5
133	а в	4	5
134	– как	7	5
135	я утверждаю	3	4
136	но –	2	4
137	это и	6	4
138	мы говорим	5	4
139	то это	3	4
140	какой стороны	1	4
141	даже просто	1	4
142	образ и	3	4
143	одно и	5	4
144	тут не	5	4
145	об этом	3	4
146	нисколько не	4	4
147	смысл и	9	4
148	а есть	2	4
149	по крайней	4	4
150	и более	1	4
151	есть всегда	4	4
152	что эта	1	4
153	и притом	3	4
154	это мы	1	4
155	только и	2	4
156	не о	1	4
157	к ней	2	4
158	к тому	3	4
159	ничего общего	1	4
160	как мы	4	4
161	только то	2	4
162	быть может	1	4
163	о том	6	4
164	крайней мере	4	4
165	быть и	1	4
166	это я	4	4
167	мы видим	2	4
168	но не	5	4
169	не мешает	4	4
170	с какой	1	4
171	в котором	3	4
172	в конце	2	4
173	для меня	2	4
174	мы можем	4	4
175	не говорит	2	4
176	как раз	9	4
177	больше того	4	4
178	– в	5	4
179	как это	2	4
180	е прежде	1	4
181	хотя и	4	4
182	или другой	2	4
183	собственно говоря	4	4
184	есть более	1	4
185	так же	1	4
186	может и	1	4
187	другой стороны	2	4
188	во всяком	3	4
189	нем нет	1	3
190	самом деле	4	3
191	только потому	1	3
192	что смысл	3	3
193	от самого	1	3
194	должна быть	4	3
195	действительности и	5	3
196	есть не	14	3
197	и тут	3	3
198	но она	3	3
199	не мы	1	3
200	учение об	1	3
201	в ней	12	3
202	как смысл	2	3
203	мысли и	3	3
204	на самом	1	3
205	а только	3	3
206	если в	1	3
207	она –	2	3
208	есть просто	5	3
209	все равно	2	3
210	что они	6	3
211	не буду	2	3
212	если она	1	3
213	стороны и	2	3
214	то или	2	3
215	говорит что	1	3
216	более или	1	3
217	конечно не	1	3
218	от этого	2	3
219	в самом	9	3
220	потом уже	1	3
221	та же	1	3
222	и идея	1	3
223	всех этих	1	3
224	и еще	2	3
225	не значит	7	3
226	то как	2	3
227	содержит в	4	3
228	тут надо	1	3
229	– вот	1	3
230	но реально	1	3
231	должно быть	6	3
232	или менее	1	3
233	и значит	2	3
234	что я	24	3
235	тому что	2	3
236	в основе	3	3
237	случае не	1	3
238	но только	3	3
239	в разных	4	3
240	в науке	1	3
241	ничто не	2	3
242	только с	3	3
243	уже и	1	3
244	ли это	7	3
245	могут быть	1	3
246	его с	1	3
247	утверждать что	1	3
248	больше ничего	8	3
249	и о	3	3
250	стороны не	1	3
251	сознания и	1	3
252	жизнь и	1	3
253	нуждается в	1	3
254	что и	3	3
255	один из	3	3
256	но с	2	3
257	только в	14	3
258	даже если	1	3
259	реальное и	1	3
260	только на	3	3
261	и внешнее	1	3
262	оно –	3	3
263	но что	2	3
264	даже и	4	3
265	же это	4	3
266	или иной	1	3
267	даже не	7	3
268	еще и	8	3
269	ничем не	3	3
270	– абсолютно	1	3
271	и потому	5	3
272	нет еще	1	3
273	в данном	5	3
274	относиться к	1	3
275	что же	8	3
276	в его	2	3
277	– мы	2	3
278	отвлеченная идея	2	3
