N	2gram	Tiupa_Anal_2	Komedia
1	и в	16	22
2	т е	2	13
3	том что	12	12
4	но и	12	11
5	в том	12	11
6	не только	16	10
7	в то	2	10
8	из них	3	10
9	и т	1	9
10	как и	14	9
11	может быть	6	9
12	таким образом	2	8
13	о том	7	8
14	и его	4	8
15	в одном	2	8
16	и не	12	8
17	едва ли	3	7
18	в этой	9	7
19	то же	4	6
20	тому же	4	6
21	и по	1	6
22	не в	4	6
23	в отношении	1	6
24	ни в	1	6
25	в конце	4	6
26	одного из	3	6
27	такого рода	2	6
28	к тому	7	6
29	а в	3	6
30	в которой	1	6
31	что в	2	6
32	как в	4	5
33	на его	3	5
34	при этом	10	5
35	потому что	1	5
36	со своим	3	5
37	так и	15	5
38	еще в	2	5
39	и даже	9	5
40	между тем	2	5
41	один из	2	5
42	уже в	1	5
43	в его	2	5
44	прежде всего	3	5
45	с другой	6	5
46	нового времени	1	5
47	все это	4	5
48	другой стороны	2	5
49	из его	2	4
50	но в	6	4
51	в нем	1	4
52	в другом	1	4
53	на протяжении	2	4
54	несмотря на	3	4
55	точки зрения	4	4
56	в котором	2	4
57	в их	3	4
58	так как	1	4
59	как мы	3	4
60	на него	2	4
61	же время	2	4
62	ли не	2	4
63	а также	7	4
64	что и	3	4
65	в качестве	11	4
66	тем что	3	4
67	именно в	3	4
68	и особенно	4	4
69	в результате	3	4
70	же в	1	4
71	по поводу	3	4
72	к этому	2	4
73	речь идет	2	3
74	в тех	1	3
75	идет о	1	3
76	перед лицом	2	3
77	и о	1	3
78	и на	6	3
79	в последних	1	3
80	в чем	1	3
81	как правило	4	3
82	с одной	5	3
83	в этом	18	3
84	хотя и	4	3
85	и как	1	3
86	в целом	8	3
87	на то	2	3
88	да и	1	3
89	он не	2	3
90	и богатство	1	3
91	его в	2	3
92	первую очередь	1	3
93	в них	1	3
94	и ее	1	3
95	место в	3	3
96	не менее	4	3
97	однако в	1	3
98	даже в	2	3
99	по отношению	4	3
100	казалось бы	3	3
101	ничего не	9	3
102	за исключением	1	3
103	в сознании	4	3
104	этом отношении	3	3
105	у нас	1	3
106	могут быть	10	3
107	и сам	3	3
108	во второй	4	3
109	в частности	16	3
110	и одновременно	3	3
111	в образе	1	3
112	тот же	1	3
113	одной из	3	3
114	только в	4	3
115	комедии и	1	3
116	в начале	1	3
117	у него	4	3
118	каждый из	1	3
119	как раз	4	3
120	так же	2	3
121	как это	6	3
122	одной стороны	4	3
123	в любом	1	3
124	см ниже	1	3
125	не мог	3	3
126	здесь в	2	3
127	всего в	2	3
128	и все	3	3
129	все остальные	1	3
130	отношению к	4	3
131	как известно	1	2
132	того же	4	2
133	тех же	1	2
134	здесь и	1	2
135	на две	3	2
136	сам автор	1	2
137	в сущности	4	2
138	на себя	5	2
139	слова о	1	2
140	он был	2	2
141	столь же	4	2
142	тем как	1	2
143	совсем не	1	2
