N	3gram	Tiupa_Anal_3	RusskieA
1	в том что	7	15
2	в этом случае	1	5
3	в связи с	1	4
4	о том что	5	4
5	с точки зрения	2	3
6	тем не менее	2	3
7	к этому же	1	2
8	что иное как	1	2
9	не только по	1	2
10	с этого момента	1	2
11	в равной степени	1	2
12	в свою очередь	4	2
13	в большинстве случаев	1	2
14	не что иное	1	2
15	пишет об этом	1	1
16	хотя и не	1	1
17	и того же	3	1
18	по отношению к	7	1
19	на самом деле	1	1
20	всяком случае не	1	1
21	в тех случаях	1	1
22	подобно тому как	2	1
23	но это все	1	1
24	состояла в том	1	1
25	и он же	1	1
26	былинах и в	1	1
27	и каким образом	1	1
28	в таком случае	1	1
29	и а а	3	1
30	можно судить по	1	1
31	свое внимание на	1	1
32	в этом отношении	3	1
33	на этот вопрос	1	1
34	но и как	1	1
35	тогда как в	1	1
36	в особенности же	1	1
37	не только в	1	1
38	по своему происхождению	1	1
39	в отличие от	2	1
40	нуждается в дальнейшем	1	1
41	и как бы	1	1
42	значении этого слова	1	1
43	не только как	1	1
44	во многих отношениях	1	1
45	это все же	1	1
46	во всяком случае	2	1
47	в былинах и	1	1
48	здесь мы имеем	1	1
49	в этом ряду	2	1
50	в одном из	1	1
51	вопрос о том	1	1
52	между тем это	1	1
53	можно сказать что	2	1
54	в этой роли	1	1
55	одного и того	3	1
56	совершенно очевидно что	2	1
57	тех случаях когда	1	1
58	он так и	1	1
59	о чем свидетельствует	1	1
60	а в тех	1	1
61	как и в	4	1
62	что и в	1	1
63	в данном случае	3	1
