N	2gram	Vygotskiy__1	Analitik
1	в этом	17	18
2	не только	16	16
3	и в	23	16
4	в частности	2	16
5	так и	5	15
6	как и	14	14
7	но и	14	12
8	и не	9	12
9	том что	21	12
10	в том	24	12
11	иначе говоря	2	11
12	в качестве	9	11
13	при этом	4	10
14	могут быть	3	10
15	а не	3	10
16	как бы	11	10
17	в этой	7	9
18	лишь в	6	9
19	ничего не	3	9
20	и даже	2	9
21	в целом	20	8
22	представляет собой	11	8
23	состоит в	1	8
24	в данном	2	8
25	отнюдь не	1	8
26	к тому	4	7
27	а также	1	7
28	о том	6	7
29	в себе	6	7
30	то что	17	7
31	в самом	7	6
32	и на	8	6
33	но в	5	6
34	говорить о	2	6
35	может быть	14	6
36	с другой	10	6
37	как это	2	6
38	в сторону	1	5
39	и к	4	5
40	данном случае	2	5
41	с одной	8	5
42	в контексте	1	5
43	между двумя	2	4
44	в сущности	6	4
45	совпадает с	1	4
46	столь же	6	4
47	но не	4	4
48	по отношению	7	4
49	за пределы	2	4
50	как в	4	4
51	в своем	3	4
52	хотя и	2	4
53	он в	3	4
54	внутренней речи	9	4
55	на этом	2	4
56	то же	8	4
57	не с	2	4
58	и тем	6	4
59	тем самым	5	4
60	для него	2	4
61	точки зрения	26	4
62	в ходе	8	4
63	не в	4	4
64	в конце	2	4
65	только не	1	4
66	и является	1	4
67	не менее	1	4
68	во второй	1	4
69	можно сказать	5	4
70	во всех	3	4
71	только в	6	4
72	и его	6	4
73	уже не	2	4
74	в сознании	1	4
75	у него	1	4
76	как раз	4	4
77	одной стороны	9	4
78	не может	12	4
79	о его	1	4
80	все это	6	4
81	в один	2	4
82	отношению к	7	4
83	и то	3	3
84	в ситуации	1	3
85	на две	3	3
86	едва ли	2	3
87	в их	3	3
88	в конечном	1	3
89	ответ на	3	3
90	что касается	1	3
91	как уже	7	3
92	в нашем	2	3
93	на его	1	3
94	ключ к	2	3
95	и если	3	3
96	содержит в	1	3
97	его от	1	3
98	несмотря на	2	3
99	автора и	1	3
100	не мог	1	3
101	в эту	1	3
102	не столько	4	3
103	не удивительно	1	3
104	тем не	1	3
105	по крайней	1	3
106	как о	1	3
107	никогда не	2	3
108	со своим	1	3
109	тем что	6	3
110	как будто	1	3
111	этом отношении	4	3
112	той или	1	3
113	как мы	5	3
114	приводит к	4	3
115	можно было	3	3
116	в результате	4	3
117	если бы	5	3
118	в словах	2	3
119	и т.д	5	3
120	одного из	3	3
121	что и	1	3
122	крайней мере	1	3
123	и все	5	3
124	одной из	1	3
125	так что	1	3
126	из них	1	3
127	со стороны	1	3
128	или иной	1	3
129	именно в	6	3
