N	2gram	Propp_Isto_7	Sovremen
1	не может	14	17
2	может быть	14	12
3	точки зрения	4	12
4	таким образом	7	11
5	мы не	4	9
6	в каждом	1	8
7	в этом	12	7
8	не можем	2	7
9	и в	24	7
10	мы можем	4	6
11	ничего не	5	6
12	как и	6	6
13	и не	4	6
14	только одна	1	6
15	и наконец	3	5
16	все эти	2	5
17	что же	1	5
18	прежде всего	2	5
19	с точки	1	5
20	в условиях	1	5
21	в дальнейшем	3	4
22	в зависимости	1	4
23	вопрос о	3	4
24	зависимости от	1	4
25	мы должны	4	4
26	в том	7	4
27	в целом	1	4
28	из них	2	4
29	так как	8	4
30	мы видели	7	4
31	не только	21	4
32	как бы	4	4
33	вместе с	7	4
34	это не	10	4
35	а в	10	4
36	жизни и	1	4
37	можем назвать	1	3
38	он может	4	3
39	то же	8	3
40	ясно что	1	3
41	но мы	1	3
42	между собой	1	3
43	видели что	1	3
44	у всех	1	3
45	все же	9	3
46	еще не	8	3
47	но в	5	3
48	он в	2	3
49	в этой	1	3
50	уже в	3	3
51	как он	6	3
52	в наших	1	3
53	может выполнить	1	3
54	что она	5	3
55	в конце	3	3
56	в нем	6	3
57	при этом	4	3
58	из двух	1	3
59	было бы	2	3
60	а не	8	3
61	и потому	1	3
62	не в	9	3
63	все это	8	3
64	одна из	7	3
65	для нас	6	3
66	и все	6	3
67	и к	1	3
68	отличается от	2	3
69	следующим образом	3	3
70	как известно	1	2
71	как мы	3	2
72	необходимо отметить	1	2
73	и есть	1	2
74	для его	1	2
75	из одного	3	2
76	и даже	3	2
77	и что	10	2
78	и во	1	2
79	самом деле	1	2
80	в его	1	2
81	с этим	2	2
82	дает нам	1	2
83	развития но	1	2
84	некоторое время	1	2
85	в самом	2	2
86	в которой	2	2
87	что это	6	2
88	из этих	3	2
89	с одной	5	2
90	и они	1	2
91	уже не	2	2
92	то и	4	2
93	в виде	1	2
94	на его	2	2
95	тем не	4	2
96	мы знаем	2	2
97	у него	10	2
98	явления на	1	2
99	и по	3	2
100	ее на	4	2
101	но все	4	2
102	то ни	1	2
103	в некоторых	1	2
104	и пр	1	2
105	а на	1	2
106	на этот	2	2
107	которой он	3	2
108	такой же	1	2
109	в один	2	2
110	что такое	2	2
111	из которых	1	2
112	знаем что	3	2
113	же мы	1	2
114	не менее	5	2
115	можно назвать	1	2
116	в науке	1	2
117	но очень	1	2
118	в третьем	1	2
119	еще более	1	2
120	мы видим	10	2
121	не дает	1	2
122	тот же	2	2
123	не могут	2	2
124	что при	2	2
125	же самое	1	2
126	что в	13	2
127	только одну	1	2
128	если же	1	2
129	в таком	1	2
130	и наиболее	1	1
131	и начала	1	1
132	должен быть	1	1
133	и это	2	1
134	оно может	1	1
135	она через	1	1
136	на другой	1	1
137	раз мы	1	1
138	но тем	2	1
139	между двумя	1	1
140	здесь и	2	1
141	случае только	1	1
142	отношению к	1	1
143	зрения цели	1	1
144	так в	4	1
145	не имеют	2	1
146	можно было	1	1
147	только тот	1	1
148	мы уже	4	1
149	те же	1	1
150	есть не	1	1
151	раз он	2	1
152	здесь нет	3	1
153	во многом	1	1
154	мы имеем	12	1
155	элементы и	1	1
156	же как	4	1
157	когда в	1	1
158	теперь мы	1	1
159	что уже	1	1
160	совершенно так	1	1
161	если бы	1	1
162	что иное	1	1
163	и действительно	1	1
164	мы всегда	1	1
165	и живой	1	1
166	для наших	1	1
167	затем он	2	1
168	того же	2	1
169	о том	9	1
170	в ней	1	1
171	и та	1	1
172	вражда к	1	1
173	она всегда	1	1
174	все его	2	1
175	бы то	1	1
176	что его	2	1
177	это означало	1	1
178	его в	3	1
179	с его	3	1
180	во всех	7	1
181	но конечно	2	1
182	данном случае	3	1
183	совсем не	1	1
184	но не	6	1
185	к этому	2	1
186	которых в	1	1
187	друг на	1	1
188	если в	2	1
189	где у	1	1
190	по отношению	1	1
191	во всей	1	1
192	каждый элемент	1	1
193	один и	1	1
194	которая и	1	1
195	должны ли	1	1
196	в ту	1	1
197	независимо от	1	1
198	в самый	1	1
199	стороны и	2	1
200	значит что	1	1
201	к нему	7	1
202	один из	7	1
203	кроме того	3	1
204	одной из	4	1
205	этого можно	1	1
206	ли он	4	1
207	в действительности	2	1
208	увидим что	2	1
209	только в	6	1
210	в этот	1	1
211	роль играет	1	1
212	за собой	1	1
213	то он	1	1
214	он выражается	1	1
215	он уже	1	1
216	не приходится	1	1
217	та же	2	1
218	к другому	1	1
219	имеет вид	1	1
220	до наших	1	1
221	наших целей	1	1
222	см и	2	1
223	в известном	1	1
224	всего мы	1	1
225	нами в	2	1
226	представляет для	1	1
227	и тот	2	1
228	этот вопрос	2	1
229	конечно не	2	1
230	и у	2	1
231	в большинстве	1	1
