N	3gram	Bakhtin_Fr_7	Istorich
1	мы имеем в	2	5
2	мы видим что	1	5
3	в том что	3	5
4	со всех сторон	1	4
5	не только в	1	4
6	в связи с	1	4
7	по отношению к	2	3
8	с тем что	1	3
9	можно было бы	2	3
10	мы уже видели	2	3
11	мы уже знаем	1	3
12	мы увидим что	1	3
13	в тот момент	1	2
14	и может быть	1	2
15	что иное как	1	2
16	потому что он	1	2
17	уже знаем что	1	2
18	на самом деле	1	2
19	но и в	1	2
20	в другой раз	1	2
21	не что иное	1	2
22	только после того	1	2
23	о том что	1	2
24	с самого начала	1	2
25	тот момент когда	1	2
26	после того как	4	2
27	к тому же	1	2
28	о том как	2	1
29	этот момент и	1	1
30	чтобы они не	1	1
31	не в состоянии	1	1
32	до наших дней	1	1
33	и есть то	2	1
34	и связанные с	1	1
35	друг от друга	1	1
36	связанные с ними	1	1
37	сам по себе	1	1
38	они так же	1	1
39	за то что	3	1
40	в это время	1	1
41	таким образом мы	1	1
42	и в его	2	1
43	так и к	1	1
44	у него родился	1	1
45	то что было	1	1
46	существу так как	1	1
47	говорят о том	1	1
48	в связи со	1	1
49	момент не только	1	1
50	том что они	1	1
51	тем что в	1	1
52	в себе в	1	1
53	есть и пить	1	1
54	и герои в	1	1
55	есть не что	1	1
56	так например в	1	1
57	однако не в	1	1
58	тем самым и	1	1
59	в одном образе	1	1
60	это и есть	1	1
61	мы здесь не	1	1
62	что у него	2	1
63	того как он	2	1
64	и прежде всего	1	1
65	в последней главе	3	1
66	в другом случае	1	1
67	по этому поводу	1	1
68	в силу своей	1	1
69	по существу так	1	1
70	на другой день	1	1
71	не в этом	1	1
72	и в другом	1	1
