N	2gram	Bakhtin_sl_2	Problemy
1	и в	39	35
2	как бы	7	31
3	и не	22	27
4	что он	2	24
5	в его	7	21
6	но в	6	19
7	как и	6	18
8	к себе	1	18
9	не может	20	18
10	о себе	1	17
11	в нем	19	16
12	то есть	26	16
13	то же	4	15
14	и все	5	15
15	в сущности	6	14
16	в этом	16	14
17	и его	33	14
18	для него	7	14
19	может быть	37	14
20	но и	21	14
21	все это	16	14
22	он не	2	13
23	к нему	3	13
24	с другим	1	13
25	и с	9	12
26	в другом	2	12
27	прежде всего	8	12
28	и к	6	12
29	по замыслу	2	11
30	в пределах	13	11
31	в то	4	11
32	слова и	8	11
33	не только	24	10
34	не в	9	10
35	же время	4	10
36	героя и	5	10
37	то что	2	10
38	в отношении	4	9
39	мы уже	2	8
40	все же	6	8
41	самого начала	1	8
42	как мы	7	8
43	с самого	1	8
44	так и	15	8
45	себя и	4	8
46	и слово	2	8
47	и для	5	8
48	еще не	7	7
49	на них	2	7
50	с его	7	7
51	своему предмету	5	7
52	и наконец	5	7
53	лишь в	3	7
54	там где	6	7
55	таким образом	8	7
56	и сам	1	7
57	в виде	2	7
58	вовсе не	10	7
59	себя самого	1	7
60	точки зрения	8	7
61	с ним	7	7
62	а в	4	7
63	отношении к	4	7
64	отношению к	4	7
65	и на	4	6
66	он сам	1	6
67	но не	6	6
68	по отношению	4	6
69	отношение к	4	6
70	чужого слова	40	6
71	в самом	1	6
72	чужое слово	10	6
73	в плане	5	6
74	в каждом	1	6
75	в слове	6	6
76	в речах	2	6
77	в одном	2	6
78	и что	1	6
79	только в	5	6
80	слова в	13	6
81	и т.п	2	6
82	стремится к	3	6
83	чужой голос	1	6
84	но это	3	6
85	от него	5	6
86	не знает	2	6
87	что в	3	6
88	как в	13	5
89	в себе	2	5
90	пределах одного	7	5
91	на протяжении	2	5
92	в конце	1	5
93	даже в	2	5
94	на него	2	5
95	да и	1	5
96	уже говорили	1	5
97	и это	1	5
98	в том	5	5
99	с ними	5	5
100	к самому	1	5
101	и даже	7	5
102	к своему	9	5
103	в романах	3	5
104	как к	3	5
105	этого слова	1	5
106	героя в	3	5
107	ивана карамазова	1	4
108	ведь и	2	4
109	он как	1	4
110	в мире	1	4
111	он в	1	4
112	в чем	3	4
113	же и	2	4
114	романах достоевского	1	4
115	сливается с	4	4
116	та же	1	4
117	но на	1	4
118	на его	2	4
119	в диалогах	2	4
120	но все	5	4
121	из своего	1	4
122	его в	4	4
123	в них	6	4
124	рядом с	3	4
125	его слово	15	4
126	в эту	1	4
127	в своей	1	4
128	в такой	1	4
129	нему и	1	4
130	но он	2	4
131	по себе	5	4
132	никогда не	7	4
133	и без	1	4
134	стиль и	1	4
135	во всем	4	4
136	как раз	1	4
137	это слово	1	4
138	слова о	2	4
139	протяжении всего	1	4
140	той или	5	4
141	свое слово	2	4
142	сознания и	1	4
143	еще в	1	4
144	между тем	3	4
