N	2gram	Tiupa_Teor_1	Problema
1	то есть	12	46
2	в его	6	43
3	и не	13	42
4	и в	18	38
5	эстетический объект	3	37
6	эстетического объекта	2	37
7	не может	4	27
8	может быть	17	26
9	как бы	5	22
10	по отношению	4	21
11	в художественном	3	20
12	отнюдь не	3	19
13	отношению к	4	19
14	и его	8	16
15	в этом	8	15
16	в нем	4	15
17	только в	6	13
18	прежде всего	2	13
19	независимо от	1	13
20	но не	9	12
21	за пределы	2	12
22	в эстетический	2	12
23	художественного творчества	1	12
24	в единстве	1	12
25	в искусстве	6	12
26	художественного произведения	4	11
27	во всех	1	11
28	в области	4	11
29	ни в	2	11
30	и для	2	11
31	не входит	1	10
32	отношение к	5	10
33	таким образом	3	10
34	в их	2	10
35	материала в	2	10
36	к нему	1	10
37	не только	16	9
38	в поэзии	2	9
39	его в	2	9
40	имеет дело	1	9
41	но и	9	9
42	и как	2	8
43	входит в	1	8
44	было бы	1	8
45	точки зрения	9	8
46	место в	5	8
47	в том	16	8
48	и др	1	8
49	художественное произведение	1	8
50	то что	3	8
51	еще не	4	7
52	в самом	4	7
53	как и	4	7
54	и становится	1	7
55	не в	7	7
56	как мы	1	7
57	с другой	7	7
58	между тем	5	7
59	слова в	2	7
60	с помощью	1	7
61	объекта и	1	7
62	совершенно не	1	7
63	в своей	6	7
64	что в	9	7
65	отношения к	2	6
66	на основе	2	6
67	в пределах	5	6
68	с точки	3	6
69	дело с	1	6
70	а в	13	6
71	художественном произведении	1	5
72	тем как	1	5
73	отличие от	6	5
74	в своем	4	5
75	все эти	2	5
76	при этом	12	5
77	то же	7	5
78	это не	2	5
79	в них	2	5
80	рядом с	1	5
81	далеко не	2	5
82	в отличие	6	5
83	так и	10	5
84	произведения в	1	5
85	форму в	1	5
86	в основе	3	5
87	и о	4	5
88	никогда не	4	5
89	большинстве случаев	1	5
90	в большинстве	2	5
91	не на	2	5
92	а не	9	5
93	со словом	1	5
94	могут быть	4	5
95	должно быть	1	5
96	эстетическим объектом	1	5
97	все они	1	5
98	имеет место	2	5
99	содержания в	1	4
100	в виду	5	4
101	конечном счете	6	4
102	не входят	1	4
103	как в	5	4
104	но в	9	4
105	в нашем	4	4
106	в себе	9	4
107	в данном	8	4
108	не менее	4	4
109	тем самым	4	4
110	в то	6	4
111	известной степени	3	4
112	здесь не	1	4
113	позицию по	1	4
114	в ее	5	4
115	данном случае	5	4
116	в произведении	3	4
117	можно было	1	4
118	не с	3	4
119	о том	1	4
120	направленной на	1	4
121	в конечном	6	4
122	от всех	1	4
123	с ними	1	4
124	композиционная форма	2	4
125	в форме	2	4
126	и только	1	4
127	к которому	3	4
128	что не	1	4
129	в романе	3	4
130	более того	1	4
131	не способна	1	4
132	и потому	2	4
133	искусства но	3	4
134	в более	1	4
135	себя самого	1	4
136	между ними	4	4
137	сказать что	3	4
138	другой стороны	5	4
139	также и	1	3
140	например в	1	3
141	противном случае	1	3
142	действительности и	1	3
143	говорить о	3	3
144	композиционных форм	5	3
145	на них	1	3
146	бы то	1	3
147	значение для	1	3
148	и к	3	3
149	в целом	3	3
150	на произведение	1	3
151	вследствие этого	1	3
152	к миру	1	3
153	он не	3	3
154	то ни	1	3
155	в мире	19	3
156	с другими	5	3
157	и тем	3	3
158	в слове	3	3
159	том что	9	3
160	тем не	3	3
161	в противном	1	3
162	имеем дело	2	3
163	же время	5	3
164	языка в	4	3
165	все то	1	3
166	и это	2	3
167	хотя и	3	3
168	и от	1	3
169	начало и	1	3
170	приводит к	5	3
171	как содержание	1	3
172	мы в	2	3
173	если бы	3	3
174	искусства и	1	3
175	к действительности	3	3
176	и сделать	1	3
177	основе своей	1	3
178	эстетического созерцания	3	3
179	на ее	1	3
180	на почве	4	3
181	иных случаях	1	3
182	этом смысле	2	3
183	но с	1	3
184	одной из	2	3
185	с одной	2	3
186	слова не	1	3
187	в известной	1	3
188	входят в	1	3
189	и даже	2	3
190	оно не	1	3
191	себя и	1	3
192	одной стороны	2	3
193	на фоне	2	3
194	в иных	1	3
195	в область	1	3
196	и на	1	3
197	слова и	1	3
198	все это	2	3
199	не является	4	3
200	и другими	1	3
201	об искусстве	1	3
202	ни было	1	3
203	не знает	3	3
204	все что	1	3
205	они не	1	3
206	можно говорить	1	2
207	есть не	1	2
208	со всех	1	2
209	мы имеем	7	2
210	не во	1	2
211	эстетическая деятельность	6	2
212	единство и	1	2
213	себя свою	1	2
214	совпадает с	3	2
215	но она	2	2
216	не вполне	2	2
217	это отношение	3	2
218	я не	2	2
219	имеют место	1	2
220	всех сторон	1	2
221	столь же	2	2
222	в чем	1	2
223	с его	5	2
224	коем случае	2	2
225	но как	1	2
226	а только	3	2
227	не все	3	2
228	ивана карамазова	1	2
229	художественного впечатления	5	2
230	или иное	1	2
231	как к	2	2
232	эстетической деятельности	1	2
233	к чему	2	2
234	что это	1	2
235	момент его	1	2
236	и те	1	2
237	на то	1	2
238	не следует	4	2
239	в лирике	2	2
240	он должен	2	2
241	на этом	1	2
242	в каждом	1	2
243	здесь мы	1	2
244	лишь в	6	2
245	искусства в	2	2
246	не совпадает	1	2
247	и своеобразие	1	2
248	и конец	1	2
249	на первый	1	2
250	или точнее	1	2
251	все и	1	2
252	не путем	1	2
253	и более	1	2
254	не могли	1	2
255	том же	1	2
256	случае мы	1	2
257	и вся	1	2
258	в таких	1	2
259	она не	1	2
260	дело в	2	2
261	того чтобы	1	2
262	в коем	2	2
263	в самой	2	2
264	связи с	1	2
265	у нас	2	2
266	не могут	2	2
267	отличается от	2	2
268	же самое	1	2
269	слова с	1	2
270	для того	1	2
271	должен быть	1	2
272	на материал	1	2
273	что все	1	2
274	композиционные формы	1	2
275	самим собою	2	2
276	философской эстетики	1	2
277	в себя	3	2
278	степени и	1	2
279	особенно в	1	2
280	с самим	1	2
281	и здесь	2	2
282	в другом	3	2
283	и что	3	2
284	в значительной	1	2
285	человека как	1	2
286	и мир	1	2
287	того что	4	2
288	содержанию которое	1	2
289	в двух	1	2
290	художественного восприятия	1	2
291	нуждается в	1	2
292	что он	1	2
293	в какой	2	2
294	и ее	3	2
295	на мир	1	2
296	себя в	6	2
297	языка но	1	2
298	что и	2	2
299	вовсе не	3	2
300	случае не	2	2
301	то или	1	2
302	тем что	1	2
303	лишь для	1	2
304	в особенности	1	2
305	нашем примере	1	2
306	или иной	4	2
307	не было	1	2
