N	2gram	Bakhtin_Pr_5	Vladivir
1	и в	35	31
2	не только	10	24
3	но и	14	19
4	то что	10	18
5	и не	27	17
6	и даже	5	15
7	у него	4	15
8	в этом	14	14
9	том что	3	14
10	и с	12	14
11	он был	1	14
12	что в	6	14
13	но в	19	12
14	в его	21	12
15	что он	24	12
16	с его	7	11
17	о том	2	11
18	в том	5	11
19	потому что	8	11
20	и то	5	10
21	он не	13	10
22	так что	5	10
23	как мы	8	9
24	никогда не	4	9
25	в конце	5	9
26	только в	6	9
27	даже и	3	9
28	а в	7	9
29	в те	1	8
30	и по	2	8
31	в москве	1	8
32	в то	11	8
33	в дальнейшем	2	8
34	в петербурге	1	8
35	в письме	1	8
36	так как	4	8
37	в доме	1	7
38	тут же	1	7
39	мы сейчас	1	7
40	кроме того	1	7
41	мы уже	8	7
42	и его	14	7
43	для него	14	7
44	об этом	1	7
45	о нем	2	7
46	в эти	2	7
47	уже в	3	7
48	как раз	4	7
49	еще и	1	7
50	сказать что	3	7
51	того же	1	6
52	то же	15	6
53	то он	1	6
54	и к	12	6
55	свое время	1	6
56	это было	2	6
57	он и	5	6
58	в котором	3	6
59	иной раз	1	6
60	и сам	7	6
61	так и	8	6
62	и что	6	6
63	можно сказать	1	6
64	в качестве	1	6
65	может быть	14	6
66	на этот	2	6
67	и потому	1	6
68	не может	18	6
69	к этому	1	6
70	но как	4	5
71	когда он	3	5
72	и если	1	5
73	которой он	3	5
74	не в	10	5
75	со своим	2	5
76	что и	3	5
77	вовсе не	7	5
78	но он	4	5
79	а с	3	5
80	что же	7	5
81	все это	14	5
82	и от	3	5
83	с ним	7	5
84	в свое	1	5
85	в своих	1	5
86	из его	2	4
87	он уже	3	4
88	я не	8	4
89	что его	2	4
90	совсем не	3	4
91	в этой	1	4
92	в своем	2	4
93	хотя и	2	4
94	и как	2	4
95	говорит что	1	4
96	в этот	2	4
97	в которой	2	4
98	в себе	5	4
99	как он	2	4
100	в нем	16	4
101	главным образом	1	4
102	что у	6	4
103	же касается	1	4
104	этом смысле	3	4
105	как и	18	4
106	еще в	4	4
107	в своей	4	4
108	мысли и	1	4
109	и вообще	2	4
110	дело в	1	4
111	же время	10	4
112	к ней	2	4
113	во всем	4	4
114	да и	5	4
115	никак не	1	4
116	к нему	13	4
117	по своей	2	4
118	один из	1	4
119	себя в	2	4
120	и у	4	4
121	этот раз	2	4
122	для меня	1	4
123	в особенности	1	4
124	и все	15	4
125	и особенно	1	4
126	и через	1	3
127	он как	4	3
128	но она	1	3
129	и он	2	3
130	и на	6	3
131	но не	6	3
132	в общем	3	3
133	отношение к	6	3
134	за пределы	3	3
135	что они	6	3
136	отнюдь не	1	3
137	как в	5	3
138	все же	8	3
139	первого же	1	3
140	в целом	3	3
141	он в	4	3
142	все эти	3	3
143	но на	4	3
144	и вот	4	3
145	на его	4	3
146	это конечно	1	3
147	здесь мы	1	3
148	то есть	16	3
149	из своего	4	3
150	всю жизнь	2	3
151	не мог	3	3
152	во время	5	3
153	что касается	1	3
154	но это	6	3
155	что этот	1	3
156	и очень	1	3
157	раз и	3	3
158	в отношении	9	3
159	на него	5	3
160	но только	3	3
161	и всегда	1	3
162	ничего не	3	3
163	вот что	1	3
164	таким образом	7	3
165	к тому	6	3
166	время он	1	3
167	в жизни	2	3
168	здесь не	1	3
169	к его	1	3
170	жизнь и	2	3
171	вся эта	1	3
172	человека как	2	3
173	конце концов	3	3
174	тот же	4	3
175	мы увидим	2	3
176	и действительно	1	3
177	и так	4	3
178	уже не	3	3
179	только на	4	3
180	в виде	7	3
181	тоже в	1	3
182	но что	2	3
183	и из	1	3
184	с другой	4	3
185	по своим	1	3
186	был в	1	3
187	него не	1	3
188	под влиянием	3	3
189	если не	1	3
190	вместе с	2	3
191	к своему	5	3
192	по своему	4	3
193	в начале	3	3
194	но я	2	3
195	другой стороны	3	3
196	но этот	1	3
197	об этих	1	3
198	одним из	1	2
199	и весьма	1	2
200	тех же	1	2
201	это и	3	2
202	и до	1	2
203	по его	1	2
204	той же	2	2
205	и тут	2	2
206	хотя бы	2	2
207	но даже	1	2
208	ему в	1	2
209	еще не	7	2
210	он сам	6	2
211	в чем	4	2
212	ответ на	1	2
213	нет и	4	2
214	некоторое время	1	2
215	как к	5	2
216	всей этой	1	2
217	его к	3	2
218	конечно не	2	2
219	все мое	1	2
220	тому же	3	2
221	больше всего	1	2
222	при этом	2	2
223	в тот	1	2
224	была не	1	2
225	на этом	2	2
226	так например	1	2
227	что все	2	2
228	лишь в	7	2
229	и кажется	2	2
230	было бы	3	2
231	известно что	1	2
232	кажется что	2	2
233	ни в	2	2
234	в них	4	2
235	все было	1	2
236	с тем	3	2
237	точки зрения	7	2
238	что такое	1	2
239	почти не	1	2
240	что я	13	2
241	тем не	1	2
242	что сам	2	2
243	на всю	2	2
244	и почти	1	2
245	для нее	1	2
246	даже в	5	2
247	сам с	1	2
248	не менее	2	2
249	что с	2	2
250	к изучению	1	2
251	которого он	3	2
252	того чтобы	1	2
253	именно с	1	2
254	и весь	1	2
255	к концу	3	2
256	уже и	2	2
257	что на	2	2
258	у меня	6	2
259	для его	2	2
260	все мои	1	2
261	и свое	1	2
262	для того	1	2
263	где он	4	2
264	для себя	7	2
265	то время	1	2
266	он так	2	2
267	мы приведем	1	2
268	во многом	1	2
269	она была	1	2
270	что дело	1	2
271	был не	1	2
272	ними и	1	2
273	образом в	1	2
274	на все	1	2
275	но мы	1	2
276	этот момент	1	2
277	того в	1	2
278	а именно	1	2
279	и мы	1	2
280	того что	3	2
281	с ними	5	2
282	всяком случае	4	2
283	одной из	2	2
284	то и	1	2
285	был очень	1	2
286	чтобы он	1	2
287	и других	1	2
288	из них	3	2
289	мы знаем	2	2
290	тем что	4	2
291	в очень	1	2
292	не были	1	2
293	только что	3	2
294	с которым	4	2
295	жизнь в	1	2
296	чем не	1	2
297	него в	1	2
298	с первого	1	2
299	к себе	18	2
300	он говорит	1	2
301	в ответ	1	2
302	несколько слов	1	2
303	о его	1	2
304	нисколько не	1	2
305	пока еще	2	2
306	под названием	1	2
307	и для	8	2
308	которых он	1	2
309	сейчас увидим	1	2
310	в результате	1	2
311	от него	6	2
312	отрывки из	1	2
313	которую он	1	2
314	и ни	2	2
315	тем более	1	2
316	мы должны	3	2
317	но зато	4	2
318	отношением к	3	2
319	из этого	2	2
320	в самом	6	2
321	и это	5	2
322	после окончания	1	2
323	как на	1	2
324	во всяком	4	2
325	его мнения	1	1
326	отношении к	7	1
327	с кем	1	1
328	на самом	9	1
329	своей основной	1	1
330	и меня	1	1
331	нам кажется	1	1
332	то в	2	1
333	ведь и	4	1
334	и больше	1	1
335	был и	1	1
336	отношения к	1	1
337	в их	1	1
338	ним что	1	1
339	сказать с	1	1
340	в обычном	2	1
341	он ничего	2	1
342	есть не	1	1
343	сильное впечатление	1	1
344	стиль его	3	1
345	что уже	1	1
346	особенности человека	1	1
347	что никто	1	1
348	почти все	1	1
349	не находил	1	1
350	есть нечто	1	1
351	всех без	1	1
352	время как	2	1
353	то новое	1	1
354	не способен	1	1
355	мы здесь	1	1
356	обычном смысле	2	1
357	с большим	1	1
358	в ней	2	1
359	не знал	2	1
360	и самого	1	1
361	на них	7	1
362	столь же	2	1
363	бы то	3	1
364	он переживает	1	1
365	на своих	1	1
366	во всех	3	1
367	бы она	1	1
368	видели что	1	1
369	для других	3	1
370	к богу	1	1
371	этот тон	3	1
372	по отношению	6	1
373	него с	1	1
374	себе и	7	1
375	на вопрос	2	1
376	материалом для	2	1
377	встречи с	1	1
378	ней в	1	1
379	итак в	1	1
380	в одних	1	1
381	что по	1	1
382	из письма	2	1
383	себе не	1	1
384	кажется в	1	1
385	поэтому он	3	1
386	говорил он	1	1
387	ни один	1	1
388	сказать о	1	1
389	момент его	2	1
390	того ни	1	1
391	то я	1	1
392	близости к	1	1
393	тоже не	1	1
394	вы думаете	4	1
395	свои мысли	1	1
396	им в	2	1
397	да может	1	1
398	вообще а	1	1
399	всем его	1	1
400	тут была	1	1
401	с такою	1	1
402	жизнь как	1	1
403	все человеческие	1	1
404	не могла	1	1
405	так сказать	2	1
406	вас и	2	1
407	не следует	1	1
408	еще раньше	1	1
409	чем у	1	1
410	кончается все	1	1
411	на жизнь	1	1
412	чтобы в	1	1
413	из него	1	1
414	никому не	1	1
415	именно это	1	1
416	одно и	3	1
417	но все	4	1
418	такого же	2	1
419	том же	1	1
420	по сердцу	1	1
421	те же	2	1
422	говорил что	1	1
423	них не	1	1
424	с целью	1	1
425	знает что	3	1
426	на протяжении	5	1
427	с другими	2	1
428	его личности	1	1
429	это не	3	1
430	в итоге	1	1
431	его ум	1	1
432	по всему	1	1
433	только одно	1	1
