N	4gram	Losev_Prob_4	Vladivir
1	дело в том что	1	3
2	или по крайней мере	2	2
3	заключается в том что	1	2
4	не говоря уже о	1	2
5	в самой общей форме	1	1
6	и тем не менее	3	1
7	в последнее время в	1	1
8	и в связи с	1	1
9	по крайней мере в	1	1
10	и в то же	1	1
11	ни за что не	1	1
12	не что иное как	2	1
13	в то время как	2	1
14	себе отчет в том	2	1
15	достаточно указать хотя бы	1	1
16	приходит к выводу что	1	1
17	взятый сам по себе	2	1
18	это значит что каждая	1	1
19	указать хотя бы на	1	1
20	не содержит в себе	1	1
21	отдавать себе отчет в	1	1
22	отчет в том что	2	1
23	также и то что	1	1
24	взятое само по себе	1	1
25	как мы сказали выше	1	1
26	заключается не в том	1	1
27	это тоже было бы	1	1
