N	3gram	Ircho_Kome_2	Literetu
1	то же время	3	7
2	в то же	3	7
3	в отличие от	2	5
4	к тому же	10	5
5	по отношению к	3	4
6	не говоря уже	2	4
7	с одной стороны	2	4
8	о том что	4	4
9	в том что	5	4
10	в том числе	3	3
11	в соответствии с	1	3
12	с точки зрения	1	3
13	говоря уже о	2	3
14	не может быть	1	3
15	как например в	1	2
16	в самом деле	1	2
17	бы то ни	2	2
18	но и в	1	2
19	берет на себя	2	2
20	том числе и	1	2
21	не только в	1	2
22	то ни было	2	2
23	так или иначе	3	2
24	с другой стороны	1	2
25	и в самом	1	2
26	той или иной	1	2
27	одних и тех	2	1
28	между отцом и	1	1
29	по существу своему	1	1
30	а затем и	2	1
31	одной из бесчисленных	1	1
32	так и не	1	1
33	имеется в виду	1	1
34	и к тому	1	1
35	как будто бы	1	1
36	друг от друга	1	1
37	себя в жизни	1	1
38	только в том	1	1
39	вместе с тем	4	1
40	в этой связи	1	1
41	в первую очередь	3	1
42	во второй половине	1	1
43	то что в	1	1
44	и т п	2	1
45	а то и	1	1
46	вместе с ними	1	1
47	и тех же	2	1
48	и не всегда	1	1
49	едва ли не	5	1
50	в самом начале	2	1
51	если говорить о	1	1
52	в этих словах	1	1
53	в связи с	3	1
54	в целом ряде	1	1
55	для того чтобы	4	1
56	и в том	1	1
57	более или менее	1	1
58	но уже в	1	1
59	в свою очередь	1	1
60	до самого конца	1	1
61	в общественном сознании	1	1
62	к тому что	2	1
63	тем не менее	1	1
64	вслед за ним	1	1
65	во всех других	1	1
66	и не имеет	1	1
