N	2gram	Bakhtin_Fr_3	Tvorches
1	и в	40	20
2	в году	5	16
3	в романе	15	15
4	и т	1	13
5	не только	13	13
6	никогда не	1	11
7	как бы	3	11
8	таким образом	10	10
9	в то	6	10
10	в его	13	10
11	и его	17	9
12	там же	1	9
13	и не	13	9
14	при этом	3	8
15	и с	8	8
16	в том	8	8
17	может быть	9	8
18	в этом	15	8
19	прежде всего	16	8
20	но и	11	8
21	м с	1	7
22	то же	7	7
23	это не	2	7
24	представление о	2	7
25	же время	6	7
26	потому что	2	7
27	не может	3	7
28	xix века	4	7
29	что в	12	7
30	в целом	2	6
31	как и	11	6
32	в своей	6	6
33	что он	2	6
34	так и	3	6
35	в конце	3	6
36	у него	8	6
37	в бытовой	1	6
38	именно в	2	6
39	а не	5	6
40	в основном	4	6
41	все это	4	6
42	например в	2	5
43	еще не	3	5
44	и на	8	5
45	но не	2	5
46	все же	2	5
47	в этой	3	5
48	если он	1	5
49	и сам	2	5
50	в мире	4	5
51	то есть	18	5
52	о том	4	5
53	и даже	4	5
54	в творчестве	1	5
55	но это	3	5
56	так же	1	5
57	мы не	2	4
58	все эти	8	4
59	что они	1	4
60	отнюдь не	1	4
61	как в	3	4
62	когда он	1	4
63	но в	8	4
64	не в	1	4
65	в дальнейшем	2	4
66	на его	2	4
67	об этом	3	4
68	показывает что	1	4
69	года и	2	4
70	если бы	3	4
71	тем самым	1	4
72	ничего не	1	4
73	в духе	7	4
74	мы видим	5	4
75	а в	3	4
76	марта года	1	4
77	и потому	4	4
78	и от	3	4
79	том что	4	4
80	одним из	2	3
81	и отчасти	1	3
82	письма к	1	3
83	по отношению	3	3
84	в одной	1	3
85	отношению к	2	3
86	в себе	3	3
87	в нем	5	3
88	он не	9	3
89	в плане	2	3
90	в образе	1	3
91	так например	1	3
92	я бы	1	3
93	а затем	1	3
94	его в	1	3
95	в самом	6	3
96	в котором	2	3
97	в их	4	3
98	своего рода	2	3
99	тем что	3	3
100	одна из	3	3
101	и это	2	3
102	с ним	1	3
103	до сих	4	3
104	между тем	3	3
105	в начале	3	3
106	для него	5	3
107	так как	4	3
108	то что	5	3
109	к роману	2	3
110	и др	7	3
111	что не	1	3
112	превращается в	1	3
113	в свете	3	3
114	xx века	5	3
115	вместе с	3	3
116	характера и	1	3
117	главного героя	1	3
118	сих пор	4	3
119	один из	4	3
120	одной из	2	3
121	в своих	5	3
122	к этому	6	3
123	в таком	1	3
124	как известно	2	2
125	ни во	1	2
126	самом деле	3	2
127	и есть	3	2
128	по преимуществу	2	2
129	от прототипа	1	2
130	и он	1	2
131	в xix	1	2
132	в ее	3	2
133	тут же	2	2
134	нет и	1	2
135	во многом	1	2
136	во что	1	2
137	так что	1	2
138	в истории	4	2
139	и наконец	3	2
140	имеет в	2	2
141	в этот	2	2
