N	2gram	Bakhtin_fo_1	Narrotol
1	не только	9	32
2	может быть	11	25
3	но и	8	23
4	в качестве	3	21
5	и не	14	20
6	то есть	33	19
7	и в	50	19
8	в том	9	18
9	в этом	25	17
10	не в	5	14
11	в частности	6	14
12	том что	4	14
13	своего рода	1	12
14	а не	3	12
15	то что	6	11
16	а в	3	11
17	точки зрения	5	10
18	не может	6	10
19	при этом	3	9
20	в мире	1	9
21	так и	12	9
22	в его	13	9
23	в себе	3	8
24	во времени	3	8
25	и т.п	4	8
26	с другой	2	8
27	не является	2	8
28	героя в	1	8
29	еще не	5	7
30	по отношению	3	7
31	как в	6	7
32	все же	6	7
33	времени и	10	7
34	как и	8	7
35	к тому	3	7
36	и т.д	1	7
37	а также	2	7
38	с одной	3	7
39	одной стороны	2	7
40	с его	9	6
41	но не	5	6
42	точка зрения	1	6
43	в той	4	6
44	на протяжении	1	6
45	в себя	1	6
46	о том	1	6
47	что он	1	6
48	именно в	3	6
49	отношению к	5	6
50	том числе	4	6
51	но в	10	6
52	между двумя	6	5
53	отличие от	2	5
54	отнюдь не	5	5
55	и как	10	5
56	уже не	2	5
57	в этой	1	5
58	тому же	2	5
59	далеко не	2	5
60	в отличие	2	5
61	по себе	2	5
62	в основе	5	5
63	и его	16	5
64	к себе	4	5
65	в форме	3	5
66	себя в	1	5
67	или иной	2	5
68	мира в	3	5
69	в данном	2	5
70	не предполагает	1	5
71	и пространстве	1	5
72	данном случае	1	4
73	то же	11	4
74	из которых	1	4
75	здесь не	4	4
76	перед нами	1	4
77	в нем	24	4
78	но все	5	4
79	и с	4	4
80	было бы	2	4
81	точку зрения	2	4
82	связи с	6	4
83	числе и	2	4
84	той или	2	4
85	имеет место	3	4
86	не столько	1	4
87	те же	2	4
88	же время	9	4
89	во втором	2	4
90	только в	4	4
91	хотя бы	2	4
92	в пространстве	5	4
93	при всей	1	4
94	у него	6	4
95	в особенности	9	4
96	что не	3	4
97	прежде всего	15	4
98	если не	1	4
99	как бы	2	4
100	да и	3	4
101	отличается от	1	4
102	же в	3	4
103	одной из	3	4
104	героя и	7	4
105	сказать что	3	4
106	же как	2	3
107	в сущности	3	3
108	жизни как	1	3
109	и он	1	3
110	в ней	4	3
111	и на	8	3
112	в ее	6	3
113	хотя и	3	3
114	что это	1	3
115	уже в	2	3
116	из этих	1	3
117	он не	5	3
118	особенно в	1	3
119	ни в	8	3
120	в то	9	3
121	тем что	2	3
122	одна из	2	3
123	никогда не	2	3
124	на себя	2	3
125	по своей	1	3
126	этом отношении	3	3
127	могут быть	5	3
128	как мы	14	3
129	с ее	6	3
130	свою очередь	1	3
131	на том	1	3
132	один из	3	3
133	из них	1	3
134	к содержанию	1	3
135	не о	2	3
136	и даже	2	3
137	даже не	2	3
138	не обязательно	2	3
139	в свою	2	3
140	в присутствии	4	3
141	не существует	1	3
142	что в	5	3
143	жизни в	8	3
144	жизни и	8	3
145	отношения к	3	2
146	одним из	1	2
147	например в	6	2
148	и потому	3	2
149	самом деле	1	2
150	идет о	1	2
151	здесь и	2	2
152	к другому	2	2
153	и до	5	2
154	мы имеем	1	2
155	между собой	4	2
156	он сам	1	2
157	время в	6	2
158	события в	1	2
159	но как	1	2
160	отношение к	2	2
161	нет и	2	2
162	другой день	2	2
163	независимо от	1	2
164	в своем	4	2
165	что касается	1	2
166	в полном	1	2
167	не являются	2	2
168	все эти	9	2
169	бы не	1	2
170	и тот	1	2
171	роль в	9	2
172	всей его	2	2
173	та же	1	2
174	с чем	1	2
175	в классическом	3	2
176	себя и	3	2
177	не как	2	2
178	человека в	17	2
179	значительной степени	1	2
180	но без	1	2
181	для своей	1	2
182	зрения на	1	2
183	его в	3	2
184	это не	6	2
185	в самую	1	2
186	жизни но	5	2
187	на первый	1	2
188	с точки	2	2
189	вплоть до	1	2
190	она не	1	2
191	события как	1	2
192	не могло	5	2
193	не имеет	4	2
194	ничего не	9	2
195	при всем	1	2
196	как раз	13	2
197	и после	1	2
198	без исключения	1	2
199	когда мы	1	2
200	здесь совершенно	2	2
201	то они	1	2
202	оно не	2	2
203	приходит к	1	2
204	которых и	1	2
205	на другой	2	2
206	в организации	1	2
207	в пределах	5	2
208	приводит к	1	2
209	другом и	1	2
210	или в	3	2
211	было в	1	2
212	с человеком	1	2
213	о своей	2	2
214	его жизни	8	2
215	сюжета от	1	2
216	в значительной	2	2
217	времени в	7	2
218	во всей	3	2
219	и только	1	2
220	эпизоды в	2	2
221	этом ряду	1	2
222	от всех	1	2
223	всякое событие	1	2
224	в литературе	16	2
225	всех его	1	2
226	и ее	3	2
227	есть в	2	2
228	этого понятия	1	2
229	одно из	3	2
230	для него	2	2
231	или даже	1	2
232	сами по	1	2
233	смерти и	1	2
234	событие в	1	2
235	одну из	1	2
236	и др	9	2
237	циклического времени	1	2
238	говорит о	1	2
239	не было	7	2
240	ей не	1	2
241	не на	1	2
242	как ни	1	2
243	наконец в	1	2
244	о чем	1	2
245	наряду с	5	2
246	по существу	12	2
247	что мы	2	2
248	каким он	1	2
249	же люди	1	2
250	и для	4	2
251	в связи	5	2
252	она может	1	2
253	в результате	6	2
254	совершенно иной	3	2
255	и все	6	2
256	тем более	1	2
257	все то	2	2
258	и представляет	1	2
259	между ними	3	2
260	совершенно не	2	2
261	этого слова	1	2
262	себе не	1	2
263	включает в	1	2
264	так же	6	2
265	в таком	3	2
266	они не	3	2
267	их между	1	1
268	под вечер	1	1
269	с природой	1	1
270	также и	2	1
271	и через	1	1
272	наших дней	1	1
273	того же	8	1
274	он может	1	1
275	слова эта	1	1
276	и есть	1	1
277	далее и	1	1
278	самих событий	1	1
279	ему что	1	1
280	к сыну	1	1
281	подхода к	3	1
282	др в	2	1
283	в какой-то	3	1
284	развернуто в	1	1
285	по его	1	1
286	элементы в	2	1
287	есть не	3	1
288	единого слова	1	1
289	при анализе	1	1
290	ряд не	2	1
291	в первый	1	1
292	эпоса и	1	1
293	ни единого	1	1
294	только благодаря	1	1
295	статичен в	1	1
296	но она	2	1
297	мы и	4	1
298	и со	1	1
299	в целом	2	1
300	не знают	1	1
301	жанров в	1	1
302	к своему	2	1
303	и определяется	2	1
304	быть развернуто	1	1
305	в различных	2	1
306	к месту	1	1
307	в чем	2	1
308	или до	1	1
309	во всех	6	1
310	по своему	1	1
311	оно уже	2	1
312	совсем не	2	1
313	самому герою	1	1
314	могло быть	4	1
315	и три	1	1
316	мы будем	2	1
317	не входит	2	1
318	свою жизнь	1	1
319	эта особенность	1	1
320	с совершенно	1	1
321	типов но	1	1
322	форме и	1	1
323	определяется не	2	1
324	данный момент	1	1
325	человеческого бытия	1	1
326	того не	2	1
327	различных сферах	1	1
328	о жизни	1	1
329	они есть	1	1
330	этот ряд	5	1
331	могли бы	1	1
332	и наконец	1	1
333	и к	2	1
334	от этого	2	1
335	поэтому и	3	1
336	человеческая жизнь	1	1
337	в самом	8	1
338	третий в	2	1
339	из жизни	1	1
340	но по	2	1
341	ни один	1	1
342	литературе нового	1	1
343	европейского романа	4	1
344	не оставляет	6	1
345	тоже не	1	1
346	характерные образцы	1	1
347	мира но	1	1
348	но на	4	1
349	так сказать	7	1
350	жизни героя	1	1
351	силу и	1	1
352	он ни	1	1
353	человек не	1	1
354	различные формы	1	1
355	же здесь	1	1
356	в понимании	1	1
357	новое и	2	1
358	в плане	1	1
359	этого жанра	1	1
360	его от	2	1
361	и по	2	1
362	весьма существенную	2	1
363	встречаются в	1	1
364	не бывает	1	1
365	от других	1	1
366	таким образом	11	1
367	и за	1	1
368	здесь мы	1	1
369	пространстве его	1	1
370	и может	2	1
371	в совершенно	1	1
372	в другом	1	1
373	об этом	2	1
374	мы уже	11	1
375	входит в	3	1
376	с другими	3	1
377	отца к	1	1
378	ко второму	1	1
379	целостности и	1	1
380	здесь это	3	1
381	от отца	1	1
382	но уже	1	1
383	в них	4	1
384	в историческом	1	1
385	соответствии с	2	1
386	жизни то	2	1
387	и определяет	1	1
388	мы не	3	1
389	и ничего	1	1
390	в один	1	1
391	и тогда	1	1
392	одного и	5	1
393	таким же	1	1
394	частности само	1	1
395	не становится	1	1
396	этого момента	2	1
397	в котором	4	1
398	в их	6	1
399	место в	2	1
400	биография и	2	1
401	в которых	2	1
402	и другого	1	1
403	для изучения	1	1
404	образом и	1	1
405	но он	2	1
406	теми же	1	1
407	что было	3	1
408	приобретает в	1	1
409	и более	1	1
410	их в	3	1
411	в конце	9	1
412	том же	2	1
413	что этот	1	1
414	времени а	1	1
415	и то	4	1
416	вместе со	1	1
417	не простая	1	1
418	так называемого	1	1
419	литературу в	1	1
420	человека есть	1	1
421	человек и	2	1
422	до известной	1	1
423	в людях	1	1
424	перед смертью	1	1
425	дело не	1	1
426	ними не	1	1
427	дело в	2	1
428	как таковых	1	1
429	и сама	1	1
430	в процессе	4	1
431	бытия и	1	1
432	все без	1	1
433	бы между	1	1
434	биографического и	2	1
435	жизни не	3	1
436	это то	2	1
437	из древнейших	1	1
438	к концу	3	1
439	к ней	2	1
440	лишь в	6	1
441	и является	2	1
442	на природу	1	1
443	мире и	2	1
444	потому что	4	1
445	на некоторые	1	1
446	из существенных	1	1
447	с другом	1	1
448	а как	3	1
449	у нас	1	1
450	есть к	1	1
451	бытия как	1	1
452	и оно	1	1
453	начиная с	1	1
454	и времени	3	1
455	ни был	1	1
456	не могут	3	1
457	в состав	1	1
458	могло не	1	1
459	что оно	1	1
460	они и	1	1
461	он видит	1	1
462	существенного значения	2	1
463	для восприятия	2	1
464	переходя к	1	1
465	для себя	7	1
466	как они	1	1
467	что все	2	1
468	в виду	3	1
469	и сами	1	1
470	напротив они	1	1
471	здесь также	2	1
472	и от	1	1
473	распадается на	1	1
474	обычно предполагают	1	1
475	и совершенно	1	1
476	и сам	1	1
477	здесь как	2	1
478	живет в	1	1
479	ориентировано на	1	1
480	в последующих	1	1
481	в мифологическую	1	1
482	было и	4	1
483	тот же	1	1
484	на них	2	1
485	если бы	5	1
486	и вообще	2	1
487	с ним	2	1
488	ничто в	2	1
489	и здесь	1	1
490	тех кто	1	1
491	в самой	2	1
492	оставляет места	1	1
493	внимание на	1	1
494	процесса исторического	1	1
495	мире не	1	1
496	в новелле	1	1
497	от классического	1	1
498	и во	7	1
499	служит для	1	1
500	нас в	3	1
501	и того	6	1
502	этот момент	1	1
503	в ряд	1	1
504	на одном	1	1
505	что и	3	1
506	существенную роль	2	1
507	тотчас же	1	1
508	резко отличается	1	1
509	каков бы	1	1
510	у всех	1	1
511	человека как	1	1
512	может иметь	1	1
513	в него	1	1
514	того что	2	1
515	довлеет себе	2	1
516	герой в	1	1
517	явления как	1	1
518	с ними	1	1
519	мы увидим	1	1
520	которое мы	1	1
521	до нас	5	1
522	особенности его	1	1
523	иной степени	1	1
524	не происходит	1	1
525	события эти	1	1
526	на мир	1	1
527	и испытаний	1	1
528	со всеми	3	1
529	судьба или	1	1
530	бы один	1	1
531	человека с	1	1
532	до наших	2	1
533	в спальню	1	1
534	с нею	1	1
535	и у	5	1
536	то и	1	1
537	день все	1	1
538	за пределами	1	1
539	в начале	3	1
540	эта категория	1	1
541	его и	2	1
542	где бы	1	1
543	характерно что	4	1
544	ни с	2	1
545	мир в	2	1
546	в новом	1	1
547	никто не	2	1
548	цели и	1	1
549	форм но	1	1
550	вовсе не	13	1
551	подобный вопрос	1	1
552	далек от	1	1
553	мы можем	1	1
554	из нее	2	1
555	жизни на	2	1
556	и оценки	1	1
557	протяжении всего	1	1
558	нем не	3	1
559	именно как	4	1
560	в данный	1	1
561	этой проблемы	2	1
562	становления и	1	1
563	себе они	1	1
564	до сих	3	1
565	на ее	1	1
566	связаны с	3	1
567	и тех	2	1
568	здесь в	2	1
569	и прежде	2	1
570	действующих лиц	1	1
571	в соответствии	2	1
572	процесс в	2	1
573	а на	1	1
574	стремится к	1	1
575	более того	3	1
576	человеческой жизни	6	1
577	для романа	1	1
578	с которым	1	1
579	не подлежит	1	1
580	как о	1	1
581	объединены в	1	1
582	и уже	3	1
583	характерно для	1	1
584	что жанр	1	1
585	нет ничего	4	1
586	пространства и	4	1
587	неотделимо от	2	1
588	к жизни	2	1
589	однако эти	1	1
590	в тех	1	1
591	быть только	3	1
592	друг с	1	1
593	некоторой более	1	1
594	человек с	1	1
595	неразрывное единство	1	1
596	дело здесь	1	1
597	в это	2	1
598	или хотя	1	1
599	и формы	1	1
600	как только	1	1
601	быть и	2	1
602	опыт изучения	1	1
603	мотивов в	1	1
604	сих пор	3	1
605	своей жизни	4	1
606	разных местах	1	1
607	этом и	1	1
608	событие как	1	1
609	на свет	1	1
610	процесс не	1	1
611	с иными	1	1
612	всего в	1	1
613	и позволяет	1	1
614	известной степени	1	1
615	всего они	1	1
616	случаях когда	1	1
617	указать на	1	1
618	как своего	1	1
619	жениха и	1	1
620	место для	3	1
621	своей природе	1	1
622	и перед	1	1
623	в другое	1	1
624	жанр в	1	1
625	ни одного	1	1
626	для нас	2	1
627	от него	1	1
628	внутреннее содержание	1	1
629	и события	2	1
630	бы он	1	1
631	в собственно	1	1
632	иного мира	1	1
633	но зато	1	1
634	его специфической	1	1
635	от всего	1	1
636	дней часов	1	1
637	и жанровые	1	1
638	но всегда	1	1
639	здесь даже	1	1
640	на фоне	3	1
641	здесь только	2	1
642	смыкается с	1	1
