N	3gram	Bakhtin_Fr_2	Komedia
1	в том что	1	9
2	с другой стороны	3	5
3	в конце концов	1	4
4	то же время	6	4
5	в то же	6	4
6	по отношению к	1	3
7	в этом отношении	3	3
8	после того как	1	3
9	с одной стороны	3	3
10	о том что	3	3
11	во второй половине	1	2
12	при этом что	1	2
13	но и в	4	2
14	в первую очередь	1	2
15	до сих пор	4	2
16	как и в	1	2
17	во всяком случае	2	2
18	в тех же	1	2
19	на протяжении всего	5	2
20	на то что	1	2
21	в новое время	1	2
22	таким образом в	1	2
23	но прежде всего	3	1
24	но ни в	1	1
25	до конца в	1	1
26	в подземное царство	1	1
27	время от времени	1	1
28	сих пор остается	1	1
29	большей или меньшей	3	1
30	подобно тому как	2	1
31	и все остальные	1	1
32	в том же	1	1
33	г как мы	1	1
34	далеко за пределы	1	1
35	половине vii века	1	1
36	в коем случае	1	1
37	и его современники	2	1
38	в значительной степени	2	1
39	и его современников	2	1
40	не только в	5	1
41	в чем же	1	1
42	о его значении	1	1
43	выходит далеко за	1	1
44	том же году	1	1
45	было бы однако	1	1
46	в нашу задачу	1	1
47	что уже в	1	1
48	до наших дней	2	1
49	в тех случаях	1	1
50	и вот в	1	1
51	в борьбе с	1	1
52	из наиболее ярких	1	1
53	и особенно в	1	1
54	в сущности и	1	1
55	но он не	1	1
56	ни в коем	1	1
57	только один человек	1	1
58	и прежде всего	1	1
59	тех случаях когда	1	1
60	в большинстве случаев	1	1
61	как мы уже	3	1
62	него самого и	1	1
63	как мы видели	2	1
64	в предисловии к	1	1
65	для того чтобы	1	1
66	и все это	1	1
67	дошли до нас	1	1
68	и тот же	1	1
