N	3gram	Tiupa_Disk_1	Problemy
1	то же время	4	12
2	в то же	3	12
3	на самом деле	1	10
4	с самого начала	1	8
5	не может быть	3	6
6	по отношению к	9	5
7	и в то	1	5
8	во всяком случае	1	5
9	в этом смысле	1	4
10	с точки зрения	1	4
11	и прежде всего	1	4
12	он не может	1	3
13	по крайней мере	2	3
14	с другой стороны	3	3
15	то все же	1	2
16	подобно тому как	2	2
17	как раз и	1	2
18	в этом случае	1	2
19	и не может	1	2
20	хотя бы и	1	2
21	вместе с тем	1	2
22	в отличие от	4	2
23	как и все	1	2
24	тем что он	1	2
25	каждый из них	1	2
26	а не в	2	2
27	о том что	5	2
28	с другим на	1	2
29	так и в	1	2
30	той или иной	3	2
31	тем не менее	1	2
32	в большинстве случаев	1	2
33	оно стремится к	1	2
34	к тому же	4	2
35	как мы видели	1	2
36	точки зрения на	1	1
37	в которой он	1	1
38	прежде всего как	1	1
39	потому что в	1	1
40	прежде всего в	1	1
41	большей или меньшей	2	1
42	в котором он	1	1
43	и в особенности	2	1
44	громадное значение в	1	1
45	в том и	1	1
46	может и не	1	1
47	что же касается	2	1
48	не было и	1	1
49	до сих пор	1	1
50	к другому что	1	1
51	что он не	1	1
52	в строгом смысле	1	1
53	вопрос на который	1	1
54	в этом отношении	1	1
55	из уст в	1	1
56	в значительной степени	2	1
57	в большей или	1	1
58	в данном случае	2	1
59	и на протяжении	1	1
60	но при этом	3	1
61	которое как и	1	1
62	как будто бы	1	1
63	и как бы	3	1
64	и то же	1	1
65	между двумя пределами	1	1
66	то что они	1	1
67	или меньшей степени	1	1
68	одно и то	1	1
69	имеет громадное значение	1	1
70	в этом направлении	1	1
71	к той же	1	1
72	для правильного понимания	1	1
73	том и в	1	1
74	и в том	1	1
75	уст в уста	1	1
76	и в позднейшем	1	1
77	в нем нет	1	1
78	как и в	1	1
79	в свою очередь	3	1
80	и того же	2	1
81	пока еще в	1	1
82	говорит не о	1	1
83	но все же	1	1
84	можно сказать что	2	1
85	или во всяком	1	1
86	что каждый из	1	1
87	которая может быть	1	1
88	на то что	1	1
89	одного и того	2	1
90	лицом к лицу	1	1
91	в том что	13	1
92	и в другом	1	1
