N	3gram	Propp_Isto_3	Hudozhes
1	в том что	5	11
2	по отношению к	2	7
3	о том что	2	7
4	подобно тому как	1	4
5	том что в	2	3
6	не может быть	1	3
7	как и в	2	3
8	с одной стороны	2	3
9	тем не менее	5	3
10	в соответствии с	1	3
11	состоит в том	2	2
12	что у нее	1	2
13	с точки зрения	1	2
14	до сих пор	5	2
15	можно было бы	1	2
16	то что было	1	2
17	но тем не	2	2
18	так же как	1	2
19	в данном случае	3	2
20	не только не	2	2
21	не только в	1	2
22	к тому же	2	2
23	и т д	15	2
24	на том что	1	1
25	о себе в	1	1
26	жизни и с	1	1
27	мы ничего не	1	1
28	бы это был	1	1
29	свою корову и	1	1
30	всего что было	1	1
31	и в других	2	1
32	одной стороны жизнь	1	1
33	принимает на себя	1	1
34	однако это не	1	1
35	о том чтобы	1	1
36	если бы она	2	1
37	встречаются и в	1	1
38	точно так же	2	1
39	выйти за него	1	1
40	в таком случае	1	1
41	и то что	2	1
42	в них нет	1	1
43	и что на	1	1
44	мы знаем что	1	1
45	за него и	1	1
46	но когда это	1	1
47	с ним же	1	1
48	то время как	2	1
49	имеем дело с	1	1
50	так или иначе	1	1
51	все же не	1	1
52	об амуре и	1	1
53	это то чего	1	1
54	к ней в	1	1
55	с другой стороны	7	1
56	и в том	1	1
57	заключается в том	1	1
58	в то время	2	1
59	в соединении с	1	1
60	в этом случае	5	1
61	берет на себя	1	1
62	них нет ничего	1	1
63	с самого начала	1	1
64	но все же	2	1
65	можно сказать что	1	1
66	ее бы не	1	1
67	друг от друга	1	1
68	в жизни и	1	1
69	после того как	1	1
70	в одном из	2	1
71	она не могла	1	1
72	в том числе	1	1
73	в этой комнате	1	1
74	что она при	2	1
75	мы имеем дело	1	1
76	или в большой	1	1
77	и все что	1	1
78	что и в	2	1
79	в своей жизни	1	1
80	в дом и	1	1
