N	3gram	Bakhtin_Fr_2	KulturaY
1	в том что	1	10
2	с точки зрения	5	8
3	для того чтобы	1	8
4	с другой стороны	3	7
5	только потому что	1	6
6	во всяком случае	2	5
7	не только в	5	4
8	не может быть	4	4
9	большей или меньшей	3	3
10	в этом отношении	3	3
11	в большей или	3	3
12	в конце концов	1	3
13	или меньшей степени	3	3
14	то же время	6	3
15	в то же	6	3
16	на самом деле	1	2
17	но даже и	2	2
18	в этом случае	1	2
19	в наше время	1	2
20	до некоторой степени	1	2
21	в свое время	3	2
22	но также и	1	2
23	того или иного	1	2
24	но все же	2	2
25	мы знаем что	1	2
26	можно сказать что	2	2
27	на то что	1	2
28	сих пор еще	2	1
29	и по другим	1	1
30	меньше чем в	1	1
31	прежде всего в	1	1
32	дело в том	1	1
33	в этом последнем	1	1
34	характерное явление в	1	1
35	в настоящее время	1	1
36	настоящее время совершенно	1	1
37	свое выражение в	1	1
38	не в них	1	1
39	и там где	1	1
40	но все это	1	1
41	до сих пор	4	1
42	в своей книге	2	1
43	на точку зрения	1	1
44	в первую очередь	1	1
45	только то что	2	1
46	но он не	1	1
47	несмотря на их	1	1
48	и той же	1	1
49	для борьбы с	1	1
50	свой смысл и	1	1
51	связанных с ними	1	1
52	в значительной степени	2	1
53	все это в	1	1
54	в первый раз	1	1
55	в самом процессе	1	1
56	с одной стороны	3	1
57	в году в	2	1
58	стороны того же	1	1
59	своей книге о	1	1
60	по сравнению с	2	1
61	не могут быть	1	1
62	все более и	1	1
63	но не только	1	1
64	я имею в	1	1
65	в нем есть	1	1
66	имею в виду	1	1
67	почти исключительно на	1	1
68	в сущности и	1	1
69	в том чтобы	1	1
70	как и в	1	1
71	о том что	3	1
72	и все это	1	1
73	вовсе не был	2	1
74	более и более	1	1
75	и прежде всего	1	1
76	это в сущности	1	1
77	да и вообще	1	1
78	в большинстве случаев	1	1
79	после того как	1	1
80	одной и той	1	1
81	никогда не говорят	1	1
82	в предисловии к	1	1
83	таким образом в	1	1
84	не только от	1	1
85	находит свое выражение	1	1
86	xviii века на	1	1
87	не нуждается в	1	1
88	только тогда когда	1	1
89	как мы видели	2	1
90	также и в	1	1
