N	2gram	Vinokur_Ku_3	Problema
1	в его	11	43
2	и не	10	42
3	и в	23	38
4	не может	6	27
5	может быть	14	26
6	как бы	5	22
7	по отношению	3	21
8	отнюдь не	3	19
9	отношению к	2	19
10	и с	3	17
11	и его	1	16
12	в этом	16	15
13	и т	54	14
14	только в	6	13
15	т п	41	13
16	прежде всего	9	13
17	независимо от	5	13
18	но не	3	12
19	за пределы	2	12
20	в области	14	11
21	ни в	3	11
22	и для	1	11
23	не входит	1	10
24	отношение к	3	10
25	таким образом	9	10
26	в их	6	10
27	к нему	1	10
28	не только	17	9
29	в поэзии	5	9
30	не имеет	3	9
31	его в	2	9
32	но и	3	9
33	и как	2	8
34	входит в	1	8
35	было бы	16	8
36	точки зрения	23	8
37	для нее	1	8
38	произведения как	1	8
39	в том	22	8
40	и др	1	8
41	то что	4	8
42	еще не	9	7
43	в самом	13	7
44	как и	5	7
45	и становится	1	7
46	не в	5	7
47	как мы	5	7
48	с другой	7	7
49	между тем	4	7
50	отметить что	3	7
51	слова в	4	7
52	с помощью	6	7
53	совершенно не	5	7
54	в своей	4	7
55	что в	13	7
56	отношения к	1	6
57	самом деле	14	6
58	на основе	1	6
59	там где	3	6
60	в пределах	2	6
61	не к	1	6
62	не всегда	1	6
63	с точки	16	6
64	по поэтике	1	6
65	не есть	3	6
66	можно только	1	6
67	ничего не	6	6
68	все же	5	6
69	а в	5	6
70	только как	4	6
71	тем как	1	5
72	отличие от	2	5
73	в своем	4	5
74	все эти	7	5
75	при этом	6	5
76	то же	6	5
77	это не	3	5
78	рядом с	1	5
79	далеко не	5	5
80	содержанию в	1	5
81	в отличие	2	5
82	творчества и	1	5
83	так и	6	5
84	в основе	1	5
85	остается за	1	5
86	и о	4	5
87	никогда не	1	5
88	не нужно	1	5
89	содержание как	1	5
90	может иметь	3	5
91	и прежде	1	5
92	конечно не	2	5
93	дело и	1	5
94	а не	11	5
95	могут быть	6	5
96	должно быть	7	5
97	формы и	3	5
98	все они	2	5
99	на самом	3	4
100	должна быть	3	4
101	содержания в	2	4
102	конечно и	1	4
103	в виду	8	4
104	в ней	3	4
105	конечном счете	1	4
106	относится к	2	4
107	как в	4	4
108	но в	2	4
109	в нашем	7	4
110	в себе	1	4
111	в данном	7	4
112	не должна	1	4
113	не менее	12	4
114	тем самым	4	4
115	о значении	2	4
116	в то	3	4
117	представлять себе	1	4
118	должны быть	1	4
119	здесь не	2	4
120	в ее	4	4
121	данном случае	4	4
122	можно было	11	4
123	не с	2	4
124	о том	6	4
125	в конечном	1	4
126	которых мы	1	4
127	с ними	1	4
128	и только	3	4
129	что не	4	4
130	более того	1	4
131	материал в	1	4
132	и потому	1	4
133	лишь как	1	4
134	хотя бы	9	4
135	между ними	1	4
136	сказать что	7	4
137	другой стороны	3	4
138	также и	5	3
139	например в	1	3
140	противном случае	1	3
141	поэтического произведения	1	3
142	на материале	2	3
143	говорить о	6	3
144	бы то	1	3
145	мы будем	1	3
146	точка зрения	4	3
147	менее всего	1	3
148	нет и	1	3
149	значение имеет	1	3
150	значение для	1	3
151	связи и	2	3
152	помнить что	1	3
153	кроме того	2	3
154	и к	3	3
155	не будем	5	3
156	в целом	4	3
157	формальный метод	1	3
158	он не	3	3
159	то ни	1	3
160	с другими	2	3
161	и тем	6	3
162	в слове	4	3
163	несмотря на	1	3
164	том что	11	3
165	тем не	9	3
166	на него	3	3
167	в противном	1	3
168	же время	1	3
169	языка в	6	3
170	хотя и	5	3
171	и от	1	3
172	приводит к	1	3
173	в дальнейшем	2	3
174	дано в	2	3
175	ясно что	4	3
176	мы в	1	3
177	если бы	8	3
178	но здесь	1	3
179	искусства и	1	3
180	и должно	5	3
181	и содержание	3	3
182	и содержания	2	3
183	иных случаях	1	3
184	этом смысле	1	3
185	но с	1	3
186	одной из	1	3
187	мы увидим	1	3
188	с одной	4	3
189	вопроса о	3	3
190	в известной	1	3
191	одной стороны	4	3
192	есть лишь	1	3
193	на фоне	7	3
194	в иных	1	3
195	и иной	2	3
196	в область	2	3
197	и на	1	3
198	в тех	2	3
199	слова и	7	3
200	но это	5	3
201	все это	2	3
202	культуры и	1	3
203	она может	2	3
204	у в	1	3
205	об искусстве	1	3
206	от него	1	3
207	не знает	2	3
208	в таком	4	3
209	все что	1	3
210	они не	3	3
211	смысле слова	2	2
212	можно говорить	10	2
213	и должны	1	2
214	и есть	5	2
215	в котором	2	2
216	значение но	1	2
217	есть не	3	2
218	можно и	1	2
219	мы имеем	2	2
220	но она	1	2
221	я не	5	2
222	столь же	4	2
223	в чем	5	2
224	коем случае	1	2
225	но как	3	2
226	а только	1	2
227	не все	2	2
228	с совершенно	1	2
229	или иное	2	2
230	дело идет	1	2
231	дает нам	2	2
232	как к	2	2
233	что это	3	2
234	бы не	3	2
235	иным путем	1	2
236	нами в	1	2
237	и те	1	2
238	не имеют	1	2
239	в корне	2	2
240	материала не	1	2
241	на этом	2	2
242	в каждом	1	2
243	здесь мы	1	2
244	лишь в	8	2
245	искусства в	1	2
246	о которых	1	2
247	строгом смысле	1	2
248	как таковой	2	2
249	совершенно независимо	1	2
