N	3gram	Losev_Dial_2	Istorich
1	и т д	15	24
2	так же как	1	12
3	до сих пор	2	5
4	точно так же	1	5
5	и то что	1	5
6	же как и	1	4
7	с другой стороны	4	4
8	не может быть	3	4
9	но все же	1	4
10	что иное как	3	3
11	т е в	3	3
12	в данном случае	2	3
13	в некоторых случаях	1	3
14	по сравнению с	1	3
15	не что иное	3	3
16	о том что	4	2
17	то же самое	2	2
18	не только в	2	2
19	на задний план	1	2
20	т д мы	1	2
21	содержит в себе	3	2
22	в другом случае	1	2
23	в связи с	4	2
24	тем не менее	2	2
25	не в силу	1	2
26	что имеется в	2	1
27	и может быть	3	1
28	потому что он	2	1
29	вовсе не есть	2	1
30	мере того как	1	1
31	но это только	1	1
32	подобно тому как	1	1
33	по мере того	1	1
34	имеется в виду	2	1
35	и не только	5	1
36	это дает нам	1	1
37	и не может	1	1
38	как и все	2	1
39	в зависимости от	2	1
40	но и в	1	1
41	том отношении что	1	1
42	нельзя сказать что	2	1
43	независимо от того	1	1
44	дело вовсе не	1	1
45	есть одно и	1	1
46	за то что	1	1
47	которые не могут	1	1
48	д с другой	1	1
49	не просто в	1	1
50	при всей своей	1	1
51	может быть только	2	1
52	в меня и	1	1
53	может быть и	3	1
54	в египетской религии	1	1
55	но и это	1	1
56	о том как	1	1
57	то время как	3	1
58	т д с	1	1
59	а не только	1	1
60	не потому что	6	1
61	одного из них	1	1
62	то что есть	2	1
63	и то же	4	1
64	в том как	1	1
65	в виду не	1	1
66	и вместе с	1	1
67	не могут быть	2	1
68	не в том	1	1
69	одно и то	4	1
70	мы уже знаем	3	1
71	а в другом	1	1
72	ушей и т	1	1
73	т е как	1	1
74	вместе с тем	1	1
75	в широком смысле	2	1
76	есть не что	2	1
77	и даже в	2	1
78	как будто бы	3	1
79	вовсе не в	3	1
80	а не просто	1	1
81	в то время	3	1
82	это и есть	1	1
83	об этом мы	1	1
84	в себе черты	1	1
85	т е он	1	1
86	в том отношении	1	1
87	можно сказать что	3	1
88	к тому что	1	1
89	но мы уже	1	1
90	то что они	1	1
91	это показывает что	1	1
92	т д в	1	1
93	что и в	1	1
94	отходит на задний	1	1
95	только тогда когда	4	1
