N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	49
2	то есть	3	32
3	прежде всего	10	19
4	в его	9	18
5	и на	6	17
6	не только	29	17
7	и его	9	17
8	в этом	20	15
9	и не	11	15
10	xvi века	1	14
11	в них	4	13
12	в эпоху	1	13
13	только в	6	13
14	но и	25	13
15	во время	1	12
16	как и	5	11
17	как бы	2	11
18	в этой	6	10
19	вовсе не	1	10
20	в нем	13	9
21	для него	11	9
22	и др	1	9
23	все это	6	9
24	отношение к	4	8
25	все же	2	7
26	все эти	2	7
27	на протяжении	2	7
28	один из	4	7
29	не может	28	7
30	о мире	2	7
31	жизни и	2	7
32	мы уже	1	6
33	во всех	1	6
34	в истории	2	6
35	с их	2	6
36	так и	1	6
37	и с	3	6
38	рядом с	1	6
39	точки зрения	4	6
40	но он	9	6
41	в то	2	6
42	то что	5	6
43	в творчестве	10	6
44	так как	3	6
45	сказать что	2	6
46	с его	3	5
47	но не	8	5
48	в своем	10	5
49	в своей	15	5
50	никогда не	14	5
51	роль в	1	5
52	уже в	4	5
53	в начале	2	5
54	может быть	30	5
55	протяжении всего	1	5
56	относится к	2	5
57	и потому	10	5
58	отношения к	4	4
59	и до	1	4
60	и к	2	4
61	но в	7	4
62	в себе	7	4
63	этот процесс	3	4
64	лишь в	6	4
65	в жизни	3	4
66	в этих	4	4
67	и более	1	4
68	с ним	2	4
69	в области	1	4
70	она была	1	4
71	и во	2	4
72	этот момент	1	4
73	а в	4	4
74	тем что	4	4
75	до сих	2	4
76	не было	18	4
77	и о	1	4
78	сих пор	2	4
79	том что	3	4
80	в духе	1	4
81	в своих	1	4
82	значение в	1	4
83	также и	2	3
84	человека и	14	3
85	связана с	2	3
86	в самом	11	3
87	место в	2	3
88	почти все	1	3
89	был еще	4	3
90	не был	7	3
91	менее всего	7	3
92	он пишет	1	3
93	духа и	4	3
94	да и	1	3
95	всех этих	1	3
96	и вот	3	3
97	в плане	1	3
98	можно было	1	3
99	на все	1	3
100	влияния и	1	3
101	было бы	10	3
102	был и	1	3
103	на земле	2	3
104	во всем	1	3
105	нельзя было	1	3
106	в одном	1	3
107	к этим	2	3
108	только с	1	3
109	и это	12	3
110	в ее	3	3
111	культуры и	1	3
112	так в	1	3
