N	2gram	Voloshinov_2	Problema
1	то что	4	42
2	вовсе не	11	35
3	то есть	2	33
4	и в	19	32
5	и не	19	31
6	не есть	3	29
7	в этом	15	19
8	не менее	1	19
9	тем не	1	18
10	не только	13	17
11	потому что	1	16
12	в себе	4	15
13	по себе	3	15
14	в виде	2	15
15	а не	9	15
16	но в	7	14
17	у нас	3	14
18	может быть	28	14
19	как бы	19	14
20	в нем	11	13
21	и тем	4	13
22	как раз	4	13
23	сказать что	4	13
24	том что	10	12
25	что в	2	12
26	так и	10	12
27	а именно	1	12
28	также и	1	11
29	так как	3	11
30	о том	3	11
31	и даже	2	11
32	если мы	6	11
33	то же	16	10
34	отнюдь не	8	10
35	в этой	3	10
36	ничего не	4	10
37	прежде всего	7	10
38	нет ничего	1	10
39	еще не	3	9
40	но не	2	9
41	того чтобы	6	9
42	же самое	6	9
43	и это	3	9
44	и что	1	9
45	но и	10	9
46	в данном	5	9
47	что же	1	9
48	в том	7	9
49	так же	5	9
50	в таком	7	9
51	и о	2	8
52	и ее	4	8
53	и на	5	8
54	все эти	3	8
55	на то	4	8
56	для того	6	8
57	было бы	4	8
58	он и	2	8
59	в своей	3	8
60	когда мы	1	8
61	есть только	1	8
62	даже и	2	8
63	не может	18	8
64	но это	1	8
65	смысле слова	5	7
66	сам по	1	7
67	во всех	6	7
68	всех этих	1	7
69	ни в	6	7
70	в них	1	7
71	и является	2	7
72	как мы	15	7
73	здесь не	1	7
74	никогда не	7	7
75	того что	4	7
76	что он	4	7
77	только в	8	7
78	тем что	2	7
79	все это	1	7
80	и все	6	7
81	во всяком	3	7
82	таком случае	3	6
83	и то	3	6
84	самом деле	9	6
85	на самом	7	6
86	говорить о	1	6
87	но как	2	6
88	за пределы	3	6
89	и как	6	6
90	в самом	6	6
91	и если	1	6
92	при этом	9	6
93	его в	7	6
94	это не	4	6
95	что такое	1	6
96	в то	8	6
97	таким образом	14	6
98	и здесь	5	6
99	в его	5	6
100	так что	1	6
101	о чем	2	6
102	как это	1	6
103	не существует	3	6
104	хотя и	1	6
105	совершенно не	5	6
106	не имеют	3	5
107	мы уже	6	5
108	а только	1	5
109	для знака	1	5
110	в своем	2	5
111	перед нами	3	5
112	не являются	1	5
113	то в	1	5
114	что она	1	5
115	но уже	1	5
116	далеко не	2	5
117	с тем	1	5
118	в котором	3	5
119	связи с	13	5
120	той или	4	5
121	можно сказать	1	5
122	есть в	1	5
123	в других	1	5
124	или иной	5	5
125	еще и	1	5
126	не является	8	5
127	тем более	5	5
128	мы должны	1	5
129	в их	5	4
130	это совершенно	1	4
131	мы и	1	4
132	совсем не	1	4
133	с которыми	1	4
134	в истории	3	4
135	как в	1	4
136	как он	1	4
137	входит в	1	4
138	он есть	1	4
139	не в	10	4
140	тому что	4	4
141	мышления и	1	4
142	и притом	1	4
143	и весь	1	4
144	а в	3	4
145	на том	1	4
146	не говоря	1	4
147	если бы	11	4
148	с целью	1	4
149	и только	1	4
150	ровно ничего	1	4
151	только на	4	4
152	мы можем	6	4
153	именно как	2	4
154	именно в	2	4
155	и пр	25	4
156	не было	3	4
157	если не	1	4
158	и вообще	1	4
159	ни на	1	4
160	для обозначения	1	4
161	и для	7	4
162	в связи	7	4
163	или в	2	4
164	и ни	1	4
165	же в	1	4
166	по поводу	1	4
167	этот предмет	1	3
168	но она	1	3
169	того же	5	3
170	в ее	3	3
171	в буквальном	1	3
172	что они	2	3
173	с этим	3	3
174	однако не	1	3
175	более или	2	3
176	в действительности	1	3
